id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname
4498,16,45,43,54,51,43,52,46,,45,43,,45,44,50,20,7,Jan Vrijmanstraat
4500,33,40,31,41,24,20,35,32,17,47,66,73,9,,100,50,4,Holterbergweg
4501,44,25,42,53,53,41,44,46,,45,45,,45,44,50,50,6,Amsteldijk
4502,65,65,64,69,65,80,80,74,,71,,,,,,100,4,AnonymousRoadnl14153622
4505,32,40,38,49,,,,,25,29,30,,47,,,50,3,Pampuslaan
4510,95,91,96,97,96,106,96,99,100,104,102,100,97,97,81,80,0,A9
4512,66,71,69,65,67,72,75,63,62,96,67,67,,71,66,50,3,Burgemeester Stramanweg
4514,97,93,96,98,97,112,99,99,102,104,102,104,97,98,81,100,0,A9
4515,97,48,76,90,100,100,99,98,105,96,97,101,97,101,94,100,0,AnonymousRoadnl10153613
4517,46,38,42,41,38,30,39,50,53,62,39,50,40,,64,50,4,Holterbergweg
4519,98,93,96,101,97,113,99,101,101,102,100,104,101,98,81,100,0,A9
4521,23,30,31,36,24,20,27,18,17,47,67,73,9,,100,50,4,Holterbergweg
4523,97,90,95,98,99,102,98,100,104,100,98,103,99,99,93,100,0,A9
4525,44,40,41,40,38,22,41,50,53,62,49,51,36,,56,50,4,Burgemeester Stramanweg
4527,98,90,96,98,99,101,99,100,104,100,98,102,99,100,94,100,0,A9
4530,30,34,30,16,5,6,15,34,11,37,,37,39,,31,80,3,AnonymousRoadnl13153743
4531,66,71,66,66,21,49,49,75,77,74,,72,71,,75,80,3,AnonymousRoadnl13153743
4532,25,25,14,16,,2,,20,55,26,58,44,27,,36,80,3,Burgemeester Stramanweg
4533,57,58,53,52,61,56,69,69,,66,,55,,63,59,130,3,AnonymousRoadnl13153742
4537,18,34,34,,35,,,,,,,,,32,,35,6,Lutmastraat
4539,58,60,63,61,62,,,68,65,78,,62,56,62,,50,4,Tafelbergweg
4542,57,62,61,54,60,54,48,75,55,55,64,,54,57,68,50,4,Tafelbergweg
4651,30,28,27,35,24,41,40,28,50,31,42,29,33,43,29,50,5,Van Woustraat
4549,43,45,48,40,48,48,,,59,,,,,,,35,6,Meibergdreef
4551,29,36,30,40,37,41,,,50,,,,,,,35,6,Meibergdreef
4552,38,15,,,12,,,,,,,12,,,,50,3,Muiderlaan
4559,21,25,,,16,,,,,,,23,,,20,35,6,Pieter Aertszstraat
4564,9,44,,48,,,,,,,23,,42,44,,35,6,Lutmastraat
4569,24,22,30,26,14,,,,,29,,,,11,,35,6,Boulevardzone
4573,35,38,28,29,31,34,37,45,39,34,37,31,42,43,45,50,3,Muiderlaan
4574,30,44,,41,,,,,,,23,,41,41,,50,5,Van Woustraat
4578,5,44,,44,,,,,,,23,,41,42,,35,6,Lutmastraat
4580,4,15,17,30,21,32,37,31,23,33,36,29,13,44,25,20,7,Franz Zieglerstraat
4582,56,55,62,56,52,,,66,65,78,,60,54,59,,50,4,Tafelbergweg
4583,23,19,29,,13,,,,,,,,,15,,35,6,Boulevardzone
4584,53,54,53,52,60,53,48,56,55,54,68,,48,64,53,50,4,Tafelbergweg
4588,23,46,45,48,40,,,,16,33,,,42,41,,20,7,Henrick de Keijserstraat
4595,31,23,,,18,,,,,,,23,,,,50,3,Muiderlaan
4596,3,41,35,39,23,,,,,32,,,40,32,,35,6,Karel du Jardinstraat
4597,25,29,33,,,37,27,21,,,,,,,,35,6,
4604,21,28,25,,27,,,,17,25,,,,20,,20,7,Tafelbergweg
4607,51,52,26,42,30,,,60,53,74,,54,48,46,,50,4,Tafelbergweg
4609,17,4,17,11,15,38,48,33,18,28,14,,17,22,10,50,4,Tafelbergweg
4611,20,17,17,,3,,,,3,,,,,18,,20,7,Tafelbergweg
4613,56,23,54,52,54,51,53,54,62,72,63,63,55,57,61,80,4,AnonymousRoadnl10152928
4621,21,9,15,32,19,25,17,20,13,44,17,56,16,35,44,80,4,AnonymousRoadnl10152928
4623,67,67,70,73,66,67,66,85,73,71,,72,75,72,,120,4,AnonymousRoadnl14153622
4631,17,12,,,25,,,,,21,16,21,,,,35,6,Tweede van der Helststraat
4632,58,57,59,59,56,59,54,73,59,60,,59,64,62,,80,4,AnonymousRoadnl14153622
4833,35,37,37,29,30,33,33,39,42,43,43,34,37,43,36,50,5,Van Woustraat
4633,15,14,9,11,22,36,32,24,33,30,38,24,8,44,25,50,5,Van Woustraat
4635,12,18,,,,,,,,,,,,,,20,7,Meibergdreef
4640,50,54,49,49,58,53,48,56,50,54,60,,50,62,50,50,4,Tafelbergweg
4642,54,55,62,54,46,,,63,56,74,,57,54,59,,50,4,Tafelbergweg
4652,37,42,23,34,33,41,40,47,39,44,45,43,41,44,42,50,5,Van Woustraat
4655,48,49,43,49,56,53,48,51,47,54,60,,50,58,51,50,4,Tafelbergweg
4659,25,22,32,,,41,31,,,,,,,,,35,6,
4661,27,31,37,37,20,38,,,25,,,,,,,35,6,
4663,15,10,,,,,,,,,,,,,,20,7,Meibergdreef
4666,24,22,32,,,37,27,,,,,,,,,35,6,
4671,27,27,37,37,17,37,,,23,,,,,,,35,6,
4673,33,44,44,,,48,40,23,,,,,,,,35,6,Meibergdreef
4674,37,42,41,45,34,46,,26,42,,,,,,,35,6,Meibergdreef
4676,29,30,37,37,24,37,,,27,,,,,,,35,6,
4679,45,48,49,51,,51,41,44,,,45,46,,,,35,6,Meibergdreef
4680,15,13,32,24,18,,6,17,23,13,,14,14,33,,20,7,Snijdersbergweg
4682,36,40,37,40,,40,41,17,,,34,40,,,,35,6,Meibergdreef
4683,31,18,41,32,36,25,30,17,31,38,42,41,46,,,35,6,Meibergdreef
4685,18,29,,,,,,,,,,,,,,20,7,Meibergdreef
4686,41,48,48,,,50,54,25,,,,,,,,35,6,Meibergdreef
4687,27,26,34,32,41,28,,21,38,,28,,,,,35,6,Meibergdreef
4688,29,37,,31,41,,30,27,48,24,,18,31,41,,20,7,Snijdersbergweg
4691,35,40,45,33,,42,43,35,,,41,38,,,,35,6,Meibergdreef
4692,13,8,21,13,26,23,25,5,34,19,20,10,17,12,24,50,4,Meibergdreef
4693,10,5,8,11,15,3,14,24,22,13,10,11,6,,,35,6,Meibergdreef
4694,25,15,29,17,28,,29,46,19,21,38,40,12,33,40,50,4,Meibergdreef
4695,29,8,9,14,16,12,25,33,35,31,38,46,39,31,44,50,4,Meibergdreef
4696,37,40,47,39,,40,45,24,,,33,38,,,,35,6,Meibergdreef
4697,38,30,29,31,29,,,44,50,51,,56,,33,,50,4,Tafelbergweg
4698,35,10,34,37,38,40,44,31,31,,41,59,6,33,52,50,4,Meibergdreef
4699,54,51,57,56,53,57,54,73,58,54,,57,57,55,,80,4,AnonymousRoadnl14153622
4700,41,54,53,,,55,55,27,,,,,,,,35,6,Meibergdreef
4701,39,48,51,37,41,47,,35,44,,86,,,,,35,6,Meibergdreef
4706,16,34,,,,,,,,,,,,,,20,7,Meibergdreef
4707,34,46,43,10,36,52,26,23,40,27,,42,38,21,,50,4,Meibergdreef
4709,43,48,44,28,49,53,48,39,45,51,,36,45,39,,80,4,AnonymousRoadnl14153622
4710,29,27,32,30,39,,49,34,16,5,,,6,33,,50,4,Snijdersbergweg
4711,43,9,37,29,39,41,47,48,49,39,45,58,46,45,54,50,4,Meibergdreef
4713,15,7,13,4,15,10,11,11,36,9,,38,21,19,24,50,5,Meibergdreef
4715,41,42,43,42,45,,29,49,41,41,44,51,49,58,36,50,4,Meibergdreef
4716,41,35,,31,47,13,,,50,,,26,,55,,20,7,Snijdersbergweg
4717,29,37,22,22,29,38,41,41,44,10,14,13,17,47,36,50,4,Muntbergweg
4718,38,45,43,49,34,42,22,,49,,46,36,46,47,64,50,5,Meibergdreef
4722,32,39,40,33,29,38,41,41,44,20,23,9,17,38,36,50,4,Meibergdreef
4723,31,42,29,33,,31,43,33,,,42,25,,,,35,6,Meibergdreef
4724,20,29,9,4,26,4,22,40,55,34,17,15,,47,41,50,4,Muntbergweg
4725,34,29,18,33,28,34,41,38,43,26,23,41,27,39,33,50,4,Muntbergweg
4726,46,53,55,50,55,44,49,,60,,66,56,59,56,64,50,5,Meibergdreef
4727,46,13,10,20,21,25,47,47,47,45,54,49,54,55,50,50,4,Muntbergweg
4728,33,33,38,36,38,,8,40,29,34,27,43,29,34,41,50,4,Meibergdreef
4729,29,9,23,4,19,9,22,31,55,,41,15,,48,,50,4,Muntbergweg
4730,22,10,38,32,29,,,33,,11,5,43,29,30,,50,5,Meibergdreef
4731,45,34,55,53,,65,33,45,,,46,44,,,,35,6,Meibergdreef
4737,17,15,16,11,19,28,,22,31,14,18,,,9,26,35,6,Maasstraat
4739,22,13,,30,9,,21,,,,21,,,,,35,6,Berkelstraat
4741,30,34,31,28,29,33,40,31,39,35,41,17,19,,25,50,5,Rijnstraat
4742,21,4,4,4,12,25,12,15,28,33,31,37,,35,43,50,5,Rijnstraat
4759,32,35,,,41,,,,,,35,,,,,35,6,Tweede van der Helststraat
4760,27,35,,30,,38,,20,41,26,27,,,33,,35,6,Tweede van der Helststraat
4761,32,29,,36,35,29,4,,,,29,,,,,35,6,Tweede van der Helststraat
4762,32,35,43,31,,39,,21,38,,27,,,29,,35,6,Tweede van der Helststraat
4764,32,27,36,31,,38,,37,38,,29,,,29,,35,6,Tweede van der Helststraat
4765,32,32,,24,33,32,4,,,,32,,,,,35,6,Tweede van der Helststraat
4769,32,27,40,31,,38,,28,38,,29,,,29,,35,6,Tweede van der Helststraat
4770,32,30,,24,34,32,4,,,,32,,,,,35,6,Tweede van der Helststraat
4771,32,29,43,31,,39,,23,38,,28,,,29,,35,6,Tweede van der Helststraat
4772,32,29,,26,35,31,4,,,,28,,,,,35,6,Tweede van der Helststraat
4776,38,44,49,34,44,46,19,33,33,39,,43,45,42,46,50,3,Daalwijkdreef
4780,48,34,47,25,68,46,52,,,44,,,49,,,50,4,Dubbelinkdreef
4781,27,20,26,24,18,26,38,,,30,,,30,,,50,4,Dubbelinkdreef
4782,39,40,25,30,42,48,27,39,38,41,,46,38,40,46,50,3,Daalwijkdreef
4784,37,42,52,36,22,26,38,30,43,46,51,33,48,43,33,50,3,Daalwijkdreef
4832,36,29,33,47,33,40,41,31,45,37,45,31,33,38,25,50,5,Van Woustraat
4786,16,29,,,,,12,,,,,,,,8,20,7,Drostenburg
4789,40,45,42,46,61,27,42,,56,39,44,51,41,60,37,50,3,Daalwijkdreef
4794,24,15,29,23,32,19,,,,22,,,36,,,50,4,Dubbelinkdreef
4795,37,41,41,37,45,48,35,38,39,40,,43,46,42,48,50,3,Daalwijkdreef
4798,40,38,,44,50,,38,,55,37,,48,,51,29,50,3,Daalwijkdreef
4799,42,42,44,,42,47,51,40,48,61,44,49,61,43,44,50,4,Churchill-Laan
4800,45,50,,,41,,40,,46,15,,,,43,41,50,5,Dolingadreef
4803,48,47,42,45,46,54,55,44,48,56,,61,55,50,59,50,3,Daalwijkdreef
4804,42,39,44,,43,49,48,41,49,66,43,44,48,42,48,50,4,Churchill-Laan
4805,23,17,19,,19,21,17,44,12,25,27,21,27,36,14,50,4,Churchill-Laan
4806,47,41,39,47,45,52,51,43,45,52,,54,52,49,56,50,3,Daalwijkdreef
4807,33,36,29,50,48,19,38,,63,22,41,54,36,59,15,50,3,Daalwijkdreef
4808,20,15,17,36,25,14,18,30,17,44,34,25,23,31,31,50,4,Churchill-Laan
4809,16,17,,16,13,8,8,,,11,10,,,,,35,6,Maasstraat
4810,25,24,36,27,,40,,35,32,23,27,,,12,,35,6,Maasstraat
4814,17,4,11,17,2,21,9,13,21,24,24,37,,39,24,50,5,Rijnstraat
4815,45,48,45,41,42,53,57,46,48,54,,58,52,54,58,50,3,Daalwijkdreef
4820,39,40,40,,43,39,41,39,46,47,44,49,72,44,40,50,4,Churchill-Laan
4821,47,45,44,45,46,54,57,45,48,56,,61,52,54,58,50,3,Daalwijkdreef
4830,33,33,,29,,42,,,33,23,25,,,30,,35,6,Tweede van der Helststraat
4831,30,27,,,38,,,,,,31,,,,,35,6,Tweede van der Helststraat
4837,26,28,,,40,,,,,,32,,,,,35,6,Tweede van der Helststraat
4838,35,31,,29,,31,,,33,23,20,,,30,,35,6,Tweede van der Helststraat
4840,33,25,29,42,22,31,41,29,38,36,43,30,33,38,25,50,5,Van Woustraat
4841,32,31,47,30,52,33,33,39,37,43,40,31,37,43,34,50,5,Van Woustraat
4843,26,35,,,28,,26,,,,,,,,,35,6,Andersensingel
4845,14,29,,,,,28,,,22,,8,,,,35,6,Andersensingel
4846,20,35,,,27,,25,,,,,,,,,35,6,Andersensingel
4848,23,31,,,,,25,,,,,8,,,,35,6,Andersensingel
4854,28,37,,,26,,28,,,,,,,,,35,6,Andersensingel
4856,22,28,,,,,24,,,,,16,,,,35,6,Andersensingel
4860,25,31,,,39,,28,,,,,,,,,35,6,Boris Pasternakstraat
4862,22,26,,,,,15,,,,,24,,,,35,6,Boris Pasternakstraat
4863,37,39,31,29,36,38,36,43,46,43,46,40,38,43,40,50,5,Van Woustraat
4865,25,27,,21,,,22,,,,,,,,18,30,5,Bernard Shawsingel
4870,39,43,31,32,46,44,43,35,45,46,49,45,41,36,43,50,5,Van Woustraat
4871,25,27,,24,,,29,,,,,,,,15,35,6,Bernard Shawsingel
4872,38,35,45,47,41,42,41,32,48,40,48,31,36,41,25,50,5,Van Woustraat
4875,14,24,,,,,,,,,,,,,,20,7,Boeninlaan
4892,29,23,22,24,22,18,41,20,31,32,45,22,31,,25,50,5,Rijnstraat
4901,32,23,29,24,22,31,41,29,36,34,43,29,36,33,25,50,5,Van Woustraat
4904,31,23,22,25,22,26,41,29,31,34,43,28,37,23,22,50,5,Van Woustraat
4907,31,31,47,29,52,31,33,39,37,43,34,31,37,38,34,50,5,Van Woustraat
4910,31,31,47,29,52,31,33,39,36,42,34,31,37,39,36,50,5,Van Woustraat
4911,30,23,22,25,22,12,41,29,31,34,43,28,37,23,22,50,5,Van Woustraat
4914,30,8,47,14,39,29,34,37,31,46,42,38,34,39,39,50,5,Rijnstraat
4916,30,23,22,25,22,12,41,29,31,34,43,28,37,23,22,50,5,Rijnstraat
4917,20,23,,,,,28,,,,,,,,,20,7,Boeninlaan
4919,30,25,17,,5,,21,,,,,17,,,,35,6,Berthold Brechtstraat
4920,47,57,153,,64,,,,53,,,52,52,32,68,50,5,Foppingadreef
4922,45,61,,51,60,,65,,,,,,40,,,60,6,De Passage
4923,49,36,,15,,,,,,,,,,,,50,5,Foppingadreef
4924,49,41,35,20,40,36,34,,31,,34,30,30,33,,60,6,De Passage
4925,28,28,,31,20,,29,,,,,,,,22,30,5,Boris Pasternakstraat
4926,32,37,,,,,,,,,,14,,,,30,5,Boris Pasternakstraat
4927,48,63,,51,66,,73,,,,,,36,,,50,5,Foppingadreef
4931,28,26,9,,5,,25,,,,,21,,,,35,6,Berthold Brechtstraat
4932,24,30,14,22,18,33,20,23,35,,42,38,51,36,50,50,4,Hoogoorddreef
4933,50,51,37,,59,,,,37,,,52,51,,56,50,5,Foppingadreef
4934,22,23,9,,35,,,,32,,,43,27,,43,50,5,Foppingadreef
4935,32,31,,,,,,,,,,14,,,,30,5,Boris Pasternakstraat
4936,30,31,21,25,14,46,34,6,25,,42,29,50,34,48,30,5,Boris Pasternakstraat
4937,28,33,,30,23,,34,,,,,,,,25,50,4,Hoogoorddreef
4940,49,67,,51,70,,73,,32,,,,28,,,50,5,Foppingadreef
4946,46,57,,51,54,,59,,,,,,,,,50,5,Foppingadreef
4949,25,13,17,,,,,,,,,,,,,30,5,Boris Pasternakstraat
4950,40,31,,34,,,,,,,,,,,,60,6,De Passage
4951,38,45,36,28,46,36,40,,41,,43,42,25,38,,60,6,De Passage
4952,14,20,8,22,22,36,26,,15,,22,17,11,,,60,6,De Passage
4953,6,11,,4,,,,,,,,,,,,60,6,De Passage
4954,28,25,19,,5,,18,,,,,,,,,35,6,Berthold Brechtstraat
4956,32,11,11,,,10,,,,,,,,,,30,5,Boris Pasternakstraat
4957,17,29,,,,,,,,,,10,,,,20,7,Hondsrugweg
4964,8,49,,,,,,,,,,,,,,20,7,Hondsrugweg
4965,47,48,39,31,50,36,33,,43,,51,55,34,41,,60,6,De Passage
4966,49,37,,39,,,,,,,,,,,,60,6,De Passage
4969,20,20,,,,,29,,,,,,,,,20,7,Boeninlaan
4978,19,21,,,,,,,,,,,,,,20,7,Boeninlaan
4980,22,30,,,,,25,,,,,25,,,,35,6,Boris Pasternakstraat
4981,38,35,,,37,,31,,,,,,,,,35,6,Boris Pasternakstraat
4985,9,18,21,3,15,,,,,,,,,,,20,7,Hoogoordplein
4987,31,40,27,28,,46,42,6,42,,40,29,48,35,52,50,4,Hoogoorddreef
4990,34,24,11,8,20,2,16,39,25,45,45,39,,,35,50,4,Hoogoorddreef
4991,31,23,21,10,23,44,37,37,29,18,58,35,,,32,50,4,Hoogoorddreef
4992,31,46,32,34,,48,46,,48,,39,26,47,37,60,30,5,Boris Pasternakstraat
4993,40,33,,,27,,29,,,,,,,,25,50,4,Hoogoorddreef
4994,32,25,,,,,16,,,,,15,,,,30,5,Boris Pasternakstraat
4995,20,40,40,17,7,17,10,31,29,18,58,35,,,8,50,4,Hoogoorddreef
4997,20,25,,,,,30,,,,,,,,,20,7,Boeninlaan
4998,26,22,,,,,15,,,,,14,,,,30,5,Boris Pasternakstraat
4999,36,33,,,31,,22,,,,,,,,23,30,5,Boris Pasternakstraat
5000,22,25,,,,,15,,,,,13,,,,30,5,Boris Pasternakstraat
5001,36,33,,,31,,26,,,,,,,,23,30,5,Boris Pasternakstraat
5002,23,32,,,,,30,,,,,17,,,,35,6,Boris Pasternakstraat
5003,34,35,,,33,,26,,,,,,,,,35,6,Boris Pasternakstraat
5007,37,29,30,31,35,2,33,,,11,,,,,,30,7,Borchlandweg
5012,51,48,12,51,44,64,57,56,,57,53,62,,50,53,50,5,Karspeldreef
5013,47,36,52,59,54,,57,,68,,,63,69,50,58,50,5,Karspeldreef
5014,55,55,,50,55,67,65,57,,65,56,70,,52,59,50,5,Karspeldreef
5016,55,54,,49,52,66,60,60,,55,57,70,,53,55,50,5,Karspeldreef
5018,49,49,60,56,31,,49,,55,,,43,66,57,69,50,5,Karspeldreef
5019,50,52,60,56,49,,53,,55,,,66,70,60,50,50,5,Karspeldreef
5022,32,19,40,46,3,20,28,11,48,59,62,63,42,,64,50,4,Holterbergweg
5027,51,49,50,56,47,46,48,4,5,47,68,60,58,,99,50,4,Holterbergweg
5028,14,7,6,24,28,10,10,,27,20,9,10,34,,,50,4,AnonymousRoadnl14153758
5031,34,20,41,44,36,20,25,38,48,58,52,65,42,,64,50,4,Holterbergweg
5034,13,2,,,,10,9,,,8,8,27,40,,,50,4,AnonymousRoadnl14153758
5035,39,41,40,18,38,26,28,36,35,45,40,35,53,,,50,4,AnonymousRoadnl14153758
5039,37,29,29,31,35,2,32,,,11,,,,,,30,7,Borchlandweg
5043,26,34,33,47,27,43,43,3,2,47,74,50,56,,97,50,7,Hullenbergweg
5063,26,21,19,20,19,48,30,35,,56,43,50,15,44,48,50,5,Karspeldreef
5064,51,59,53,54,43,,56,,57,,,63,55,56,,50,5,Karspeldreef
5065,36,32,17,36,44,50,38,56,,57,43,49,20,46,51,50,5,Karspeldreef
5066,45,21,51,55,46,,56,,47,,,39,37,25,,50,5,Karspeldreef
5067,34,42,,,77,,,49,,,,33,31,45,30,50,5,Foppingadreef
5068,29,55,,51,54,,59,,,,,,,,,30,5,Boris Pasternakstraat
5070,21,23,21,,,,,,,,,,,,,30,5,Boris Pasternakstraat
5071,23,23,25,,,,,,,,,,,,,30,5,Boris Pasternakstraat
5074,50,54,,,71,,,49,,,,51,45,51,61,50,5,Foppingadreef
5080,27,24,,31,40,,30,,,,,,,,,50,5,Foppingadreef
5082,22,28,,24,,,,,,,25,,,,,20,7,Brentanostraat
5083,49,54,,,77,,,49,,,,51,44,51,46,50,5,Foppingadreef
5084,22,28,2,,,,,,,,,,,,21,30,5,Boris Pasternakstraat
5085,38,44,59,43,26,,52,,48,,,23,43,38,35,50,5,Karspeldreef
5087,52,52,,48,54,62,63,56,,60,54,55,,46,58,50,5,Karspeldreef
5088,19,36,,,,,,,,,,13,7,,21,50,5,Foppingadreef
5089,21,7,,,26,,,,,,33,,,,,50,5,Foppingadreef
5090,19,36,,,,,,,,,,13,7,,21,50,5,Foppingadreef
5091,21,7,,,16,,,,,,33,,,,,50,5,Foppingadreef
5092,39,29,36,36,41,50,28,56,,58,44,49,24,46,51,50,5,Karspeldreef
5093,47,29,36,40,52,54,53,55,,61,48,53,28,49,56,50,5,Karspeldreef
5094,34,36,44,45,20,,57,,43,,,15,22,12,20,50,5,Karspeldreef
5097,40,7,44,46,31,,57,,43,,,3,22,11,,50,5,Karspeldreef
5102,36,30,43,,38,,,40,,34,,,,,39,50,4,Boven Rijkersloot
5106,36,44,,,,,,,,,,,,,,50,7,Eekholt
5110,44,50,,,,41,,62,,47,,,,,7,50,4,Bergwijkdreef
5111,46,54,,,,64,,,50,,,47,,,51,50,4,Bergwijkdreef
5113,34,27,,,,41,,,,,,,,,,50,7,Metroplaats
5115,35,45,,,,,,,,,,,,,,50,7,Eekholt
5116,46,49,,,,65,,,55,,,46,,,47,50,4,Bergwijkdreef
5117,48,51,,,,41,,64,,48,,,,,7,50,4,Bergwijkdreef
5119,24,37,,,,,,,,,,,,,,50,7,Eekholt
5120,21,37,,,,,,,,,,,,,,50,7,Eekholt
5122,25,24,,,,41,,,,,,,,,,50,7,Metroplaats
5123,25,6,,,,,,,,,,,,,,50,7,Metroplaats
5125,38,39,,,,,,,,,,,,,,50,7,Eekholt
5126,47,52,,,,65,,,53,,,45,,,48,50,4,Bergwijkdreef
5127,47,51,,,,41,,63,,49,,,,,7,50,4,Bergwijkdreef
5128,33,42,,,,,,,,,,,,,,50,7,Eekholt
5130,35,39,,,,41,,42,,35,,,37,,,50,4,Bergwijkdreef
5131,43,40,,,,41,,44,,44,,,39,,,50,4,Bergwijkdreef
5132,31,35,,,,43,,,35,,,25,,35,33,50,4,Bergwijkdreef
5133,33,24,43,,37,,,41,,33,,,,,39,50,4,Boven Rijkersloot
5135,33,30,43,,38,40,,41,,33,,29,,31,36,50,4,AnonymousRoadnl14153831
5137,30,36,,30,31,32,24,,46,,,36,,31,29,50,4,AnonymousRoadnl14153831
5139,45,42,,,,,17,,,,,,,46,,50,4,Dalsteindreef
5140,32,36,,,,,,,,,,,,33,,50,4,Dalsteindreef
5142,40,56,,,,62,,,49,,,49,,23,52,50,4,Bergwijkdreef
5143,49,51,,,,41,,44,,47,,,38,,,50,4,Bergwijkdreef
5144,37,47,,,,62,,,47,,,45,,24,48,50,4,Bergwijkdreef
5148,36,37,,,,,,32,,36,,,25,,,50,4,Bergwijkdreef
5163,42,43,47,48,,45,41,49,52,38,38,46,44,32,26,50,3,Daalwijkdreef
5164,46,46,49,50,55,47,36,49,46,,,50,61,,54,50,3,Daalwijkdreef
5166,51,50,,,,,,57,,32,,,,,,50,4,Bergwijkdreef
5167,49,50,,,,,,56,,35,,,,,,50,4,Bergwijkdreef
5169,52,49,,,,,,62,,1,,,,,,50,4,Bergwijkdreef
5170,43,49,,,,10,,,56,,,48,,,43,50,4,Bergwijkdreef
5171,49,51,,,,,,65,,40,,,,,7,50,4,Bergwijkdreef
5172,62,63,59,64,58,70,61,56,63,56,62,58,61,63,,70,3,AnonymousRoadnl13153819
5173,71,72,67,77,71,88,79,74,78,72,91,84,80,72,,70,2,Gooiseweg
5174,70,72,71,66,72,67,68,73,79,71,75,81,72,67,66,70,2,Gooiseweg
5176,32,34,,,,,,,,,,,,,,20,7,Wisselwerking
5177,70,72,72,66,68,68,68,69,79,71,75,81,72,67,66,70,2,Gooiseweg
5178,73,75,74,87,73,89,77,76,87,79,95,86,97,73,,70,2,Gooiseweg
5179,69,72,72,66,72,68,68,69,79,71,75,81,72,67,66,70,2,Gooiseweg
5183,36,26,45,,,,36,,23,,,,,,39,50,4,Dubbelinkdreef
5184,35,34,43,,32,,,,,,,,,,,50,4,Dubbelinkdreef
5192,52,53,56,,58,,50,,,52,,,57,,,50,4,Dubbelinkdreef
5194,29,20,32,21,,18,,,,29,,,,,,30,7,Diemermere
5196,47,20,32,18,76,40,50,,,52,,,57,,,50,4,Dubbelinkdreef
5198,29,21,32,18,,30,,,,33,,,,,,30,7,Diemermere
5200,33,24,38,40,,39,,,,16,,,,,,30,7,Diemermere
5204,50,29,54,,58,,54,,,24,,,27,,,50,4,Dubbelinkdreef
5210,28,2,35,,,16,,,,,,,,,,30,7,Diemermere
5216,39,15,51,,65,,34,,,,,,,,,50,4,Dubbelinkdreef
5225,41,54,51,40,43,40,41,44,35,40,45,56,48,58,32,50,3,AnonymousRoadnl13153799
5227,73,75,74,87,73,85,77,76,85,79,95,86,96,73,,70,2,Gooiseweg
5230,72,74,71,74,79,72,92,76,80,82,76,98,117,69,69,70,2,Gooiseweg
5231,50,71,55,50,57,48,49,57,58,51,50,68,49,58,51,70,3,AnonymousRoadnl13153799
5232,73,75,74,87,73,89,77,76,87,79,95,86,97,72,,70,2,Gooiseweg
5233,41,49,52,45,46,54,42,39,46,49,,46,51,45,54,50,3,Daalwijkdreef
5235,33,44,53,29,14,9,37,26,43,48,51,21,44,39,21,50,3,Daalwijkdreef
5236,30,44,53,18,16,11,5,4,43,48,51,21,13,13,5,50,3,Daalwijkdreef
5237,38,53,46,45,35,50,37,35,41,42,,36,50,42,44,50,3,Daalwijkdreef
5242,21,16,,,,,,,20,,,10,,,,35,6,Dostojevskisingel
5245,26,44,55,16,37,13,42,6,42,47,28,65,13,21,26,50,3,Daalwijkdreef
5251,17,4,,,,,,,,,,,,8,,50,3,AnonymousRoadnl13153797
5252,28,48,55,16,37,21,42,32,42,45,28,65,13,42,26,50,3,Daalwijkdreef
5253,39,58,59,51,38,40,44,39,35,,,,49,12,,50,3,Daalwijkdreef
5255,17,4,,,,,,,,,,,,8,,50,3,AnonymousRoadnl13153797
5256,36,60,59,48,38,40,31,28,31,,,,49,4,6,50,3,Daalwijkdreef
5257,35,60,59,7,30,13,30,10,24,,,,42,,6,50,3,Daalwijkdreef
5258,38,47,55,36,39,35,46,39,43,43,41,46,13,49,30,50,3,Daalwijkdreef
5260,27,31,,,,,,,,,,,,,,50,3,AnonymousRoadnl13153805
5261,24,48,39,26,27,41,21,18,9,16,8,29,36,33,8,50,3,AnonymousRoadnl13153799
5262,20,48,39,32,28,40,19,37,13,37,,35,35,32,9,50,3,AnonymousRoadnl13153807
5265,29,33,,,,,,,,,,,,8,,50,3,AnonymousRoadnl13153797
5268,39,40,,,,,,,,,,,,36,,50,3,AnonymousRoadnl13153797
5273,96,102,99,109,108,99,98,104,99,115,95,109,111,114,97,100,0,A2
5274,89,94,91,90,101,94,94,87,92,97,93,94,94,87,93,100,0,E35
5275,90,92,96,92,91,96,90,97,104,96,100,94,95,97,98,100,0,E35
5276,96,98,101,108,111,99,96,103,102,117,97,104,111,111,99,100,0,A2
5277,95,97,98,101,100,103,97,99,104,73,95,104,104,,116,100,0,A2
5278,93,94,97,97,97,98,95,100,103,100,100,99,100,100,104,100,0,E35
5279,91,96,97,94,102,95,91,90,97,99,96,99,100,92,95,100,0,E35
5280,82,84,89,83,95,87,84,86,92,92,91,80,94,85,90,100,0,E35
5281,84,92,92,84,94,91,89,85,94,95,93,93,93,89,89,100,0,E35
5282,88,91,90,88,97,91,92,87,90,87,85,100,89,73,86,100,0,AnonymousRoadnl10131401
5283,93,96,96,96,102,95,100,90,99,100,98,100,100,98,98,100,0,E35
5284,96,99,99,105,99,96,94,101,101,115,95,109,107,,116,100,0,A2
