id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname
8372,49,48,55,52,52,48,59,57,39,56,66,57,48,51,54,70,2,Gooiseweg
8375,44,55,43,55,46,52,48,42,49,54,65,48,52,45,56,70,2,Gooiseweg
8381,94,94,100,99,98,99,98,99,99,99,94,99,95,97,99,100,0,Ringweg-Zuid
8384,44,46,37,47,44,41,50,44,49,,,42,,,,50,6,Rozenburglaan
8386,42,40,40,41,,46,,40,74,54,46,44,40,40,41,50,6,Rozenburglaan
8399,45,46,44,47,50,45,42,42,48,54,43,57,36,50,39,100,2,AnonymousRoadnl12154723
8402,69,69,69,68,89,71,74,66,76,78,72,76,75,66,66,100,2,AnonymousRoadnl12154723
8403,74,75,71,75,98,78,83,66,86,85,77,80,83,70,71,100,2,AnonymousRoadnl12154723
8405,41,41,40,41,,46,,40,75,54,46,43,40,40,45,50,6,Rozenburglaan
8407,43,46,37,47,44,39,50,37,42,,,42,,,,50,6,Rozenburglaan
8408,57,58,58,55,66,54,56,58,58,56,62,59,57,46,58,130,2,AnonymousRoadnl12154736
8411,93,94,98,99,95,97,98,102,100,95,100,99,98,100,99,100,0,Ringweg-Zuid
8415,94,93,100,99,99,101,98,100,99,99,94,99,97,97,99,100,0,Ringweg-Zuid
8418,42,44,40,48,50,45,37,47,42,47,37,57,31,47,39,100,2,AnonymousRoadnl12154723
8421,96,96,100,100,100,101,100,102,100,100,99,99,99,99,101,100,0,Ringweg-Oost
8424,55,54,58,51,66,53,48,58,56,56,60,57,56,44,56,130,2,AnonymousRoadnl12154736
8427,51,49,56,54,54,49,60,61,52,56,66,62,61,52,54,70,2,Gooiseweg
8430,91,93,96,95,97,97,96,100,98,94,100,98,97,98,99,100,0,Ringweg-Oost
8433,42,46,36,47,44,36,50,37,42,,,42,,,,50,6,Rozenburglaan
8435,39,41,36,41,,45,,40,75,54,47,42,40,37,45,50,6,Rozenburglaan
8453,24,24,,28,29,24,37,,19,38,,,24,32,24,30,4,Ouddiemerlaan
8464,33,38,35,35,39,33,42,34,34,41,50,40,37,43,51,70,2,Gooiseweg
8466,47,48,45,47,56,46,49,47,49,50,46,57,40,45,45,100,2,AnonymousRoadnl12154723
8469,94,97,100,100,97,97,99,100,101,96,101,100,100,98,100,100,0,Ringweg-Zuid
8471,31,30,,44,32,42,37,,29,38,,,28,34,35,30,4,Ouddiemerlaan
8472,54,51,52,53,58,49,60,61,60,54,57,65,57,60,50,100,2,AnonymousRoadnl12154721
8479,43,46,51,40,50,44,49,54,39,52,50,55,48,51,50,70,2,Gooiseweg
8482,94,95,100,99,99,99,98,99,99,99,94,97,96,95,99,100,0,Ringweg-Zuid
8483,96,97,102,100,102,100,98,100,100,100,94,100,97,101,99,100,0,Ringweg-Zuid
8484,43,49,44,43,,49,,45,73,52,45,47,40,38,42,50,6,Rozenburglaan
8485,47,49,25,47,49,42,71,52,51,,,43,,,,50,6,Rozenburglaan
8487,52,60,53,54,57,54,53,52,60,50,61,63,57,59,62,70,2,Gooiseweg
8490,57,54,59,64,61,56,60,74,63,69,60,68,57,61,50,100,2,AnonymousRoadnl12154721
8491,46,51,31,47,49,42,71,52,52,,,44,,,,50,6,Rozenburglaan
8493,45,48,44,43,,49,,47,73,52,48,47,40,38,42,50,6,Rozenburglaan
8494,44,48,44,43,,49,,47,73,52,49,47,40,38,42,50,6,Rozenburglaan
8496,47,51,26,47,49,43,71,52,51,,,44,,,,50,6,Rozenburglaan
8497,31,29,,41,23,40,37,,29,38,,,27,35,37,30,4,Ouddiemerlaan
8537,27,27,,35,24,36,37,,28,38,,,30,35,38,30,4,Ouddiemerlaan
8593,27,33,,,,13,,,,,,,,,,50,6,H.J.E. Wenckebachweg
8596,30,30,,,,,29,,,,,,,,,50,6,Duivendrechtsekade
8597,16,21,31,,36,15,,28,,,,,,18,,50,6,Duivendrechtsekade
8598,32,27,,36,,,,,,,,31,,,,50,5,H.J.E. Wenckebachweg
8610,24,20,32,,37,32,11,24,,,,31,,25,,50,5,H.J.E. Wenckebachweg
8611,31,30,,36,,,35,,,,,32,,,,50,5,H.J.E. Wenckebachweg
8616,41,42,,,,,,,,,,41,,,,50,5,Joop Geesinkweg
8617,44,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8619,27,37,,,,,,,,,,31,,,,50,5,Joop Geesinkweg
8626,42,45,,,,,,,,,,41,,,,50,5,Joop Geesinkweg
8627,46,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8628,13,20,11,5,43,10,17,6,,,,13,,8,,50,5,AnonymousRoadnl15154705
8629,42,47,,,,,,,,,,41,,,,50,5,Joop Geesinkweg
8630,46,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8631,44,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8632,39,47,,,,,,,,,,41,,,,50,5,Joop Geesinkweg
8633,25,30,,25,,42,27,,,,,,,,,50,5,AnonymousRoadnl15154705
8637,43,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8639,39,47,,,,,,,,,,41,,,,50,5,Joop Geesinkweg
8640,35,37,40,37,32,43,35,33,,51,38,,41,39,39,50,4,Verlengde van Marwijk Kooystraat
8641,30,33,,31,,42,23,,,,,,,,,50,5,AnonymousRoadnl15154705
8642,37,40,41,38,36,46,44,34,,51,39,12,43,39,39,50,4,Verlengde van Marwijk Kooystraat
8643,26,23,10,5,48,13,14,4,,,,11,,11,,50,5,AnonymousRoadnl15154705
8652,27,22,31,,41,33,11,32,,,,29,,33,,50,5,Joop Geesinkweg
8653,32,39,,38,,,35,,,,,32,,,,50,5,Joop Geesinkweg
8654,24,31,29,,41,32,18,35,,,,23,,30,,50,5,AnonymousRoadnl15154705
8668,36,4,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8670,37,39,,,,,,,,,,40,,,,50,5,Joop Geesinkweg
8672,36,3,,,,42,,,,,,,,,,50,5,H.J.E. Wenckebachweg
8674,37,39,,,,,,,,,,40,,,,50,5,H.J.E. Wenckebachweg
8679,39,5,,,,42,,,,,,,,,,50,5,Joop Geesinkweg
8681,38,39,,,,,,,,,,40,,,,50,5,Joop Geesinkweg
8683,26,27,,25,,,32,,,,,29,,,,50,5,AnonymousRoadnl15154705
8686,17,17,20,,38,30,29,26,,,,24,,27,,50,5,AnonymousRoadnl15154705
8691,24,27,,23,,42,32,,,,,,,,,50,5,AnonymousRoadnl15154705
8695,46,51,51,56,76,60,50,59,69,65,63,47,64,50,53,50,4,Verlengde van Marwijk Kooystraat
8698,41,54,41,56,48,53,60,47,34,47,57,37,46,38,48,130,4,AnonymousRoadnl14154670
8701,34,35,39,46,41,30,40,26,,54,47,,33,47,39,50,4,Johannes Blookerweg
8705,41,59,50,51,82,49,52,45,58,,30,47,59,36,67,80,4,Johannes Blookerweg
8708,26,35,18,27,35,13,5,8,,20,21,,22,,39,50,4,AnonymousRoadnl14154676
8711,37,59,35,51,82,41,51,53,58,,8,41,56,33,67,80,4,Johannes Blookerweg
8714,32,35,9,50,43,13,20,8,34,54,47,,31,47,39,80,4,Johannes Blookerweg
8716,48,51,51,57,53,62,50,59,69,66,66,58,69,51,54,50,4,Verlengde van Marwijk Kooystraat
8719,54,59,58,63,65,62,65,58,45,60,58,51,64,55,62,130,4,AnonymousRoadnl14154670
8722,53,42,67,51,63,56,58,61,,73,47,54,57,58,39,50,4,Verlengde van Marwijk Kooystraat
8725,94,97,98,100,98,96,97,98,102,96,101,101,99,101,100,100,0,Ringweg-Zuid
8727,10,34,13,28,15,13,8,30,,22,20,,24,,39,50,4,AnonymousRoadnl14154676
8732,27,40,28,34,45,28,28,44,48,51,38,35,38,34,43,50,4,Johannes Blookerweg
8735,27,40,37,40,39,27,38,42,45,49,46,44,38,26,40,50,4,Verlengde van Marwijk Kooystraat
8736,27,37,36,40,47,31,36,42,43,48,46,44,38,29,40,50,4,Verlengde van Marwijk Kooystraat
8739,45,47,49,46,51,51,52,48,,61,48,12,54,51,39,50,4,Verlengde van Marwijk Kooystraat
8742,95,99,102,99,99,100,99,100,97,100,98,99,98,101,99,100,0,Ringweg-Zuid
8745,26,40,38,41,43,22,45,44,50,48,47,44,38,40,42,50,4,Verlengde van Marwijk Kooystraat
8747,38,46,,,,,,,,,,37,,,,50,5,Joop Geesinkweg
8752,7,43,,,,,,,,,,,,,,50,5,AnonymousRoadnl15154705
8754,29,39,,,,,,,,,,33,,,,50,5,Joop Geesinkweg
8760,34,40,,,,,,,,,,35,,,,50,5,Joop Geesinkweg
8762,35,35,37,41,32,42,33,32,,39,37,,39,43,39,50,4,Johannes Blookerweg
8767,33,39,,,,,,,,,,35,,,,50,5,Joop Geesinkweg
8773,37,47,44,48,45,53,48,41,57,59,55,45,56,48,49,50,4,Verlengde van Marwijk Kooystraat
8778,53,39,61,53,64,57,54,56,,70,48,21,60,58,39,50,4,Verlengde van Marwijk Kooystraat
8781,95,97,99,99,97,97,98,98,102,97,101,101,100,100,101,100,0,Ringweg-Zuid
8785,54,56,61,,58,,54,54,48,57,56,64,52,55,69,130,3,AnonymousRoadnl13154779
8786,44,49,49,,50,,52,36,42,48,48,47,41,43,59,130,3,AnonymousRoadnl13154779
8789,11,22,,,19,,,12,6,10,,20,10,19,,35,6,Veeteeltstraat
8791,33,41,42,24,,36,,,,35,43,,,38,30,100,3,AnonymousRoadnl13154780
8792,10,9,,,19,,,12,6,14,,20,6,19,,35,6,Veeteeltstraat
8794,25,36,,25,21,26,,25,,22,43,,23,22,65,50,4,Middenweg
8796,9,9,,,19,,,12,6,14,,20,6,19,,35,6,Veeteeltstraat
8797,33,36,42,18,,35,,,,35,43,,,38,14,100,3,AnonymousRoadnl13154780
8802,44,49,51,,50,,52,53,42,48,48,47,40,44,59,130,3,AnonymousRoadnl13154779
8816,36,28,43,33,,43,,,,34,42,,,40,40,80,3,AnonymousRoadnl13154780
8817,16,16,,,,,,12,18,,,20,,,,35,6,Veeteeltstraat
8819,22,22,,,,,,30,22,,,20,,,,35,6,Veeteeltstraat
8823,43,44,54,,43,,52,54,42,48,47,35,38,43,57,80,3,AnonymousRoadnl13154779
8831,14,16,,,,,,12,6,,,20,,,,35,6,Veeteeltstraat
8836,94,99,98,97,100,98,100,100,98,100,101,101,101,100,99,100,0,Ringweg-Oost
8838,40,42,54,,40,,50,52,34,48,44,39,37,42,49,80,3,AnonymousRoadnl13154779
8843,59,78,69,34,56,,70,,61,58,,,46,67,61,70,3,Fortdiemerdammerweg
8844,69,81,97,93,85,75,75,,79,86,84,,71,75,81,70,3,Fortdiemerdammerweg
8847,61,81,,64,63,69,58,,,,,70,,71,50,50,6,Maxisweg
8850,72,97,,71,92,68,65,,,,,75,,85,50,50,6,Hooiweg
8851,71,98,,68,91,81,71,,,,,76,,83,50,50,6,Maxisweg
8852,95,97,98,97,92,95,93,98,99,98,102,99,98,101,104,100,0,A1
8855,94,98,96,98,90,92,92,98,98,97,99,100,98,102,104,100,0,A1
8856,73,96,,71,92,65,68,,,,,76,,85,50,50,6,Hooiweg
8857,93,97,93,99,92,94,93,99,99,97,100,100,99,101,102,100,0,A1
8858,97,100,99,100,97,99,98,102,100,99,103,100,99,101,105,100,0,A1
8859,93,95,91,99,93,94,93,99,99,97,101,100,98,100,103,100,0,A1
8862,94,98,95,100,95,95,94,101,100,98,102,99,98,100,102,100,0,A1
8863,97,63,61,68,100,100,101,97,97,103,101,106,104,109,101,100,0,A1
8864,95,55,61,59,98,97,101,100,99,100,99,103,103,105,102,100,0,A1
8865,95,44,51,60,99,97,99,100,97,99,98,102,104,102,102,100,0,A1
8866,94,47,56,50,98,97,101,100,96,100,100,102,102,103,102,100,0,A1
8867,94,47,54,55,98,96,100,100,97,98,98,102,103,102,102,100,0,A1
8868,81,34,41,60,80,76,85,86,80,88,91,81,85,84,93,100,0,AnonymousRoadnl10153276
8927,73,69,83,75,79,81,81,78,76,87,75,75,73,79,81,80,2,Gooiseweg
8938,19,21,,,,,,,,,7,,,,,20,7,Simonshavenstraat
8953,72,78,83,78,78,79,85,80,75,87,80,75,74,78,89,80,2,Gooiseweg
8975,94,96,101,93,100,96,92,99,105,103,,109,,101,94,100,0,A9
8978,94,92,93,95,94,105,87,161,85,97,,97,94,91,99,100,0,AnonymousRoadnl10153413
8983,80,28,38,58,77,77,88,88,81,89,84,80,88,89,84,100,0,AnonymousRoadnl10153276
8990,93,92,97,85,98,93,92,101,104,105,,107,,98,95,100,0,A9
8992,92,32,41,61,89,87,99,97,97,98,91,94,102,101,92,100,0,AnonymousRoadnl10153276
8993,59,62,61,62,66,59,63,68,72,67,67,72,62,62,64,70,2,Gooiseweg
8997,95,99,101,104,97,117,99,132,87,98,100,,93,97,101,100,0,AnonymousRoadnl10153413
9000,93,97,108,95,99,97,93,104,104,102,,104,,101,95,100,0,A9
9003,46,51,51,52,43,52,56,45,54,51,,44,,,,35,6,Rozenburglaan
9090,58,60,62,66,64,59,65,63,55,58,66,59,56,58,67,80,2,Gooiseweg
9004,45,51,46,47,,48,45,55,52,57,59,49,,52,53,35,6,Rozenburglaan
9005,94,96,102,99,100,96,93,101,106,103,,108,,100,98,100,0,A9
9006,25,44,31,30,44,28,59,23,33,24,,22,,,,35,6,
9007,95,100,94,103,95,103,94,96,101,95,99,106,102,99,102,100,0,A9
9008,26,34,28,26,,31,28,29,34,30,29,19,,31,26,35,6,
9009,95,99,97,104,96,117,99,153,86,99,98,,91,96,100,100,0,AnonymousRoadnl10153413
9032,24,27,25,30,44,26,32,30,28,23,19,19,,,24,35,6,
9033,27,33,31,25,,31,14,31,31,24,32,23,,31,19,35,6,
9091,42,42,46,41,42,40,43,61,58,50,62,49,48,47,57,70,2,Gooiseweg
9059,67,69,76,71,75,71,80,67,71,73,77,67,71,70,78,80,2,Gooiseweg
9061,97,92,102,100,98,101,102,102,96,99,97,104,98,102,101,100,0,AnonymousRoadnl10154422
9062,50,52,48,53,49,48,55,60,69,56,63,61,59,55,57,70,2,Gooiseweg
9064,99,104,107,100,103,102,100,102,109,100,101,100,106,102,102,100,0,Ringweg-Oost
9068,99,99,104,101,99,102,100,101,100,101,101,102,101,100,100,100,0,Ringweg-Oost
9073,93,95,96,94,101,97,101,92,99,99,102,101,99,97,100,70,0,A10
9079,99,99,105,101,101,99,100,102,99,99,98,102,100,99,101,100,0,Ringweg-Oost
9082,92,92,96,96,99,99,99,94,97,98,104,100,98,101,103,70,0,A10
9153,28,27,27,12,26,54,22,29,38,34,,,36,,29,50,5,Wilhelminaplantsoen
9159,35,26,,,38,37,42,,27,,,,46,41,44,50,5,Wilhelminaplantsoen
9161,34,31,39,26,33,54,27,30,41,36,,,39,,33,50,5,Wilhelminaplantsoen
9164,30,25,,,34,34,31,,21,,,,28,28,41,50,5,Wilhelminaplantsoen
9168,25,27,,33,42,38,30,,22,38,,,31,23,27,30,4,Ouddiemerlaan
9170,38,37,,,44,39,52,,36,,,,48,42,48,50,5,Wilhelminaplantsoen
9171,39,31,41,27,43,54,22,33,50,41,,,47,,33,50,5,Wilhelminaplantsoen
9178,29,25,,,17,25,27,,26,,,,36,18,37,30,5,Wilhelminaplantsoen
9179,36,38,,,25,,,,,45,25,,,,34,50,4,Hogeweyselaan
9181,30,37,,,32,,27,,,37,,32,,33,34,50,5,Gemeenschapspolderweg
9184,43,45,,,41,,46,,,44,,50,,52,49,50,5,Gemeenschapspolderweg
9187,46,47,,,44,,48,,,44,,52,,54,50,50,5,Gemeenschapspolderweg
9193,29,25,,,28,28,21,,23,,,,31,,36,30,5,Wilhelminaplantsoen
9194,48,47,,,45,,47,,,46,,51,,52,51,50,5,Gemeenschapspolderweg
9200,18,25,,17,29,33,33,,32,38,,,37,35,6,50,4,Ouddiemerlaan
9206,20,23,,25,23,31,19,,21,38,,,24,30,12,50,4,Ouddiemerlaan
9207,29,25,,,15,33,33,,31,,,,37,35,37,30,5,Wilhelminaplantsoen
9240,11,8,6,,9,,9,38,,,,,27,,,50,3,Hartveldseweg
9242,13,3,,9,7,8,,,8,,,11,5,12,23,50,4,Burgemeester Bickerstraat
9246,38,38,43,,48,,,,,18,56,,,35,,50,3,Muiderstraatweg
9247,31,14,,,41,,39,38,,,,,39,,,50,3,Muiderstraatweg
9249,19,2,,16,20,42,,,26,,,35,5,42,28,50,4,Burgemeester Bickerstraat
9251,12,2,,9,10,34,,,16,,,17,5,34,28,50,4,Burgemeester Bickerstraat
9262,43,48,47,,,50,,,,39,53,,,30,46,50,3,Muiderstraatweg
9263,44,51,,,47,,59,42,,,,,39,,,50,3,Muiderstraatweg
9264,42,45,51,,50,,,,,19,60,,,44,25,50,3,Muiderstraatweg
9275,43,48,,,45,,70,47,,,,,39,,,50,3,Muiderstraatweg
9282,40,49,46,,,50,,,,35,30,28,,,47,50,3,Muiderstraatweg
9290,67,30,70,89,62,74,72,,76,81,,71,,109,72,80,3,Provincialeweg
9291,67,64,67,65,63,70,71,61,69,85,73,72,69,,67,80,3,Provincialeweg
9305,17,17,18,,31,18,15,46,22,,,23,22,,31,50,3,Hartveldseweg
9310,37,37,52,,45,25,42,45,51,,,38,33,,40,50,3,Hartveldseweg
9313,42,46,51,,42,,,,,43,45,47,53,26,48,50,3,Hartveldseweg
9315,39,37,50,,45,25,44,41,51,,,42,35,,51,50,3,Hartveldseweg
9316,38,41,47,,35,,,,,43,40,46,52,26,47,50,3,Hartveldseweg
9324,18,15,8,,13,,,,,31,19,39,46,9,25,50,3,Hartveldseweg
9333,18,17,,,25,1,,,8,,,11,5,,22,50,4,Burgemeester Bickerstraat
9336,26,35,44,,23,25,37,25,19,,,15,19,,22,50,3,Hartveldseweg
9337,25,7,35,18,32,,,,23,21,18,,,15,12,50,3,Hartveldseweg
9338,93,45,64,55,97,88,96,99,101,97,95,102,103,95,90,100,0,A9
9339,92,32,26,33,95,88,99,100,101,97,95,101,105,102,92,100,0,AnonymousRoadnl10153276
9340,93,78,82,84,102,89,91,104,105,105,,101,,97,91,100,0,A9
9341,93,94,97,96,95,100,93,98,100,97,102,102,101,96,96,100,0,A9
9342,29,27,33,,32,,,,24,,,,29,4,33,30,5,P.J. ter Beekstraat
9346,89,94,93,93,89,96,83,91,94,93,103,97,94,88,84,100,0,A9
9348,93,95,94,96,94,99,93,97,101,99,99,101,99,95,96,100,0,A9
9349,92,30,28,54,92,91,100,99,100,98,93,97,103,102,90,100,0,AnonymousRoadnl10153276
9350,92,29,33,58,91,86,98,97,99,98,93,93,102,102,91,100,0,AnonymousRoadnl10153276
9351,93,86,81,83,99,90,92,103,105,106,,103,,98,93,100,0,A9
9352,24,2,,,30,35,,,30,,,33,31,39,32,50,4,Boven Rijkersloot
9368,24,26,25,,23,23,,,20,,,29,37,32,24,30,4,Boven Rijkersloot
9378,27,22,23,,24,17,,,32,,,30,37,32,36,30,4,Boven Rijkersloot
9390,27,24,27,,24,,,,22,,,,33,35,34,30,5,P.J. ter Beekstraat
9394,65,80,69,74,119,76,71,75,62,65,71,,76,76,56,100,3,AnonymousRoadnl13153849
9395,100,103,104,105,104,102,101,101,102,101,106,100,105,102,105,100,0,A1
9396,100,17,29,100,103,101,103,103,102,101,104,109,107,109,103,100,0,A1
9397,100,23,30,99,104,101,103,103,103,100,103,109,105,104,103,100,0,A1
9398,69,86,70,66,81,74,69,,70,81,77,72,68,76,75,70,3,Diemerpolderweg
9399,71,79,83,76,62,,80,,63,76,,,60,71,81,70,3,Diemerpolderweg
9400,71,66,64,63,85,79,74,,72,85,78,72,92,76,83,80,3,AnonymousRoadnl13153843
9441,64,26,47,62,67,82,75,,68,70,,64,,103,59,80,3,Provincialeweg
9442,59,55,62,61,60,56,63,58,,71,,69,67,,62,80,3,Provincialeweg
9447,53,52,57,54,58,51,56,58,,57,,52,58,,59,50,3,Provincialeweg
9448,34,19,16,16,32,28,35,,42,35,,37,,87,48,50,3,Provincialeweg
9469,42,44,28,38,41,42,59,57,43,41,,,47,,,50,4,Ouddiemerlaan
9470,43,22,46,,,51,,,46,,,,43,,,50,4,Ouddiemerlaan
9476,21,23,,,,,,,,,,,,,,20,7,Eerste Jan van der Heijdenstraat
9499,22,4,18,,,,,19,,,,,,,,30,6,Rondehoep Oost
9501,11,13,40,23,47,22,23,39,82,16,,30,33,34,35,30,6,Rondehoep Oost
9502,31,35,,,,20,,,,,,,,,,50,5,Sarphatipark
9505,19,38,20,,,,,,,,,,,,,35,6,Tweede van der Helststraat
9508,15,16,20,,20,,,,,,,22,,,,35,6,Tweede van der Helststraat
9510,27,33,36,37,35,38,32,40,26,30,37,36,43,23,32,50,4,Hobbemakade
9512,28,26,,33,32,34,28,26,36,33,33,30,36,39,33,50,4,Hobbemakade
9521,13,11,18,17,12,23,17,8,21,18,14,28,20,21,13,50,5,Ceintuurbaan
9524,28,34,,,,,,,,,,,,,,30,6,Rondehoep Oost
9525,52,40,,49,,72,63,,57,,,,,,,60,4,Machineweg
9526,31,36,33,,,,,,,,,,,,,30,6,Rondehoep Oost
9527,22,16,23,,22,,,,,,,,22,,,30,5,Polderweg
9528,51,89,,62,54,,50,,,58,,,,,,60,4,Machineweg
9529,21,39,28,,,,,,,,,,,,,30,5,Polderweg
9530,46,40,,42,,70,54,,59,,,,,,,60,4,Machineweg
9531,23,18,24,,20,,,,,,,,22,,,30,5,Achterdijk
9532,89,99,86,102,83,97,115,106,83,,89,105,122,,,100,0,AnonymousRoadnl10153321
9533,24,39,31,,,,,,,,,,,,,30,5,Achterdijk
9534,49,71,,56,54,,49,,,50,,,,,,60,4,Machineweg
9535,23,33,,,,,,,,,,,,,,30,6,Rondehoep Oost
9536,27,42,27,,,,,18,,,,,,,,30,6,Rondehoep Oost
9537,46,38,,42,,70,59,,59,,,,,,,60,4,Machineweg
9548,21,39,,,,,,,,,,,,,,30,5,Polderweg
9550,16,9,23,9,35,19,30,33,19,,24,28,13,,38,50,4,Ceintuurbaan
9551,35,37,,3,31,8,54,,5,43,,,40,,,50,4,Ouddiemerlaan
9555,94,87,94,92,89,87,87,98,102,102,101,95,102,104,94,100,0,A9
9556,26,34,21,43,24,19,17,31,40,25,23,35,,38,,50,4,Ceintuurbaan
9557,41,39,,48,39,61,50,57,,,49,,,46,,50,4,Landlust
9561,47,47,,54,43,67,54,60,,,61,,,50,,50,4,AnonymousRoadnl14154243
9563,27,36,39,38,42,19,23,44,31,,42,59,44,,41,50,4,Ceintuurbaan
9568,15,31,22,18,14,29,17,11,26,20,15,35,29,19,16,50,4,Ceintuurbaan
9569,37,37,,8,32,29,52,,29,42,,,40,,,50,4,Ouddiemerlaan
9570,93,98,92,98,94,95,91,104,99,93,104,109,100,95,85,100,0,A9
9571,10,17,22,15,17,27,17,8,13,20,19,14,29,19,16,50,4,Ceintuurbaan
9572,89,88,91,85,7,24,10,101,105,117,88,95,110,99,95,100,0,AnonymousRoadnl10153338
9573,26,35,,26,31,32,22,20,33,23,26,34,33,35,30,50,4,Hobbemakade
9574,53,52,,66,53,74,65,77,,,72,,,64,,80,4,AnonymousRoadnl14154243
9575,89,83,88,86,83,75,84,91,92,96,98,97,101,100,90,100,0,A9
9576,12,8,10,14,24,17,21,34,19,18,18,28,22,15,30,50,4,Hobbemakade
9577,26,24,,28,29,29,35,,26,38,,,34,,,50,4,Ouddiemerlaan
9580,27,37,40,39,41,29,27,37,31,,32,40,23,,34,50,4,Ceintuurbaan
9582,97,40,62,47,17,24,25,39,101,102,99,101,102,99,101,100,0,A2
9583,59,26,55,56,57,54,55,57,64,72,69,68,55,57,58,70,4,AnonymousRoadnl10152928
9585,13,17,22,11,11,25,17,7,17,20,19,8,29,19,16,50,4,Ceintuurbaan
9587,92,86,94,90,84,79,87,97,100,101,98,92,101,103,94,100,0,A9
9588,86,82,86,83,81,74,84,88,89,91,93,90,99,97,89,100,0,A9
9595,20,17,,,,,,,,,,,4,8,,20,7,Eerste Jan van der Heijdenstraat
9603,19,13,15,25,33,23,23,29,15,19,,32,40,34,37,50,5,Ceintuurbaan
9612,17,30,21,21,6,24,17,36,21,17,18,28,20,25,6,50,4,Ceintuurbaan
9613,49,51,,62,53,83,59,73,,,69,,,56,,50,4,Landlust
9615,14,17,,4,,29,4,,,,10,,29,13,,35,6,Ruysdaelkade
9617,18,43,33,,,12,,36,,,18,,,25,,50,4,Ferdinand Bolstraat
9618,35,33,,31,38,33,51,,17,45,,,39,,,50,4,Ouddiemerlaan
9622,26,34,21,50,14,27,22,33,21,20,18,29,,35,,50,4,Ceintuurbaan
9625,43,44,,48,43,59,47,59,,,49,,,46,,50,4,Landlust
9626,97,107,101,105,87,101,116,109,,,106,,83,,,100,0,AnonymousRoadnl10153333
9627,23,26,18,19,28,,29,,16,17,26,36,20,,38,50,4,Ferdinand Bolstraat
9629,63,60,65,65,62,62,73,67,53,,70,79,81,,,100,0,AnonymousRoadnl10153321
9630,19,13,29,15,13,8,23,31,23,,,14,20,34,31,50,5,Ceintuurbaan
9632,86,80,84,83,82,74,83,88,87,91,90,90,99,95,89,100,0,A9
9633,18,35,33,,,12,,30,,,18,,,25,,50,4,Ferdinand Bolstraat
9635,85,80,84,83,83,74,82,86,87,91,87,90,98,93,89,100,0,A9
9650,38,20,17,41,29,34,40,41,43,35,43,56,48,41,,50,4,Langbroekdreef
9652,46,43,49,47,27,47,48,43,53,52,51,66,50,51,,50,4,Langbroekdreef
9654,12,8,10,8,7,16,6,,56,54,,50,55,62,48,50,4,Langbroekdreef
9656,41,43,,33,41,42,56,57,40,48,,,45,,,50,4,Ouddiemerlaan
9660,41,39,,36,42,41,51,,39,51,,,44,,,50,4,Ouddiemerlaan
9667,68,26,59,104,105,105,104,105,106,102,105,108,107,105,104,100,0,A1
9669,73,4,9,8,34,57,60,66,97,81,65,60,90,91,,80,3,Oranjebaan
9677,24,29,16,12,8,29,32,6,19,,32,70,23,,18,80,3,Oranjebaan
9686,30,35,34,31,39,29,34,24,31,,34,65,35,,35,80,3,Oranjebaan
9690,69,13,,,,,,,,,,,,,,30,7,Buitenlust
9695,29,27,32,18,39,29,34,6,33,,38,70,31,,18,50,4,Ceintuurbaan
9696,64,101,101,102,102,98,99,99,101,100,103,97,100,95,97,100,0,A1
9698,60,25,18,12,15,29,32,6,33,,32,70,27,,18,50,3,Oranjebaan
9699,28,9,21,4,,8,60,61,80,73,65,50,78,82,,50,4,Ceintuurbaan
9703,35,34,37,35,34,24,41,,32,17,49,39,39,,13,50,4,Ferdinand Bolstraat
9707,102,22,37,105,106,106,105,105,107,103,106,109,107,108,104,100,0,A1
9708,19,20,16,11,8,3,,24,36,9,11,32,33,33,33,50,4,Ferdinand Bolstraat
9710,33,32,37,33,34,,41,,35,17,26,36,37,,6,100,0,Burgemeester van Sonweg
9714,55,56,,62,54,70,60,75,,,72,,,59,,100,4,AnonymousRoadnl14154243
9719,22,16,,,,,,,23,,,,,,,20,7,Veenendaalplein
9724,14,11,,,,,,,25,,,,,,,20,7,Veenendaalplein
9726,34,53,60,49,,59,60,64,60,65,,66,,52,,50,5,Valburgdreef
9730,51,45,42,51,,57,57,62,61,63,,65,,56,,50,5,Valburgdreef
9731,23,29,6,12,3,25,35,26,39,26,,42,28,36,24,45,4,s111
9760,24,63,64,66,,58,,59,64,77,67,73,,,62,80,3,Burgemeester Stramanweg
9767,30,57,63,67,,65,,56,74,76,66,74,,61,64,80,3,Burgemeester Stramanweg
9768,74,14,24,26,23,22,20,39,23,27,25,26,37,28,,45,4,s111
9769,25,69,73,82,73,81,78,80,,53,,58,98,,82,80,3,Burgemeester Stramanweg
9772,29,61,66,69,61,79,71,71,,78,,58,75,,72,80,3,Burgemeester Stramanweg
9776,19,59,57,66,,22,,52,55,63,66,72,75,,63,80,3,Burgemeester Stramanweg
