id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit
5540,,,,,,,,,,,,,,,,30
5541,,,,,,,,,,,,,,,,30
5542,,,,,,,,,,,,,,,,30
5543,,,,32,,,,,,,,,,,,30
5544,,,,,,,,,,,,,,,,30
5545,,,,20,,,,,,,,,,,,30
5546,,,,,,,,,,,,,,,,30
5547,,,,,,,,,,,,,,,,30
5548,,,,26,,,,,,,,,,,,30
5549,,,,,,,,,,,,,,,,30
5550,,,,,,,,,,,,,,,,30
5551,,,,,,,,,,,,,,,,30
5552,,,,,,,,,,,,,,,,30
5553,,,,,,,,,,,,,,,,30
5554,,,,,,,,,,,,,,,,30
5555,,,,,,,,,,,,,,,,30
5556,,,,,,,,,,,,,,,,30
5557,,,,,,,,,,,,,,,,30
5558,,,,,,,,,,,,,,,,30
5559,,,,,,,,,,,,,,,,30
5560,,,,,,,,,,,,,,,,30
5561,,,,,,,,,,,,,,,,30
5564,,,,,,,,,,,,,,,,30
5565,,,,,,,,,,,,,,,,30
5566,,,,,,,,,,,,,,,,30
5567,,,,,,,,,,,,,,,,30
5568,48,,49,49,56,55,53,44,53,47,56,,,,57,80
5569,,,,22,,,,,,,,,,,,30
5570,50,,49,54,56,58,53,49,53,47,55,,,,56,80
5571,,,,36,,,,,,,,,,,,30
5572,,,,,,,,,,,,,,,,35
5573,,,,24,,,,,,,,,,,,30
5574,,,,,,,,,,,,,,,,35
5575,,,,39,,,,,,,,,,,,30
5576,43,24,25,44,34,28,37,55,34,,,56,,,37,80
5577,,,,,,,29,,,,,,,,,50
5578,,,,,,,,,,,,,,,,50
5579,,,,,,,,,,,,,,,,35
5580,,,,22,,,,,,,,,,,,30
5581,,,,,,,,,,,,,,,,35
5582,,,,36,,,,,,,,,,,,30
5583,,,,22,,,,,,,,,,,,30
5584,43,,35,45,,38,47,47,44,,44,,,,,80
5585,,,,36,,,,,,,,,,,,30
5586,,,,,,,,,,,,,,,,50
5587,,,,,,,,,,,,,,,,35
5588,30,,,,,,,,,,,,,,,50
5589,,,,,,,,,,,,,,,,35
5590,2,,45,,,,,,,,,,,,,50
5591,35,,,,,,,,,,,,,,,50
5592,,,,,,,,,,,,,,,,30
5593,,,,,,,,,,,,,,,,20
5594,,,,,,,,,,,,,,,,30
5595,,,,,,,,,,,,,,,,20
5596,,,,,,,,,,,,,,,,35
5597,,,,,,,,,,,,,,,,35
5598,,,,45,,,,,,,,,,,,30
5599,,,,,,,,,,,,,,,,30
5600,,,,,,,,,,,,,,,,50
5601,,,,,,,,,,,,,,,,50
5602,65,,,,,,49,,69,,,,,,11,50
5603,,,,,,,,,,,,,,,,30
5604,56,,77,,,,,,,,,,,,,50
5605,,,,,,,,,,,,,,,,30
5606,40,,30,,,,,,,,,,,,,50
5607,,,,40,,,,,,,,,,,,30
5608,41,,,,,,,,,,,,,,,50
5609,,,,,,,,,,,,,,,,30
5610,48,56,72,,61,,,,,62,,,64,,,60
5611,45,56,57,40,56,,,,,56,,,59,,,60
5612,,,,,,,38,,,,,,,,,50
5613,34,27,,,49,,,,,,,,,,,50
5614,88,19,15,10,12,8,6,,2,1,1,28,14,62,104,100
5615,36,27,,,43,,,,,,,,,,,50
5616,,38,,,,,,,,,,,,,,60
5617,,,,,,,39,,,,,,,,,50
5706,66,61,80,71,,68,72,68,64,,,,59,56,61,80
5618,,,,,,,,,,,,,,,,60
5619,45,62,56,47,75,32,57,41,48,,,51,,,60,80
5620,,,,,,,,,,,,,,,,60
5621,48,40,66,,,,,,,,,,,,,80
5622,,47,,,42,,,,,,,,,,,60
5623,36,,32,50,40,32,53,36,51,47,58,,,,58,80
5624,55,67,82,,69,,,,,60,,,64,,,60
5625,60,,,64,53,62,60,62,55,63,57,66,,,,60
5626,97,28,33,22,29,32,31,30,33,32,45,32,41,47,105,100
5627,45,39,42,43,42,51,51,55,49,,,78,,,47,80
5628,38,44,48,48,59,44,57,46,35,,,47,,,52,80
5629,91,96,92,88,98,101,98,93,90,98,93,107,97,86,95,100
5630,39,35,39,,,,,,,,,,,,,80
5631,29,,,,,,,,,,,,,,,50
5632,96,96,95,98,98,103,102,102,103,99,103,104,101,93,100,100
5633,33,,,,,,18,,,,,,,,,50
5634,41,,,49,39,53,60,52,44,54,52,41,,,,50
5635,47,,49,48,56,52,52,41,52,47,56,,,,58,80
5636,43,68,68,,61,,,,,50,,,73,,,50
5637,21,,,30,,,39,,,,,,,,,50
5638,41,49,,50,39,49,67,44,47,47,43,39,,,,50
5639,38,37,,,67,,,,41,,,,,,,50
5640,42,61,59,,56,,,,,55,,,73,,,50
5641,27,33,,,36,,18,,23,,,,,,,50
5642,96,91,96,97,97,103,99,101,101,98,98,104,99,93,100,100
5643,26,,,26,,,32,,,,27,,,,,50
5644,33,47,68,22,,,32,,,,31,,,,,50
5645,,43,,,37,,,,,,,,,,,60
5646,42,64,56,,52,,66,,30,,,67,,,82,50
5647,,,,,,,,,,,,,,,,60
5648,,,,,,,36,,,,,,,,,50
5649,,40,,,37,,,,,,,,,,,60
5650,36,,,,,,,,,,,,,,,50
5651,,,,,,,,,,,,,,,,60
5652,97,37,43,36,48,57,52,63,64,57,67,29,40,62,104,100
5653,57,78,71,,74,,,,,65,,57,86,,,60
5654,66,62,,23,56,67,67,81,68,68,52,73,,,,60
5655,96,91,96,96,98,103,98,100,101,97,98,104,99,93,101,100
5656,45,,,,,31,,,,,,,,,,50
5657,29,,,,,,,,,,,,,,,50
5658,,45,43,8,40,,47,,,34,,,,,,60
5659,,,,,,,,,,,,,,,,60
5660,,,,,,,,,,,,,,,,60
5661,,,,,,,,,,,,,,,,60
5662,51,,,52,52,48,,53,50,55,50,56,,,,60
5663,,,,,,,,,,,,,,,,30
5664,,,,,,,,,,,,,,,,30
5665,,,,,,,,,,,,,,,,30
5666,,,,,,,,,,,,,,,,30
5667,,,,,,,,,,,,,,,,30
5668,,,,,,,,,,,,,,,,30
5669,7,,,,,,,,,,,27,,,,50
5670,5,,,,,,,,,,,,,,,50
5671,101,102,102,104,107,106,104,103,104,101,103,104,103,106,101,100
5672,6,,,,,,,,,,,,,,,20
5673,,,,,,,,,,,,,,,,20
5674,100,17,18,19,22,19,34,104,107,104,104,103,106,103,103,100
5675,19,,,,,,,,,,,27,,,,50
5676,66,73,80,74,,68,72,70,64,,,,64,56,61,80
5677,16,,,,,,,,,,,,,,,50
5678,57,,63,69,68,,66,66,62,,,59,,62,,80
5679,100,18,18,18,23,19,49,104,107,103,104,103,106,102,103,100
5680,39,27,25,45,43,24,38,38,47,33,24,47,51,45,,50
5681,99,19,18,17,23,19,53,104,107,103,104,104,106,102,103,100
5682,,,,,,,,,,,,,,,,50
5683,17,,,,,,,,,,,,,,,50
5684,100,101,104,104,106,105,104,103,104,103,103,104,102,106,101,100
5685,100,102,104,107,106,106,103,104,103,101,103,105,102,105,102,100
5686,70,72,82,75,,75,84,82,67,,,,63,58,63,80
5687,59,,69,71,70,,66,73,62,,,59,,65,,80
5688,77,79,71,73,83,88,90,110,100,,,77,101,,77,100
5689,,,,,,,,,,,,,,,,20
5690,77,79,71,71,83,77,90,110,100,,,77,101,,77,100
5691,4,,,,,,,,,,,,,,,20
5692,60,60,78,68,,61,64,58,64,,,,56,51,60,80
5693,39,17,29,32,43,39,49,40,42,49,38,,,46,43,50
5694,51,,61,66,69,,61,64,59,,,59,,59,,80
5695,62,60,80,71,,61,72,58,64,,,,60,51,60,80
5696,101,102,104,104,107,106,105,103,104,102,103,104,102,106,101,100
5697,40,27,36,46,42,36,41,40,49,39,29,45,51,46,,50
5698,6,,,,,,,,,,,,,,,50
5699,51,,61,66,68,,63,64,59,,,59,,59,,80
5700,,,,,,,,,,,,,,,,50
5701,62,60,80,71,,65,72,58,64,,,,60,53,60,80
5702,81,31,69,63,65,64,88,,,,,100,,102,,100
5703,,,,,,,,,,,,,,,,50
5704,55,,63,66,67,,66,64,61,,,59,,60,,80
5705,,,,,,,,,,,,27,,,,50
5707,45,38,49,56,42,49,43,42,49,47,52,46,51,47,,50
5708,100,20,15,15,15,14,20,100,103,103,103,104,105,102,103,100
5709,,,,,,,,,,,,,,,,20
5710,33,,,,,,,,,,,,,,,20
5711,72,42,68,65,65,66,74,,,,,81,,93,,100
5712,44,18,40,39,47,44,49,42,42,49,40,,,46,43,50
5713,100,20,18,20,21,20,30,103,107,103,104,104,106,103,104,100
5714,,,,,,,,,,,,,,,,20
5715,,,,,,25,,,,,,,,,,20
5716,81,30,68,64,66,64,88,,,,,100,,102,,100
5717,47,42,49,55,42,51,47,42,49,49,52,57,52,47,,50
5718,101,102,105,107,107,106,105,103,104,101,104,105,102,105,105,100
5719,41,12,3,33,46,37,49,42,42,49,35,,,45,42,50
5720,101,102,105,107,107,106,105,103,104,102,104,105,102,105,105,100
5721,,,,,,,,,,,,,,,,50
5722,,,,,,,,,,,,,,,,50
5723,100,20,18,20,21,20,30,104,107,103,104,104,106,103,104,100
5724,52,24,,,,,,,,,,,,,,50
5725,,,,,,,,,,,,,,,,50
5726,43,35,46,47,44,49,43,41,44,41,47,52,52,40,,50
5727,52,12,,,,,,,,,,,,,,50
5728,,,,,,,,,,,,,,,,50
5729,,,,,,,,,,,,,,,,20
5730,,,,,,20,,,,,,,,,,20
5731,,,,,,,,,,,,27,,,,50
5732,,,,,,,,,,,,,,,,50
5733,43,8,21,32,46,45,,42,42,49,41,27,,46,46,50
5734,,,,,,,,,,,,27,,,,50
5735,,,,,,,,,,,,,,,,50
5736,,,,,,14,,,,,,,,,,20
5737,,11,,,,,,,,,,,,,,20
5738,,5,,,,,,,,,,,,,,20
5739,,,,,,,,,,,,,,,,20
5740,,,,,,,,,,,,,,,,20
5741,,,,,,,,,,,,,,,,20
5742,,,,,,,,,,,,,,,,20
5743,4,,,,,21,,,,,,,,,,20
5744,100,16,16,19,22,28,90,105,107,104,103,104,107,104,104,100
5745,100,102,104,107,106,106,103,104,105,102,101,103,103,104,101,100
5746,99,17,15,18,20,22,60,104,106,103,103,104,107,104,102,100
5747,60,,72,62,69,,65,70,67,,,59,,66,,80
5748,65,64,79,74,,76,78,67,55,,,,57,,62,80
5749,8,,,,,24,,,,,,,,,,35
5750,,22,,,,,,,,,,,,,,35
5751,,,,,,,,,,,,,,,,35
5752,,,,,,,,,,,,,,,,35
5753,,,,,,,,,,,,,,,,30
5754,,,,,,,,,,,,,,,,30
5755,68,,,,64,,,,51,15,,,,,,35
5756,38,37,46,,40,,,41,30,34,33,47,,,29,80
5757,,,,,,,,,,,,,,,,20
5758,,,,,,,,,,,,,,,,20
5759,38,11,44,,17,,,34,9,17,34,36,,,37,100
5760,,,,,,,,,,,,,,,,100
5761,,,,,,,,,,,,,,,,30
5762,38,34,45,,38,,,34,15,18,34,40,,,37,80
5763,,,,,,,,,,,,,,,,20
5764,,,,,,,,,,,,,,,,20
5765,,,,,,,,,,,,,,,,20
5766,,,,,,,,,,,,,,,,20
5767,,,,,,,,,,,,,,,,20
5768,,,,,,,,,,,,,,,,20
5769,14,,,,,,,,,,,,,,,35
5770,,,,,,,,,,,,,,,,35
5771,99,98,102,101,103,102,109,100,105,103,103,101,99,103,103,100
5772,,,,,,,,,,,21,,,,,20
5773,11,,,,,,,,,,4,,,,,20
5774,18,,,,,,,,,,,,,,,20
5775,8,,,,,,,,,,,,,,,20
5776,20,,,,,,,,,,,,,,,20
5777,,,,,,,,,,,,,,,,35
5778,,,,,,,,,,,,,,,,35
5779,,,,,,,,,,,,,,,,20
5780,,,,,,,,,,,,,,,,20
5781,98,100,98,101,100,103,100,105,103,101,102,100,99,89,106,100
5782,,,,,,,,,,,,,,,,20
5783,,,,,,,,,,,,,,,,20
5784,14,,,,,,,,,,,,,,,20
5785,,,,,,,,,,,,,,,,35
5786,,,,,,,,,,,,,,,,35
5787,36,,,38,37,,37,,,,31,,,,,50
5788,22,,,36,25,,,,,,22,,,,,50
5789,19,,22,40,,,,25,,,39,,,,11,50
5790,57,,,,55,,,,39,,,51,,,,35
5791,63,,,,78,,,,57,,,72,,,,35
5792,73,,,,67,,,,56,55,,,,,,35
5793,29,,,,17,,,,,,16,,,,27,20
5794,17,,22,27,,,,,,,24,,,,15,20
5795,,,,33,,,,,,,,,,,,50
5796,49,,,,,,,28,,,,,,,27,50
5797,9,,,,,,,,,,22,,,,,20
5798,27,,,,,,,,,,14,,,,,20
5799,99,101,102,99,103,101,108,99,105,104,103,101,98,104,103,100
5800,,,,,,,,,,,,,,,,20
5801,,,,,,,,,,,,,,,,20
5802,23,,,,,,,,,,,,31,,,20
5803,9,,,,,,,,,,,,,,,20
5804,33,,,,,,,,,,,,,,,20
5805,,,,,,,,,,,,,,,,35
5806,,,,,,,,,,,,,,,,35
5807,23,,,,,,,,,,,,31,,,20
5808,33,,,,,,,,,,,,,,,20
5809,30,,,,,,,,,,,,,,,20
5810,73,,,,66,,,,56,59,,,,,,35
5811,14,,,,,,,,,,,,,,,20
5812,66,,,,78,,,,51,,,72,,,,35
5813,16,,,,,,,,,,,,,,,20
5814,29,,23,34,,,,,,,,,,,23,20
5815,33,,,,,,,,,,,,,,,20
5816,,,,,,,,,,,,,,,28,20
5865,,,,,,,,2,,,,,,,,50
5866,28,,,,,,,,,,,,,,,20
5817,5,,,,,,,,,,,,,,,20
5818,92,98,101,95,102,101,98,99,102,101,100,104,102,95,104,100
5819,,,,,,,,,,,,,,,,20
5820,27,,,,,,,,,,,,31,,,20
5821,57,64,59,,61,101,,58,62,62,54,64,,,57,100
5822,,,,,,,,,,,,,,,,20
5823,16,,,,,,,,,,,,,,,20
5824,99,101,97,101,100,102,101,108,102,102,103,99,100,85,106,100
5825,33,,,,,,,,,,,,,,,20
5826,45,,,,,,,,,,,,29,,,20
5827,,,,,,,,,,,,,,,,20
5828,99,101,97,101,99,103,102,108,102,102,103,99,100,86,106,100
5829,,,,,,,,,,,,,,,,20
5830,,,,,,,,,,,,,,,,20
5831,,,,,,,,,,,,,,,,20
5832,,,,,,,,,,,,,,,,20
5833,12,,,,,,,,,,,,,,,20
5834,,,,,,,,,,,,,,,,20
5835,23,,,,,,,,,,,,,,,20
5836,,,,,,,,,,,,,,,,20
5837,,,,,,,,,,,,,,,,20
5838,27,,,,,,,,,,,,31,,,20
5839,17,,,,,,,,,,,,,,,20
5840,,,,28,,,,,,,,,,,,50
5841,14,,,,,,,,,,,,,,,20
5842,48,,,,,,,33,,,,,,,36,50
5843,6,,,,,,,,,,,,,,,20
5844,,,,,,,,,,,,,,,29,20
5845,14,,,,,,,,,,,,,,,20
5846,31,,23,35,,,,,,,,,,,27,20
5847,,,,,,,,,,,,,,,,20
5848,21,,,,,,,,,,,,,,,20
5849,,,,,,,,,,,,,,,,20
5850,,,,,,,,,,,,,,,,20
5851,,,,,,,,,,,,,,,,20
5852,,,,,,,,,,,,,,,,20
5853,36,18,20,20,44,36,49,40,42,45,41,,,45,44,50
5854,24,,,,,,,,,,,,,,,20
5855,21,,,,,,,,,,,,,,,50
5856,21,,,,,,,,,,,27,,,,50
5857,24,,,,,,,,,,,27,,,,50
5858,6,,,,,,,,,,,,,,,50
5859,30,,,,,,,,,,,,,,29,20
5860,,,,,,,,,,,,,,,19,20
5861,30,,,,,,,,,,,,,,,20
5862,92,99,101,97,102,101,98,99,101,101,100,101,103,98,105,70
5863,3,,,,,,,,,,,,,,,20
5864,37,36,46,41,37,38,36,36,41,36,35,38,38,42,,50
5867,14,,,,,,,,,,,1,,,,50
5868,5,,,,,,,,,,,,,,,20
5869,30,,,,,,,,,,,,,,,20
5870,27,,,,,,,,,,,,,,,20
5871,3,,,,,,,,,,,,,,,20
5872,,,,,,,,,,,,,,,22,20
5873,30,,,,,,,,,,,,,,,20
5874,23,,,,,,,,,,,,,,,20
5875,22,,,,,,,,,,,,,,,20
5876,43,44,42,47,47,48,51,44,50,45,,47,47,45,,50
5877,33,,,,,,,,,,,,,,,20
5878,23,,,,,,,,,,,,,,,20
5879,40,41,43,35,45,41,49,40,42,44,2,,,45,44,50
5880,14,,,,,,,,,,,,,,,20
5881,30,,,,,,,,,,,,,,,20
5882,23,,,,,,,,,,,,,,,20
5883,,,,,,,,,,,,,,,,35
5884,69,,,,,,,,,,,,,,,35
5885,37,,,,,,,,,,,,,,,35
5886,,,,,,,,,,,,,,,,35
5887,,,,,,,,,,,,,,,,30
5888,,,,,,21,,,,,,,,,,30
5889,,,,,,,,,,,,,,,,30
5890,,,,,,,,,,,,,,,,30
5891,31,,,,,,,,,,,,,,,50
5892,32,29,36,,,,,,,,,,,,,50
5893,28,,,,,,,,,,,,,,,35
5894,,,,,,,,,,,,,,,,35
5895,,,,,,,,,,,,,,,,30
5896,,,,,,21,,,,,,,,,,30
5897,,,,,,,,,,,,,,,,35
5898,92,,,,,,,,,,,,,,,35
5899,,,,,,,,,,,,,,,,30
5900,,,,,19,,,,,,,,,,,30
5901,,,,,,,,,,,,,,,,30
5902,,,,,,12,,,,,,,,,,30
5903,,,,,,,,,,,,,,,,30
5904,,,,,,,,,,,,,,,,30
5905,20,21,29,,,,,,,,,,,,,50
5906,18,,,,,,,,,,,,,,,50
5907,,,,,,,,,,,,,,,,30
5908,,,,,20,,,,,,,,,,,30
5909,,,,,,,,,,,,,,,,30
5910,,,,,,,,,,,,,,,,30
5911,29,28,30,,,,,,,,,,,,,50
5912,31,,,,,,,,,,,,,,,50
5913,,,,,21,,,,,,,,,,,30
5914,,,,,,,,,,,,,,,,30
5915,,,,,,,,,,,,,,,,30
5916,,,,,,15,,,,,,,,,,30
5917,,,,,,,,,,,,,,,,50
5918,,,,,,13,,,,,,,,,,50
5919,,,,,,,,,,,,,,,,30
5920,,,,,,16,,,,,,,,,,30
5921,32,29,35,,,,,,,,,,,,,50
5922,30,,,,,,,,,,,,,,,50
5923,,,,,,,,,,,,,,,,30
5924,,,,,,,,,,,,,,,,30
5925,20,,24,,,,,,,,,,,,,35
5926,22,,28,,,,,,,,,,,,,35
5927,9,,32,,,,,,,,,,,,,35
5928,,,,,,,,,,,,,,,,35
5929,33,,,,30,36,34,,,,,,42,,52,50
5930,32,29,29,35,33,31,,35,35,34,44,,48,37,35,50
5931,34,39,38,38,34,35,34,33,46,35,35,35,,36,,50
5932,,,,,,,,,,,,,,,,30
5933,,,,,,,,,,,,,,,,30
5934,32,38,34,36,34,33,33,38,44,28,,39,,40,,50
5935,30,30,37,34,33,23,,34,52,28,39,,48,36,37,50
5936,,,,,,,,,,,,,,,,30
5937,,,,,,,,,,,,,,,,30
5938,,,,,,,,,,,,,,,,30
5939,,,,,,,,,,,,,,,,30
5940,72,76,79,80,75,81,79,77,76,77,88,87,81,80,86,70
5941,,,,,,,,,,,,,,,,30
5942,,,,,,,,,,,,,,,,30
5943,70,70,71,71,75,77,78,73,75,74,75,76,68,82,96,70
5944,,,21,,,,,,,23,,,,,19,30
5945,,,,,,19,,,3,,,,,,,30
5946,,,,,,,,,,,,,,,,30
5947,,,,,,,,,,,,,,,,30
5948,,,,,,,,,,,,,,,,30
5949,,,,,,,,,,,,,,,,30
5950,72,76,82,76,72,78,78,78,75,88,82,84,83,81,88,70
5951,,,,,,,,,,,,,,,,30
5952,,,,,,,,,,,,,,,,30
5953,32,36,37,36,34,48,,45,52,30,39,,48,37,37,50
5954,35,38,36,33,41,34,34,38,44,49,,39,,40,,50
5955,,,,,,,,,,,,,,,,30
5956,,,,,,,,,,,,,,,,30
5957,,,,,,20,,,17,,,,,,,30
5958,,,22,,,,,,,22,,,,,20,30
5959,,,,,,,,,,,,,,,,30
5960,,,,,,,,,,,,,,,,30
5961,,,,,,,,,,,,,,,,30
5962,,,,,,,,,,,,,,,,30
5963,,14,,,,,,,,19,,,,,,30
5964,,22,,,14,17,,,,,,,,,,30
5965,,,,,,,,,,,,,,,,30
5966,,,,,,,,,,,,,,,,30
5967,,,,,,,,,,,,,,,,30
5968,,,,,,,,,,,,,,,,30
5969,,,,,,,,,,,,,,,,30
5970,,,,,,,,,,,,,,,,30
5971,31,35,37,35,34,25,,40,52,28,39,,48,36,37,50
5972,,,,,,,,,,,,,,,,30
5973,,,,,,,,,,,,,,,,30
5974,40,,40,,35,5,,11,,,35,,,,,35
5975,34,28,33,34,33,23,,34,33,28,39,,48,36,37,35
5976,35,38,36,33,41,34,33,38,44,49,,39,,40,,50
5977,31,36,37,36,34,48,,45,52,28,39,,48,36,37,50
5978,,,,,,,,,,,,,,,,30
5979,,,,,,,,,,,,,,,,30
5980,,6,,,,,,,,18,,,,,,30
5981,,22,,,10,,,,,,,,,,,30
5982,33,38,36,33,38,34,33,38,44,47,,39,,40,,50
5983,,,,,,,,,,,,,,,,30
5984,,,,,,22,,,,,,,,,,30
5985,,,,,,8,,,,,,,,,,30
5986,,,,,,,,,,,,,,,,30
5987,,,,,,,,,,,,,,,,30
5988,,,,,,8,,,,,,,,,,30
5989,,,,,,,,,,,,,,,,30
5990,,,,,,,,,,,,,,,,30
5991,,,,,,8,,,,,,,,,,30
5992,,,,,,,,,,,,,,,,30
5993,13,,,,,,,,,,,,,,,50
5994,28,21,32,,,,,,,,,,,,,50
5995,,,,,,20,,,,,,,,,,30
5996,,,,,,,,,,,,,,,,30
5997,,,,,,,,,,,,,,,,30
5998,,,,,,,,,,,,,,,,30
5999,,,,,,20,,,,,,,,,,30
6000,,,,,,,,,,,,,,,,30
6001,,,,,,,,,,,,,,,,30
6002,,,,,,10,,,,,,,,,,30
6003,,,,,,,,,,,,,,,,30
6004,,,,,,8,,,,,,,,,,30
6005,,,,,,,,,,,,,,,,30
6006,,,,,,,,,,,,,,,,30
6007,,,,,,,,,,,,,,,,30
6008,,,,,21,,,,,,,,,,,30
6009,,,,,,,,,,,,,,,,30
6010,,,,,,,,,,,,,,,,30
6011,,,,,,10,,,,,,,,,,30
6012,,,,,,,,,,29,,,,,,30
6013,53,52,62,67,55,67,64,62,54,45,68,65,49,61,67,70
6014,,,,,,,,,,,,,,,,30
6015,,,,,,,,,,,,,,,,30
6016,,,,,,,,,,,,,,,,30
6017,,,,,,14,,,,,,,,,10,30
6018,70,69,68,72,75,77,77,74,75,74,75,75,68,82,101,70
6019,71,76,78,79,75,81,79,76,75,77,88,87,82,80,86,70
6020,,,,,,,,,,,,,,,,30
6021,,,,,,,,,,,,,,,,30
6022,42,43,38,40,50,44,47,45,60,45,41,42,,47,,50
6023,41,40,40,44,48,43,,46,37,31,44,,48,43,45,50
6024,,,,,,,,,,,,,,,,20
6025,,,,,,,,,,,,,,,,20
6026,,,,,,,,,,25,,,,,,30
6027,,,,,,8,,,,,,,,,,30
6028,,,,,,,,,,,,,,,,20
6029,,,,,,,,,,,,,,,,20
6030,,,,,,,,,,,,,,,,30
6031,,,,,,,,,,,,,,,,30
6032,70,72,71,72,75,77,78,75,75,74,77,75,70,78,101,70
6033,33,,,,,,,,,,,,,,,30
6034,,,,,,,,,,,,,,,,30
6035,23,10,40,30,29,15,,25,36,41,39,,24,31,34,50
6036,35,22,,,39,,27,,,36,33,,,40,,50
6037,31,23,,,27,28,,,37,35,,27,,,,50
6038,,,,,,,,,,,,,,,,30
6039,,,,,,,,,,,,,,,,30
6040,40,46,40,46,46,41,43,48,36,49,,43,,49,,50
6041,39,41,44,37,43,44,,41,52,52,39,,50,37,38,50
6042,,,,,,,,,,,,,,,,30
6043,,,,,,,,,,,,,,,,30
6044,,,,,,,,,,,,,,,,30
6045,,,,,,,,,,,,,,,,30
6046,,,,,,,,,,,,,,,,30
6047,37,,,,,,,,,,,,,,,30
6048,37,,,,,,,,,,15,,,,,30
6049,,,,,,,,,,,,,,,,30
6050,30,23,,,24,20,,,22,25,,12,,,,30
6051,24,22,,,36,,22,,,28,32,,,28,,30
6052,,,,,,,,,,,,,,,,20
6053,,,,,,,,,,,,,,,,20
6054,43,44,45,47,43,50,,43,50,44,39,,54,44,43,50
6106,,,,,,,26,,30,,,,,,,30
6055,41,48,42,43,48,40,47,47,47,52,,44,,47,,50
6056,37,,,,,,,,,,,,,,,30
6057,,,,,,,,,,,,,,,,30
6058,72,77,85,74,72,75,78,77,73,92,80,87,83,83,86,70
6059,37,,,,,,,,,18,6,,,,,30
6060,40,31,38,39,37,3,,42,42,39,,,,35,43,50
6061,44,34,41,44,42,2,,41,46,43,7,,,42,43,50
6062,44,34,43,45,42,2,,41,41,43,31,,,44,43,50
6063,37,,,,,,,,,,,,,,,30
6064,,,,,,,,,,,,,,,,30
6065,70,76,74,72,74,77,78,70,71,75,77,79,69,79,100,70
6066,,,,,,,,,,,,,,,,30
6067,37,,,,,,,,,,,,,,,30
6068,37,28,,,,,,,,13,9,,,,17,30
6069,36,38,44,40,40,33,33,59,39,45,43,35,37,37,,50
6070,,,,,,,,,12,,,,,,,50
6071,37,38,44,41,41,33,34,58,44,42,43,37,34,36,,50
6072,72,77,84,74,72,76,78,78,74,92,80,83,83,83,86,70
6073,,,,,,,,,,,,,,,,30
6074,,,,,,,,,,,,,,,,30
6075,,,,,,,,,,,,,,,,30
6076,,,,,,,,,,,,,,,,30
6077,,12,,,,,,,,17,,,,,21,30
6078,,,,,,,15,,16,,,,,,,30
6079,,22,,,20,14,,,,14,,,,,,30
6080,,16,,,17,20,,,,20,,,,,,30
6081,,,22,,,,,,,22,,,,,23,30
6082,,,,,,20,,,17,,,,,,,30
6083,,,13,,,,,,,17,,,,,22,30
6084,,,,,,,17,,16,,,,,,,30
6085,,,,,,,,,,,,,,,,30
6086,,,,,,,,,,,,,,,,30
6087,,,,,,,,,,12,,,,,,30
6088,,,,,17,,,,,,,,,,,30
6089,,,,,,,,,,,,,,,,30
6090,,6,,,,,,,,12,,,,,,30
6091,,,,,,,,,,,,,,,,30
6092,,,,,,,,,,,,,,,,30
6093,37,24,,,,,,,,21,14,,,,15,30
6094,,,,,,,21,,15,,,,,,,30
6095,,,,,,,,,,,,,,,,30
6096,37,,,,,,,,,,14,,,,,30
6097,,,,,,,,,,,,,,,,30
6098,10,,,,,,,,,,,,,,,30
6099,,,,,,,,,,,,,,,,30
6100,,,,,,,,,,,,,,,,30
6101,,,,,,,,,,,,,,,,30
6102,,,,,,,,,,,,,,,,30
6103,,,,,,,,,,,,,,,,30
6104,,,,,,,,,,,,,,,,30
6105,,,,,,,21,,20,,,,,,,30
6107,37,30,,,,,,,,26,22,,,,28,30
6108,,,,,,,,,,,,,,,,20
6109,,,,,,,,,,,,,,,,20
6110,,,,,,,16,,25,,,,,,,30
6111,,14,,,,,,,,19,,,,,20,30
6112,,,,,,,,,,,,,,,,30
6113,,,,,,,,,,,,,,,,30
6114,,,,,,,,,,,,,,,,20
6115,,,,3,,,,,,,,,,,,30
6116,,,,3,,,,,,,,,,,,30
6117,,,,,,,,,,,,,,,,30
6118,,,,,,,,,,,,,,,,30
6119,,,,,,,,,,,,,3,,,30
6120,,,,,,,,,,,,,,,,30
6121,,,,,,,,,,,,,,,,30
6122,,,,,,,,,,,,,,,,30
6123,28,,,,,,,,,,,,,,,30
6124,30,,,23,,,15,,,,,,,,,30
6125,,,,,,,,,,,,,,,,30
6126,,,,,,,,,,,,,,,,30
6127,70,75,73,72,74,77,78,70,71,75,77,79,68,79,100,70
6128,37,,,,,,,,,,,,,,,30
6129,,,,,,,,,,,,,,,,30
6130,,,,,,,,,,,,,,,,30
6131,,,,,,,,,,,,,,,,30
6132,,,,,,,,,,,,,,,,35
6133,,,,,,,,,,,,,,,,35
6134,46,42,46,48,44,2,,46,45,47,47,,,50,43,50
6135,40,39,49,45,46,33,40,58,44,51,46,41,39,37,,50
6136,72,77,85,74,70,74,80,77,73,92,76,89,86,82,86,70
6137,37,43,37,40,40,34,36,44,36,47,,37,,43,,50
6138,,,,,,,,,,,,,,,,35
