id,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname,base_hits
9347,93,97,94,96,97,26,32,34,32,32,41,16,26,23,26,10,23,20,23,39,93,93,96,97,98,93,97,100,0,A9,960
16722,62,,,,52,67,,51,78,48,67,64,47,,66,,,,59,68,68,60,,72,,,,60,4,Kanaaldijk,43
60,31,11,35,37,,35,35,36,157,32,,31,,122,,32,32,40,39,37,8,35,31,38,,,36,50,4,Kromwijkdreef,47
62,11,20,4,,16,8,,8,11,9,30,,44,5,7,13,39,,,7,,34,41,29,,,,50,4,Kromwijkdreef,21
65,33,,,46,,34,33,37,,,,9,37,41,31,,,24,,39,39,,,,,,36,50,4,Kromwijkdreef,21
66,12,17,3,,16,12,,8,11,9,30,,44,5,7,9,39,,,5,,34,41,33,,,,50,4,Kromwijkdreef,21
67,87,86,89,91,90,93,91,93,90,90,90,89,91,89,88,88,88,91,90,85,84,103,89,93,89,94,97,100,0,Gaasperdammerweg,606
68,35,16,33,37,,35,34,43,157,37,42,36,44,36,,33,39,40,43,38,45,39,43,41,,,39,50,4,Kromwijkdreef,71
71,43,39,46,40,42,45,43,46,43,45,36,,27,38,22,23,48,53,,40,46,49,50,50,41,,50,50,4,Loosdrechtdreef,45
72,24,16,42,28,26,34,34,16,21,32,22,35,30,26,31,29,39,30,31,30,15,43,35,40,37,,35,50,4,Loosdrechtdreef,141
73,41,54,45,34,39,45,47,47,29,46,44,43,34,47,40,33,49,39,40,42,46,47,49,43,37,,46,50,4,Loosdrechtdreef,140
78,95,97,97,99,99,88,84,84,87,91,92,30,20,9,28,14,18,30,92,97,97,93,95,97,100,100,97,100,0,Gaasperdammerweg,1016
79,34,27,18,46,29,32,45,28,27,39,30,28,41,29,33,27,51,37,,51,39,35,41,38,,,37,50,4,Kromwijkdreef,42
80,40,19,37,46,,43,40,47,157,46,49,46,54,43,,33,45,41,50,39,46,46,49,45,,,48,50,4,Kromwijkdreef,71
81,95,97,97,99,99,88,84,84,87,91,92,30,20,9,27,15,18,30,90,98,96,90,95,97,98,99,97,100,0,Gaasperdammerweg,1016
84,96,97,97,100,98,89,81,85,85,90,94,23,17,9,18,10,25,27,89,100,95,88,95,99,98,99,91,100,0,Gaasperdammerweg,998
89,42,35,27,46,41,41,46,51,47,50,49,41,39,40,38,46,63,48,,51,39,43,48,42,,,40,50,4,Kromwijkdreef,43
90,87,89,89,92,88,92,89,94,90,87,89,89,88,90,88,88,83,89,90,87,94,104,91,91,88,91,126,100,0,Gaasperdammerweg,556
93,87,88,89,89,86,91,90,93,92,87,90,88,89,92,88,88,84,88,91,86,94,104,91,92,89,91,126,100,0,Gaasperdammerweg,513
94,88,88,90,89,86,91,92,93,92,87,90,88,89,91,88,87,84,93,91,86,94,104,91,92,89,91,126,100,0,Gaasperdammerweg,503
95,40,20,37,46,,42,40,51,157,45,48,45,52,45,,35,46,41,49,37,38,44,49,43,,,42,50,4,Kromwijkdreef,70
106,96,98,96,101,99,88,79,86,84,90,95,18,16,7,19,11,27,25,89,100,97,88,96,99,100,98,95,100,0,Gaasperdammerweg,963
109,88,90,89,86,83,96,86,94,92,87,89,89,87,92,88,88,90,96,91,86,94,99,90,103,89,91,126,100,0,Gaasperdammerweg,419
111,98,99,101,105,100,86,71,78,85,100,96,16,16,9,19,15,27,22,87,100,99,95,97,102,100,101,100,100,0,Gaasperdammerweg,864
119,34,18,34,41,,36,39,46,,40,48,37,48,29,,34,39,34,42,30,29,40,41,35,,,35,50,4,Kromwijkdreef,68
122,42,36,24,23,43,38,46,51,52,52,42,42,40,39,42,41,69,48,,56,33,43,55,49,,,40,50,4,Kromwijkdreef,43
127,100,100,102,105,102,95,54,69,100,101,95,16,17,17,12,14,14,17,87,103,97,95,100,103,101,101,121,100,0,Gaasperdammerweg,457
128,87,108,97,87,96,78,64,79,79,102,98,16,15,6,15,24,26,37,76,64,117,90,89,99,113,83,80,100,4,AnonymousRoadnl14155098,337
130,38,35,16,20,43,36,45,46,51,53,54,44,40,26,46,37,78,47,,58,25,23,59,56,,,37,50,4,Kromwijkdreef,43
132,90,90,88,91,92,98,85,97,91,87,90,93,88,97,91,90,88,95,91,87,94,101,91,111,89,88,126,100,0,Gaasperdammerweg,320
135,35,21,29,46,,36,40,41,,36,50,36,48,29,,33,42,34,42,30,29,40,41,36,,,35,50,4,Kromwijkdreef,68
138,90,92,88,92,92,98,89,97,93,85,92,88,91,100,94,90,90,95,91,83,94,103,91,115,97,88,126,100,0,Gaasperdammerweg,289
139,34,32,33,35,23,39,43,38,27,38,50,43,35,30,40,41,38,41,40,34,39,44,36,36,35,26,35,50,4,Kromwijkdreef,87
140,18,16,21,22,13,13,,,11,,,,18,10,,10,,,,,,,,,,,,50,4,AnonymousRoadnl14155124,16
141,40,36,21,20,41,36,44,45,50,52,50,46,40,26,46,33,83,46,,58,25,15,59,56,,,36,50,4,Kromwijkdreef,43
142,22,16,31,34,17,29,,33,25,,53,71,37,24,38,27,32,37,39,44,,,28,,38,28,21,50,4,AnonymousRoadnl14155124,35
143,45,36,,14,41,41,44,49,50,52,49,46,53,46,46,53,82,46,,58,25,24,59,56,,,36,50,4,Kromwijkdreef,27
144,34,43,31,42,37,34,,57,29,,53,71,38,30,44,37,56,39,47,60,,,32,,42,30,44,50,4,AnonymousRoadnl14155124,35
145,39,32,33,46,24,46,43,40,53,47,50,46,35,38,42,49,43,41,42,36,44,47,36,37,35,42,41,50,4,Kromwijkdreef,87
161,47,36,,15,42,44,44,49,52,52,49,46,54,46,46,52,82,46,,58,25,61,60,56,,,36,50,4,Kromwijkdreef,27
162,45,30,47,46,41,53,49,52,54,49,59,53,46,43,57,53,51,48,42,41,48,53,54,48,38,46,46,50,4,Kromwijkdreef,86
166,47,35,,29,47,43,48,49,55,52,53,50,54,47,42,53,87,51,,58,25,61,60,57,,,42,50,4,Kromwijkdreef,27
177,44,,50,41,42,47,48,63,54,51,53,50,43,51,45,48,47,44,35,29,75,51,53,47,39,43,45,50,4,Kromwijkdreef,85
204,35,,,24,19,40,31,37,42,45,30,35,38,42,42,34,45,22,,14,14,,50,47,,,20,50,4,Kromwijkdreef,24
205,36,,50,25,39,33,39,43,44,38,48,37,20,42,40,42,41,37,21,20,40,38,42,50,,26,36,50,4,Kromwijkdreef,92
209,44,,,40,41,43,45,46,50,50,51,40,48,45,41,49,64,38,,45,25,,54,52,,,,50,4,Kromwijkdreef,26
219,26,,30,26,19,32,34,30,18,20,31,29,8,38,26,34,27,24,23,17,29,25,35,35,,27,30,50,4,Kraaiennest,93
239,71,71,71,76,71,69,74,75,71,81,74,71,69,73,71,71,74,72,73,73,69,71,73,73,66,72,90,70,2,Gooiseweg,309
242,71,71,70,67,68,70,69,69,66,73,74,73,71,69,79,78,73,70,74,73,70,88,71,87,75,69,77,70,2,Gooiseweg,315
247,71,71,70,68,68,71,68,65,65,71,72,72,72,70,78,78,73,70,72,73,66,76,70,91,74,70,78,70,2,Gooiseweg,315
248,72,72,75,66,69,67,69,69,66,72,70,71,72,69,83,77,71,69,74,73,69,87,72,77,80,69,72,70,2,Gooiseweg,315
251,72,73,77,67,70,69,71,68,67,74,73,72,72,70,84,73,71,73,75,73,69,90,74,79,82,69,71,70,2,Gooiseweg,315
252,71,71,69,74,73,70,74,75,70,81,75,76,72,75,72,70,72,76,73,72,71,69,73,73,66,72,103,70,2,Gooiseweg,306
283,71,69,71,71,73,69,74,74,71,81,74,76,71,74,72,71,73,76,73,72,70,69,73,73,66,72,103,70,2,Gooiseweg,306
304,71,77,71,68,70,69,70,68,66,74,69,73,72,66,84,77,71,74,74,73,69,87,67,80,84,66,70,70,2,Gooiseweg,316
305,39,39,42,46,47,44,25,49,53,,40,39,20,,41,34,52,43,45,46,41,30,22,45,,37,46,50,3,Daalwijkdreef,88
306,32,34,39,35,37,39,50,45,50,85,42,38,37,54,49,33,17,27,47,16,37,30,32,23,,16,15,50,3,Daalwijkdreef,124
309,72,75,72,74,70,73,72,76,70,79,77,74,73,74,73,76,73,75,73,73,70,71,73,77,68,79,96,70,2,Gooiseweg,271
313,48,35,50,,,45,43,56,50,,50,51,49,,57,47,43,,53,53,,52,,56,,46,51,70,3,AnonymousRoadnl13155424,35
320,71,74,76,68,70,69,70,67,67,74,69,73,72,66,84,77,71,74,75,73,69,89,67,78,84,69,71,70,2,Gooiseweg,316
321,71,75,68,74,69,69,73,75,67,79,71,75,70,74,72,70,72,75,73,71,71,69,74,75,68,72,98,70,2,Gooiseweg,306
332,71,72,68,74,69,69,74,75,67,81,73,76,70,74,72,70,72,76,73,69,71,69,74,73,67,72,104,70,2,Gooiseweg,306
333,71,73,76,67,70,69,70,67,67,74,69,72,72,69,84,75,71,73,75,73,72,90,74,79,84,69,71,70,2,Gooiseweg,316
334,37,31,34,44,50,24,14,53,58,,45,21,34,28,67,12,40,31,37,12,33,21,20,26,,41,23,50,3,Daalwijkdreef,90
339,71,72,68,74,73,70,74,75,68,81,74,76,71,74,72,70,73,76,73,71,71,69,74,73,67,72,103,70,2,Gooiseweg,306
340,37,36,33,43,40,40,47,46,48,85,43,40,38,55,49,36,29,28,46,29,26,30,23,34,,33,27,50,3,Daalwijkdreef,124
341,71,73,76,67,70,69,70,67,67,74,71,72,71,68,84,73,71,73,75,73,69,90,74,79,84,69,71,70,2,Gooiseweg,316
342,42,44,37,46,48,40,43,49,47,85,50,48,42,50,50,45,44,35,43,42,40,37,43,49,,40,54,50,3,Daalwijkdreef,123
347,71,72,69,74,73,70,74,75,69,81,74,76,71,74,72,70,72,76,73,72,71,69,74,73,67,72,103,70,2,Gooiseweg,306
352,25,33,23,25,50,15,26,34,19,20,26,50,36,52,42,31,30,15,26,27,37,22,,43,,19,32,50,3,Daalwijkdreef,85
353,52,56,55,57,54,56,55,56,66,,56,52,54,57,54,55,60,,55,49,59,53,53,57,,32,61,70,3,AnonymousRoadnl13153819,100
358,39,28,46,,,40,36,49,44,,42,47,43,,48,42,40,,45,44,,42,,44,,40,51,70,3,AnonymousRoadnl13155424,34
361,36,44,38,39,39,38,41,43,49,39,47,41,44,53,46,41,48,,40,43,48,39,34,33,,16,36,50,3,AnonymousRoadnl13153819,100
362,34,39,40,39,32,46,30,42,33,49,43,49,46,51,46,49,41,37,45,35,36,40,,43,,19,40,50,3,Daalwijkdreef,90
363,29,20,38,,,28,18,44,43,,37,50,43,,42,23,37,,31,43,,22,14,37,,37,51,50,3,AnonymousRoadnl13155424,34
364,36,40,43,45,44,48,35,42,37,83,47,43,44,54,46,42,40,32,45,37,38,41,,43,,19,44,50,3,Daalwijkdreef,91
365,72,74,72,75,73,70,73,76,70,79,77,74,72,75,77,77,73,76,76,71,70,71,73,79,68,81,94,70,2,Gooiseweg,271
366,30,35,35,34,33,33,37,43,37,39,37,40,39,42,46,36,45,,41,38,38,35,34,31,,16,31,50,3,AnonymousRoadnl13153819,99
367,21,19,33,,,12,11,43,39,,34,26,39,,42,16,37,,31,43,,18,9,37,,22,51,50,3,AnonymousRoadnl13155424,34
368,25,57,35,34,33,32,38,,,,36,43,44,,35,40,,,45,38,33,,33,39,,,,50,3,AnonymousRoadnl13155439,53
369,34,20,33,33,42,35,,4,,,23,29,18,,,5,29,21,25,8,33,27,17,,,,28,50,3,Daalwijkdreef,63
370,21,,33,,,18,15,40,43,,33,,16,,10,,,,16,43,,21,11,43,,11,51,50,3,AnonymousRoadnl13155441,24
372,34,20,33,33,42,37,,4,,,26,29,7,,,9,46,34,39,22,34,27,17,,,,28,50,3,Daalwijkdreef,64
373,35,43,43,46,49,48,34,45,45,85,47,39,42,56,49,38,38,29,52,37,37,46,,43,,19,44,50,3,Daalwijkdreef,90
376,29,28,30,32,36,36,20,40,37,39,39,40,39,38,42,33,18,,58,36,47,35,32,28,,16,19,50,3,AnonymousRoadnl13153819,46
379,33,47,43,46,49,49,31,48,50,85,47,38,39,57,49,33,35,28,52,37,37,46,,43,,19,44,50,3,Daalwijkdreef,89
380,36,20,33,33,42,37,,37,,,41,29,7,,,35,46,34,48,25,34,27,17,,,,28,50,3,Daalwijkdreef,64
382,30,39,40,36,37,44,30,43,50,85,38,38,39,54,45,31,17,27,47,37,37,33,32,28,,19,15,50,3,Daalwijkdreef,134
384,27,28,30,32,36,39,20,36,37,39,38,38,37,38,41,26,6,,47,36,47,34,32,18,,16,6,50,3,AnonymousRoadnl13153819,47
385,71,77,71,69,69,70,69,69,66,73,69,73,72,66,84,78,71,74,74,73,70,87,67,86,85,65,70,70,2,Gooiseweg,316
424,23,,,,35,25,17,,30,,,,,,17,,13,24,17,,,,,,,16,22,50,4,AnonymousRoadnl14155395,15
425,28,33,19,13,24,30,30,,25,32,,,26,35,29,,31,29,26,33,31,,,41,30,34,36,50,4,Bijlmerdreef,59
426,29,27,20,39,,36,,35,,30,28,,34,27,33,24,39,33,25,35,,35,,39,,32,35,50,4,Bijlmerdreef,51
427,25,21,21,33,,30,,22,,24,27,,23,23,33,26,39,31,25,35,,35,,28,,26,27,50,4,Bijlmerdreef,53
428,36,29,26,45,,37,,45,,15,39,,33,28,41,32,45,39,34,45,,35,,41,,31,35,50,4,Bijlmerdreef,44
431,24,24,12,20,20,24,30,,20,23,15,23,34,38,16,19,30,27,14,40,19,,,28,30,18,21,50,4,AnonymousRoadnl14155395,64
432,25,31,13,20,25,24,30,,30,22,16,24,26,36,23,17,30,21,21,29,23,,,28,30,31,23,50,4,AnonymousRoadnl14155395,64
433,27,28,11,11,22,,30,,26,31,39,23,35,40,,20,36,29,16,43,37,,,28,28,,26,50,4,Bijlmerdreef,49
434,25,24,11,18,20,,30,,26,25,39,23,35,38,,21,21,29,17,43,25,,,28,28,,23,50,4,Bijlmerdreef,49
435,36,35,35,44,33,31,31,,,31,39,,38,35,34,30,39,34,37,37,,,,45,,32,37,50,4,Bijlmerdreef,48
436,29,23,25,36,25,31,31,,,24,35,,30,35,12,26,36,24,30,34,,,,27,,20,25,50,4,Bijlmerdreef,47
437,31,24,20,11,23,31,34,,23,35,,15,38,26,36,,25,36,15,37,39,,,53,36,45,44,50,4,Bijlmerdreef,65
440,34,33,34,26,23,34,31,,22,44,,,27,35,42,,39,39,32,43,31,,,51,30,43,43,50,4,Bijlmerdreef,60
445,26,21,21,33,35,25,17,22,43,21,30,,23,23,33,26,39,31,25,29,,35,,27,,30,27,50,4,AnonymousRoadnl14155395,68
446,27,29,16,33,25,27,31,,,21,39,30,23,32,21,25,39,38,27,29,,,,27,,24,26,50,4,AnonymousRoadnl14155395,54
448,33,,34,32,37,34,36,30,,34,38,40,,29,,,22,,,,,45,,,,32,43,45,4,AnonymousRoadnl14155504,40
449,44,48,43,45,38,48,47,44,20,41,55,43,40,,42,50,46,55,32,56,53,35,35,,,37,,70,4,AnonymousRoadnl14155478,92
450,27,32,32,28,28,25,28,26,21,23,31,27,27,23,16,36,31,33,28,58,39,33,38,35,28,24,34,45,4,AnonymousRoadnl14155478,102
453,7,6,9,22,6,6,17,4,5,4,15,5,6,11,19,9,4,8,,23,,6,5,,,,,70,4,AnonymousRoadnl14155491,131
454,35,41,48,41,37,47,12,21,45,36,30,45,,,34,,38,,57,42,46,,63,,37,,36,50,4,Van der Madeweg,65
455,32,37,4,43,17,26,,54,,27,,11,18,,27,35,,49,48,35,,57,,,,18,43,50,4,Van der Madeweg,53
460,28,32,26,26,29,36,28,,17,31,27,31,30,18,32,31,32,33,46,59,39,,31,,28,26,36,45,4,AnonymousRoadnl14155478,37
461,39,34,47,32,41,39,48,44,,33,38,46,43,39,,,39,,,,,48,,,,40,43,50,4,Diemerdreef,46
462,47,57,57,49,49,28,49,44,61,52,52,41,50,47,49,51,,55,49,46,21,,20,,,,22,100,4,AnonymousRoadnl14155257,81
465,32,32,29,26,39,38,37,30,17,31,37,33,29,31,32,31,33,33,55,58,39,48,31,,23,38,40,45,4,AnonymousRoadnl14155478,83
466,30,35,37,20,27,25,42,28,33,22,41,27,28,22,,33,24,42,25,,,20,13,30,,26,,50,4,Diemerdreef,64
467,41,44,47,34,42,39,49,45,,34,47,49,43,37,,,41,,,,,48,,,,40,43,50,4,Diemerdreef,46
499,15,5,36,26,4,29,20,12,6,8,16,9,4,5,19,46,8,21,,25,,11,21,,,,,70,4,AnonymousRoadnl14155491,131
500,29,34,29,29,29,28,33,33,,34,37,48,23,38,,,31,30,,,39,22,,,,34,34,50,4,AnonymousRoadnl14153831,55
497,42,47,47,41,39,43,49,45,,33,41,34,45,41,,,44,,,,,40,,,,41,43,50,4,Diemerdreef,44
498,48,55,56,49,56,44,49,,42,48,52,63,45,62,55,62,53,33,55,58,81,,54,,40,41,54,70,4,AnonymousRoadnl14155478,43
501,42,41,55,39,37,44,38,38,39,35,50,44,40,34,,44,44,24,50,,,49,36,43,,44,9,50,4,Diemerdreef,61
502,28,39,,,31,,,33,,,34,,14,,,,33,33,,,43,22,,,,,,50,4,AnonymousRoadnl14153831,13
503,42,44,53,49,45,47,29,21,45,44,37,46,,,37,,36,,62,52,46,,60,,38,,38,50,4,Van der Madeweg,65
504,40,43,36,48,49,44,,54,,43,,25,5,,46,40,,49,48,37,,60,,,,52,43,50,4,Van der Madeweg,54
505,37,35,51,33,33,35,45,36,35,31,45,34,34,38,,33,37,46,34,,,46,25,37,,36,,50,4,Diemerdreef,64
506,41,46,46,35,43,44,49,49,,34,47,49,43,36,,,43,,,,,48,,,,40,43,50,4,Diemerdreef,46
470,31,32,34,32,28,33,29,30,20,27,35,38,27,29,33,39,25,42,19,45,40,30,14,,,32,43,45,4,AnonymousRoadnl14155478,133
471,21,23,5,32,30,4,17,21,5,4,28,5,6,21,38,9,8,8,,32,,38,5,,,,,70,4,AnonymousRoadnl14155491,131
472,42,40,50,39,14,47,40,41,42,44,40,39,5,7,45,44,40,,,55,,46,53,,,,,70,4,AnonymousRoadnl14155491,132
473,75,76,75,91,76,72,73,77,70,75,83,82,80,80,84,79,72,77,81,73,76,90,77,97,82,79,83,70,2,Gooiseweg,321
474,25,34,,37,17,,,54,,7,,18,8,,12,13,,47,28,,,,,,,21,,50,4,AnonymousRoadnl14155505,24
475,34,39,51,36,31,28,37,30,61,31,43,35,38,31,9,38,,39,36,37,13,,9,,,33,13,100,4,AnonymousRoadnl14155257,81
480,72,78,80,71,68,75,70,75,73,82,75,72,75,74,71,70,76,79,78,72,73,75,77,76,70,87,106,70,2,Gooiseweg,324
483,44,52,41,39,42,45,50,46,,33,38,21,47,40,,,48,,,,,44,,,,31,,50,4,Diemerdreef,42
486,46,45,57,46,41,47,39,44,45,32,52,40,43,28,,46,47,33,52,,,56,41,41,,56,,50,4,Diemerdreef,62
489,41,41,51,39,37,42,44,36,40,37,52,39,40,36,,42,42,47,44,,,47,31,40,,45,,50,4,Diemerdreef,62
490,40,42,48,37,40,41,44,44,,33,45,44,40,34,,,41,,,,,44,,,,36,43,50,4,Diemerdreef,46
495,73,78,79,78,68,76,68,75,73,81,75,73,78,74,73,69,74,79,80,72,75,72,78,80,68,87,107,70,2,Gooiseweg,324
496,56,63,56,49,59,53,57,,47,57,60,64,52,68,55,64,57,33,55,60,81,,57,,54,46,60,70,4,AnonymousRoadnl14155478,43
513,33,37,32,28,36,39,33,,16,39,26,42,33,36,37,37,37,33,55,58,47,,40,,27,33,41,50,4,AnonymousRoadnl14155478,43
514,44,54,62,47,54,56,58,21,47,52,46,51,,,45,,45,,82,46,46,,56,,42,,38,50,4,Van der Madeweg,64
517,37,43,39,35,36,34,45,40,,33,41,45,39,34,,,37,,,,,42,,,,10,5,50,4,Diemerdreef,43
518,47,46,60,46,42,52,40,45,44,21,52,14,43,28,,47,50,25,51,,,60,43,42,,56,,50,4,Diemerdreef,62
519,11,,3,,,,21,,,,,,,,,31,,,17,22,,23,,,,22,26,50,4,Bergwijkdreef,25
520,32,44,34,32,57,19,38,31,33,24,30,46,43,37,45,29,33,29,39,26,44,19,,52,,,,50,3,Daalwijkdreef,77
521,23,,37,12,4,30,38,31,22,8,30,25,,21,,,24,,30,,,11,,,,,,50,4,Bergwijkdreef,17
522,32,36,40,34,37,35,52,24,,,37,37,44,,51,40,40,41,49,38,39,27,25,115,,,38,50,3,Daalwijkdreef,108
525,31,31,41,46,36,25,48,27,,,43,41,34,,48,47,41,33,51,29,42,27,33,57,,,34,50,3,Daalwijkdreef,115
528,25,31,23,31,57,15,37,31,33,8,25,45,42,37,41,20,27,28,17,26,40,19,,52,,22,26,50,3,Daalwijkdreef,102
529,41,46,42,39,57,34,50,43,40,38,37,49,48,50,43,49,41,40,71,40,45,55,,52,,,,50,3,Daalwijkdreef,78
530,26,25,5,24,34,19,40,19,49,44,41,40,44,,34,39,12,40,36,33,14,17,17,115,,,27,50,3,Daalwijkdreef,112
531,19,7,37,13,7,32,19,21,20,8,27,25,,21,,,29,39,21,,15,12,,,,,36,50,4,Bergwijkdreef,33
532,31,26,24,25,31,20,40,40,49,47,40,43,44,,35,39,24,40,39,32,24,14,21,115,,,34,50,3,Daalwijkdreef,112
533,24,31,6,29,44,,29,44,47,43,37,,28,,,32,,40,35,22,,26,,33,,22,31,50,4,Bergwijkdreef,48
534,30,32,13,27,34,21,51,16,,,30,37,44,,36,39,9,18,44,38,26,27,13,115,,,38,50,3,Daalwijkdreef,89
537,38,44,42,38,57,28,43,36,39,38,30,48,43,50,45,45,39,37,71,26,45,53,,52,,,,50,3,Daalwijkdreef,77
538,38,29,33,32,37,36,42,42,49,56,44,34,44,,41,44,42,43,45,43,38,26,37,115,,,37,50,3,Daalwijkdreef,112
539,45,49,50,45,57,45,55,49,43,44,48,48,50,56,48,56,48,46,80,46,44,70,,54,,,,50,3,Daalwijkdreef,82
540,46,44,50,49,41,50,49,48,54,52,51,41,51,,49,56,56,53,51,50,47,46,42,75,,,46,50,3,Daalwijkdreef,115
541,44,47,50,47,57,43,54,49,47,45,49,45,48,55,47,54,46,46,59,43,43,62,,57,,,,50,3,Daalwijkdreef,82
542,37,46,42,38,52,,39,52,44,48,35,,44,,,43,,48,37,28,,49,,43,,25,50,50,4,Bergwijkdreef,45
549,48,49,,,47,,15,,,,45,,63,,,,,,,,,48,,,,,,50,4,Dalsteindreef,16
550,48,47,55,,50,51,54,45,42,47,52,55,65,71,,54,62,,,,,47,63,,,42,42,50,4,Dalsteindreef,34
553,74,72,70,78,73,77,71,78,72,81,77,74,75,76,71,75,76,76,78,73,73,70,76,84,67,81,107,70,2,Gooiseweg,367
570,75,77,76,76,75,71,75,77,68,79,75,79,80,74,84,79,78,74,84,75,75,91,94,107,88,77,81,70,2,Gooiseweg,404
581,74,77,76,72,75,71,71,76,68,75,76,71,80,68,81,79,79,75,83,77,76,91,94,106,80,80,77,70,2,Gooiseweg,403
586,74,76,81,72,76,75,74,77,74,81,79,75,76,77,70,75,75,76,76,73,73,72,77,78,70,83,91,70,2,Gooiseweg,369
602,49,52,,,46,,57,,,,57,,69,,,,,,,,,52,,,,,,50,4,Dalsteindreef,18
603,51,60,57,,45,41,44,40,51,38,46,62,57,73,,42,50,,,,,47,71,,,45,37,50,4,Dalsteindreef,28
604,33,48,,,29,,45,,,,55,,68,,,,,,,,,22,,,,,,50,4,Dalsteindreef,18
605,38,61,33,,18,30,27,35,31,23,32,57,55,68,,27,43,,,,,39,68,,,40,20,50,4,Dalsteindreef,28
606,71,73,74,73,71,65,70,71,65,73,68,78,72,71,81,74,72,72,81,66,70,84,68,89,77,73,72,70,2,Gooiseweg,403
607,75,79,75,80,81,79,75,78,75,79,78,75,79,76,71,77,78,75,78,74,74,74,80,79,69,83,102,70,2,Gooiseweg,368
608,57,56,73,,59,60,58,53,70,50,52,62,64,79,,57,70,,,,,53,74,,,51,50,50,4,Dalsteindreef,30
609,53,59,,,58,,67,,,,59,,68,,,,,,,,,58,,,,,,50,4,Dalsteindreef,17
612,57,55,71,,59,61,60,56,66,49,52,59,63,79,,58,74,,,,,53,74,,,48,49,50,4,Dalsteindreef,32
613,53,56,,,55,,64,,,,55,,68,,,,,,,,,58,,,,,,50,4,Dalsteindreef,17
614,74,76,74,77,73,69,76,75,65,76,77,78,76,75,84,80,76,75,82,71,74,84,79,102,84,77,77,70,2,Gooiseweg,404
615,55,54,69,,57,59,60,54,61,49,52,57,66,78,,57,69,,,,,53,66,,,45,47,50,4,Dalsteindreef,33
616,51,53,,,53,,66,,,,52,,66,,,,,,,,,56,,,,,,50,4,Dalsteindreef,17
617,96,97,94,93,46,79,97,97,97,97,95,99,96,98,100,99,101,101,106,100,102,101,102,98,100,100,101,100,0,Ringweg-Zuid,2241
618,47,55,48,56,45,48,54,61,45,49,44,47,53,53,60,65,49,47,42,56,54,52,57,50,52,44,42,70,2,Gooiseweg,554
619,45,54,45,56,45,45,54,61,46,44,44,47,53,53,58,65,49,52,40,56,51,47,48,50,52,44,26,70,2,Gooiseweg,554
620,49,55,51,56,50,50,53,63,47,49,47,52,56,54,60,65,55,48,51,56,54,54,57,56,54,44,59,70,2,Gooiseweg,553
621,50,47,56,54,37,42,52,53,53,46,39,49,41,47,49,52,48,52,49,49,50,52,53,50,49,55,60,100,2,AnonymousRoadnl12154721,326
622,44,47,45,53,42,44,54,61,46,44,44,46,53,53,56,65,49,64,39,46,51,39,44,50,52,44,26,70,2,Gooiseweg,554
623,27,13,32,28,16,33,32,18,35,21,13,26,31,20,32,32,33,29,26,27,35,36,45,43,25,28,21,70,2,Gooiseweg,485
624,27,13,32,29,16,31,30,20,35,21,10,34,32,17,30,37,30,28,26,27,35,38,45,43,27,32,25,70,2,Gooiseweg,485
625,26,13,32,28,16,33,32,15,35,21,10,26,31,17,30,37,30,28,26,27,35,37,45,43,27,28,24,70,2,Gooiseweg,485
626,29,13,34,20,11,37,29,25,35,20,6,15,22,25,29,37,35,36,25,32,37,35,24,43,16,37,15,70,2,Gooiseweg,223
627,21,13,14,28,21,31,35,13,38,12,26,21,39,13,34,16,37,32,49,21,19,16,28,,16,12,60,70,2,Gooiseweg,262
628,25,33,7,44,16,33,32,35,44,36,31,34,31,24,29,34,36,44,33,54,39,12,42,4,33,33,,70,2,AnonymousRoadnl12154721,101
629,41,46,40,45,36,41,54,61,46,44,41,46,50,53,55,65,48,63,34,46,49,33,39,50,49,44,26,70,2,Gooiseweg,554
630,37,38,40,44,32,40,42,48,44,36,35,41,44,25,42,52,34,43,33,43,47,29,39,37,36,36,26,70,2,Gooiseweg,656
633,34,39,14,28,41,31,40,26,44,24,43,21,46,49,41,16,40,32,49,24,18,36,33,,20,22,62,70,2,Gooiseweg,261
634,34,38,12,43,19,41,33,36,44,29,35,36,32,25,36,37,42,50,41,48,39,12,46,6,33,36,,130,2,AnonymousRoadnl12154721,101
635,30,19,33,29,14,12,28,16,46,25,31,38,33,25,19,52,55,20,35,43,4,27,37,40,58,20,59,70,2,AnonymousRoadnl12155523,239
636,41,41,37,28,44,39,45,41,44,45,43,40,49,50,46,31,40,34,49,32,33,50,39,,52,42,63,70,2,Gooiseweg,261
637,35,55,40,53,30,31,58,50,30,35,38,34,47,13,49,61,18,63,25,42,39,26,39,37,27,36,19,70,2,Gooiseweg,417
638,40,41,43,43,10,31,39,38,41,32,14,29,17,29,22,38,45,48,45,38,45,34,41,43,37,42,21,130,2,AnonymousRoadnl12154721,325
641,45,44,51,47,28,33,45,45,44,40,30,30,32,37,36,37,45,50,50,45,50,51,39,45,38,50,45,100,2,AnonymousRoadnl12154721,326
642,44,44,46,40,50,44,41,48,42,51,47,49,55,47,45,42,48,43,48,44,44,54,54,61,50,37,63,80,2,Gooiseweg,197
