id,segment id,length,frc,speedlimit,streetname,geom,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,base_hits
1680,-15280049818658,186.47,3,50,Muiderlaan,,49.00,51.00,63.00,62.00,,60.00,51.00,36.00,,48.00,58.00,46.00,60.00,59.00,51.00,66.00,47.00,,,,44.00,51.00,,,54.00,53.00,63,34
1681,15280049818658,186.47,3,50,Muiderlaan,,53.00,51.00,,61.00,39.00,81.00,71.00,53.00,,,39.00,54.00,,,47.00,59.00,58.00,,62.00,49.00,54.00,56.00,,52.00,56.00,54.00,55,34
1742,15280049492761,66.12,3,50,IJburglaan,,22.00,12.00,34.00,44.00,34.00,39.00,26.00,,8.00,13.00,36.00,19.00,20.00,19.00,43.00,9.00,20.00,,,36.00,,42.00,,51.00,23.00,,,60
1743,15280049492371,75.51,3,50,IJburglaan,,26.00,,44.00,34.00,38.00,25.00,40.00,57.00,,43.00,18.00,42.00,18.00,29.00,45.00,26.00,36.00,39.00,22.00,29.00,51.00,38.00,43.00,45.00,42.00,39.00,,67
5227,15280049301400,18.35,2,70,Gooiseweg,,73.00,72.00,77.00,77.00,71.00,83.00,74.00,77.00,90.00,81.00,73.00,74.00,75.00,75.00,74.00,87.00,73.00,85.00,77.00,76.00,85.00,79.00,95.00,86.00,96.00,73.00,,268
1746,15280002630794,75.31,3,50,IJburglaan,,37.00,43.00,39.00,44.00,43.00,45.00,44.00,,45.00,38.00,39.00,36.00,24.00,30.00,34.00,37.00,36.00,,,36.00,,45.00,7.00,49.00,39.00,,,52
6508,15280049299561,30.53,2,70,Gooiseweg,,72.00,70.00,75.00,77.00,74.00,100.00,69.00,80.00,73.00,72.00,72.00,73.00,75.00,74.00,70.00,78.00,66.00,86.00,81.00,76.00,78.00,81.00,93.00,81.00,80.00,74.00,,210
1756,15280049492760,128.88,3,50,IJburglaan,,44.00,44.00,56.00,47.00,48.00,52.00,24.00,,33.00,31.00,43.00,45.00,47.00,35.00,41.00,51.00,29.00,,,41.00,,42.00,,50.00,37.00,,,59
1764,15280049492372,120.74,3,50,IJburglaan,,43.00,,65.00,48.00,40.00,38.00,50.00,50.00,,47.00,48.00,75.00,42.00,46.00,58.00,42.00,49.00,48.00,37.00,42.00,54.00,53.00,55.00,43.00,37.00,39.00,43,69
1767,-15280001183630,40.43,4,50,Hoofdenburgsingel,,31.00,,,,19.00,38.00,37.00,34.00,,,,34.00,40.00,,,,,,27.00,34.00,,21.00,,,36.00,,,18
1768,15280001183630,40.43,4,50,Hoofdenburgsingel,,29.00,18.00,27.00,,25.00,29.00,,,,32.00,,,,40.00,,40.00,,39.00,,28.00,28.00,28.00,34.00,,,,27,28
309,15280001180093,39.87,2,70,Gooiseweg,,72.00,72.00,75.00,76.00,74.00,81.00,73.00,73.00,82.00,76.00,72.00,77.00,74.00,75.00,74.00,79.00,67.00,85.00,72.00,75.00,82.00,80.00,94.00,96.00,91.00,73.00,,271
1769,-15280051014906,115.05,4,60,Amsteldijk Noord,,48.00,,,,,,,,57.00,,,,,,60.00,,,,,,,,,,,,47,13
1770,15280051014906,115.05,4,60,Amsteldijk Noord,,50.00,,,56.00,,,47.00,,,,,,,,,,51.00,,,50.00,50.00,,,,37.00,53.00,,14
1888,15280001451251,97.39,4,50,Churchill-Laan,,41.00,55.00,41.00,26.00,35.00,42.00,18.00,30.00,32.00,44.00,,36.00,44.00,30.00,51.00,40.00,44.00,37.00,40.00,40.00,41.00,45.00,44.00,,42.00,26.00,47,82
1771,15280051014903,366.76,4,60,Amsteldijk Noord,,45.00,,,50.00,,,45.00,,,,,,,,,,52.00,,,47.00,46.00,,,,45.00,47.00,,14
1891,15280001451253,73.78,4,50,Churchill-Laan,,40.00,60.00,36.00,26.00,35.00,42.00,18.00,30.00,31.00,44.00,,40.00,44.00,45.00,53.00,38.00,30.00,36.00,40.00,49.00,46.00,44.00,33.00,,36.00,36.00,49,82
1812,15280001356097,47.81,4,50,Cornelis Troostplein,,29.00,,,29.00,28.00,26.00,35.00,21.00,41.00,,27.00,26.00,19.00,25.00,39.00,26.00,34.00,24.00,18.00,,21.00,24.00,37.00,26.00,37.00,,32,62
1892,15280001451254,125.12,4,50,Churchill-Laan,,14.00,11.00,20.00,25.00,19.00,20.00,15.00,19.00,9.00,7.00,,18.00,13.00,13.00,12.00,18.00,11.00,24.00,9.00,36.00,25.00,13.00,13.00,,19.00,11.00,22,82
1814,15280001378066,18.76,4,50,Ferdinand Bolstraat,,32.00,,,31.00,25.00,37.00,33.00,15.00,42.00,,29.00,28.00,9.00,28.00,38.00,32.00,34.00,24.00,42.00,,25.00,13.00,47.00,23.00,44.00,,26,61
1820,15280001378060,15.32,4,50,Ferdinand Bolstraat,,31.00,34.00,9.00,8.00,22.00,32.00,36.00,32.00,29.00,25.00,34.00,30.00,44.00,33.00,33.00,15.00,31.00,27.00,30.00,34.00,42.00,50.00,28.00,47.00,20.00,32.00,,75
1821,15280001378061,8.84,4,50,Ferdinand Bolstraat,,31.00,34.00,9.00,8.00,22.00,32.00,36.00,32.00,26.00,35.00,34.00,29.00,44.00,33.00,33.00,11.00,33.00,27.00,30.00,34.00,41.00,50.00,27.00,44.00,20.00,32.00,,75
1822,-15280001378061,8.84,4,50,Ferdinand Bolstraat,,32.00,,,28.00,21.00,37.00,33.00,15.00,42.00,,28.00,32.00,9.00,30.00,38.00,32.00,35.00,24.00,42.00,,25.00,8.00,47.00,24.00,44.00,,26,62
1827,-15280001356098,52.76,4,50,Cornelis Troostplein,,28.00,36.00,20.00,,24.00,36.00,36.00,29.00,29.00,22.00,26.00,26.00,24.00,25.00,28.00,23.00,28.00,25.00,31.00,32.00,41.00,32.00,32.00,29.00,20.00,32.00,,80
1842,-15280001356109,111.96,4,50,Ferdinand Bolstraat,,29.00,,,34.00,34.00,24.00,43.00,21.00,45.00,7.00,27.00,29.00,19.00,25.00,38.00,36.00,34.00,24.00,22.00,,,20.00,34.00,31.00,37.00,,36,78
1873,15280001306359,41.49,4,50,Scheldestraat,,17.00,12.00,21.00,13.00,8.00,7.00,20.00,10.00,18.00,6.00,20.00,26.00,8.00,7.00,10.00,10.00,30.00,27.00,18.00,20.00,17.00,32.00,5.00,28.00,29.00,34.00,23,177
1874,-15280001306359,41.49,4,50,Scheldestraat,,23.00,19.00,31.00,11.00,22.00,33.00,36.00,31.00,26.00,27.00,28.00,29.00,,32.00,22.00,25.00,23.00,24.00,22.00,19.00,9.00,11.00,29.00,18.00,19.00,15.00,20,173
1875,15280000279982,271.61,4,50,Churchill-Laan,,25.00,17.00,19.00,25.00,22.00,32.00,36.00,18.00,29.00,,32.00,24.00,36.00,,20.00,14.00,32.00,17.00,,,23.00,,20.00,,51.00,27.00,20,74
1876,15280000280014,66.94,4,50,Scheldestraat,,10.00,10.00,21.00,7.00,16.00,6.00,5.00,5.00,14.00,4.00,6.00,6.00,11.00,10.00,7.00,8.00,10.00,20.00,7.00,14.00,9.00,22.00,7.00,28.00,28.00,34.00,17,174
1877,-15280000280014,66.94,4,50,Scheldestraat,,26.00,25.00,30.00,27.00,24.00,36.00,32.00,34.00,23.00,22.00,,28.00,37.00,32.00,36.00,25.00,33.00,32.00,29.00,19.00,,39.00,31.00,31.00,20.00,32.00,19,178
1878,15280000279986,79.50,4,50,Churchill-Laan,,43.00,51.00,42.00,49.00,47.00,45.00,48.00,34.00,19.00,39.00,42.00,40.00,41.00,46.00,50.00,42.00,51.00,39.00,57.00,47.00,34.00,17.00,48.00,56.00,64.00,50.00,49,76
1881,-15280001327077,14.68,4,50,Scheldestraat,,29.00,35.00,21.00,34.00,32.00,19.00,14.00,26.00,19.00,29.00,27.00,30.00,22.00,35.00,26.00,37.00,27.00,27.00,35.00,24.00,38.00,41.00,32.00,28.00,29.00,23.00,33,187
1882,15280001327077,14.68,4,50,Scheldestraat,,13.00,19.00,30.00,8.00,17.00,23.00,33.00,24.00,15.00,28.00,23.00,7.00,,7.00,18.00,16.00,9.00,8.00,21.00,19.00,9.00,10.00,13.00,16.00,20.00,28.00,19,167
1883,15280000279987,122.06,4,50,Churchill-Laan,,34.00,48.00,35.00,43.00,33.00,17.00,41.00,34.00,19.00,37.00,42.00,37.00,36.00,31.00,36.00,38.00,41.00,36.00,34.00,39.00,34.00,17.00,44.00,46.00,38.00,41.00,39,77
1884,15280001378079,15.77,4,50,Muzenplein,,41.00,53.00,35.00,26.00,31.00,44.00,18.00,30.00,23.00,39.00,,36.00,45.00,27.00,47.00,40.00,45.00,26.00,30.00,40.00,54.00,45.00,44.00,,41.00,49.00,44,82
1885,15280000279980,25.56,4,50,Churchill-Laan,,41.00,53.00,42.00,26.00,30.00,39.00,18.00,30.00,29.00,41.00,,36.00,43.00,27.00,47.00,40.00,45.00,36.00,36.00,40.00,50.00,45.00,44.00,,41.00,48.00,47,80
1894,15280001306389,93.52,4,50,Churchill-Laan,,42.00,52.00,15.00,49.00,47.00,42.00,44.00,33.00,19.00,42.00,42.00,41.00,42.00,47.00,52.00,17.00,51.00,31.00,54.00,39.00,34.00,,45.00,51.00,53.00,48.00,49,71
1895,-15280002544960,21.64,4,50,Scheldestraat,,10.00,10.00,30.00,8.00,8.00,12.00,22.00,18.00,7.00,28.00,20.00,5.00,,5.00,18.00,6.00,7.00,24.00,20.00,19.00,9.00,10.00,13.00,16.00,20.00,28.00,19,164
1896,15280002544963,38.36,4,50,Scheldestraat,,35.00,45.00,21.00,33.00,35.00,19.00,18.00,23.00,19.00,29.00,25.00,37.00,33.00,33.00,22.00,32.00,26.00,33.00,35.00,39.00,42.00,42.00,47.00,41.00,31.00,23.00,47,184
1898,15280000280793,18.78,4,50,Ferdinand Bolstraat,,35.00,45.00,21.00,45.00,35.00,28.00,27.00,25.00,20.00,27.00,27.00,37.00,25.00,35.00,25.00,32.00,23.00,33.00,33.00,39.00,40.00,43.00,45.00,39.00,31.00,23.00,47,181
1899,-15280001824388,16.01,4,50,Muzenplein,,43.00,47.00,15.00,47.00,48.00,38.00,42.00,29.00,19.00,42.00,40.00,35.00,45.00,47.00,51.00,,48.00,25.00,52.00,45.00,34.00,,51.00,45.00,50.00,48.00,46,69
1901,-15280000279969,16.46,4,50,Muzenplein,,42.00,47.00,15.00,47.00,48.00,39.00,41.00,29.00,19.00,43.00,40.00,41.00,45.00,48.00,51.00,,48.00,28.00,52.00,41.00,34.00,,45.00,52.00,49.00,48.00,47,69
1902,15280002544962,21.94,4,50,Scheldestraat,,30.00,37.00,21.00,34.00,35.00,19.00,14.00,22.00,19.00,31.00,28.00,38.00,22.00,35.00,18.00,37.00,26.00,31.00,35.00,21.00,43.00,41.00,39.00,41.00,31.00,23.00,47,187
1903,15280001306390,25.16,4,50,Churchill-Laan,,42.00,47.00,15.00,47.00,48.00,40.00,40.00,32.00,19.00,43.00,39.00,41.00,44.00,48.00,51.00,,48.00,30.00,53.00,39.00,34.00,,44.00,50.00,49.00,48.00,47,68
1904,15280001824503,5.92,4,50,Ferdinand Bolstraat,,33.00,27.00,44.00,31.00,35.00,26.00,27.00,26.00,34.00,13.00,32.00,37.00,,28.00,37.00,25.00,32.00,24.00,32.00,34.00,9.00,37.00,31.00,29.00,25.00,38.00,33,150
1905,15280000280795,19.88,4,50,Ferdinand Bolstraat,,33.00,41.00,21.00,38.00,32.00,32.00,26.00,20.00,30.00,22.00,27.00,37.00,13.00,36.00,39.00,27.00,27.00,25.00,33.00,32.00,38.00,40.00,38.00,32.00,31.00,23.00,53,177
1906,15280000280790,18.06,4,50,Ferdinand Bolstraat,,33.00,23.00,44.00,33.00,31.00,28.00,27.00,26.00,29.00,13.00,32.00,33.00,,26.00,37.00,25.00,30.00,24.00,33.00,34.00,9.00,37.00,31.00,30.00,25.00,38.00,33,149
1909,15280001306384,15.00,4,50,Ferdinand Bolstraat,,33.00,40.00,21.00,36.00,32.00,30.00,26.00,21.00,30.00,25.00,27.00,35.00,18.00,36.00,39.00,25.00,17.00,22.00,32.00,32.00,35.00,40.00,33.00,38.00,30.00,32.00,53,178
1914,-15280002544961,39.25,4,50,Scheldestraat,,19.00,19.00,29.00,14.00,13.00,12.00,8.00,18.00,26.00,26.00,20.00,16.00,,19.00,18.00,17.00,25.00,24.00,24.00,22.00,9.00,17.00,23.00,28.00,25.00,37.00,27,159
1917,15280001824505,6.61,4,50,Ferdinand Bolstraat,,35.00,44.00,21.00,45.00,35.00,33.00,30.00,25.00,18.00,23.00,29.00,37.00,21.00,35.00,39.00,32.00,27.00,33.00,33.00,37.00,38.00,43.00,38.00,39.00,31.00,23.00,47,179
1918,15280000280792,18.17,4,50,Ferdinand Bolstraat,,28.00,25.00,37.00,30.00,27.00,22.00,22.00,20.00,34.00,21.00,32.00,37.00,,27.00,31.00,25.00,32.00,24.00,29.00,26.00,9.00,17.00,29.00,29.00,25.00,38.00,31,151
1919,15280001824504,6.33,4,50,Ferdinand Bolstraat,,31.00,27.00,42.00,31.00,29.00,24.00,27.00,26.00,34.00,13.00,32.00,37.00,,28.00,37.00,25.00,32.00,24.00,30.00,34.00,9.00,37.00,31.00,29.00,25.00,38.00,33,150
1920,15280001824506,5.16,4,50,Ferdinand Bolstraat,,34.00,44.00,21.00,45.00,35.00,33.00,28.00,23.00,20.00,22.00,27.00,37.00,21.00,35.00,40.00,31.00,27.00,33.00,33.00,34.00,38.00,43.00,38.00,39.00,31.00,23.00,47,178
1925,15280001356100,13.81,4,50,Ferdinand Bolstraat,,32.00,38.00,21.00,,33.00,35.00,36.00,16.00,27.00,15.00,26.00,38.00,27.00,34.00,39.00,33.00,23.00,37.00,39.00,33.00,35.00,39.00,31.00,27.00,25.00,34.00,,102
1930,15280001306385,41.68,4,50,Ferdinand Bolstraat,,31.00,32.00,21.00,38.00,32.00,19.00,29.00,25.00,29.00,30.00,24.00,33.00,19.00,37.00,39.00,30.00,26.00,24.00,33.00,32.00,33.00,35.00,33.00,30.00,30.00,34.00,39,180
1931,15280001306387,16.98,4,50,Ferdinand Bolstraat,,33.00,19.00,44.00,33.00,31.00,27.00,24.00,21.00,17.00,16.00,32.00,30.00,,24.00,37.00,25.00,37.00,24.00,33.00,34.00,9.00,35.00,32.00,31.00,29.00,38.00,33,151
1933,15280001356099,63.50,4,50,Ferdinand Bolstraat,,28.00,26.00,21.00,28.00,26.00,19.00,33.00,20.00,18.00,26.00,10.00,38.00,24.00,34.00,39.00,33.00,28.00,32.00,33.00,30.00,35.00,32.00,32.00,36.00,27.00,34.00,35,181
1936,15280001306386,40.47,4,50,Ferdinand Bolstraat,,33.00,34.00,44.00,33.00,33.00,31.00,28.00,21.00,10.00,21.00,26.00,31.00,19.00,36.00,39.00,25.00,37.00,24.00,33.00,19.00,9.00,34.00,32.00,28.00,29.00,43.00,29,154
1943,15280001356091,111.29,4,50,Ferdinand Bolstraat,,26.00,26.00,21.00,,30.00,29.00,34.00,18.00,27.00,21.00,27.00,27.00,29.00,23.00,31.00,25.00,24.00,23.00,31.00,31.00,27.00,32.00,24.00,27.00,20.00,34.00,,96
1949,15280001071156,65.06,4,50,Ferdinand Bolstraat,,27.00,33.00,28.00,23.00,26.00,20.00,22.00,21.00,19.00,21.00,29.00,34.00,19.00,28.00,22.00,36.00,37.00,24.00,24.00,19.00,9.00,24.00,37.00,29.00,29.00,44.00,21,155
1950,-15280001356108,12.47,4,50,Ferdinand Bolstraat,,34.00,,,36.00,27.00,39.00,43.00,21.00,40.00,29.00,30.00,32.00,14.00,31.00,40.00,37.00,38.00,24.00,22.00,,,23.00,37.00,37.00,43.00,44.00,40,79
1115,-15280049408056,57.24,4,50,Hugo de Vrieslaan,,42.00,36.00,34.00,35.00,38.00,49.00,49.00,45.00,36.00,39.00,39.00,46.00,60.00,35.00,42.00,43.00,126.00,48.00,50.00,49.00,59.00,42.00,52.00,43.00,43.00,64.00,42,118
1965,15280000280721,34.98,4,45,AnonymousRoadnl14131879,,30.00,31.00,32.00,31.00,32.00,22.00,31.00,18.00,,32.00,36.00,37.00,,29.00,32.00,24.00,35.00,32.00,27.00,25.00,43.00,22.00,,33.00,30.00,33.00,27,90
1966,15280001378316,19.55,4,65,AnonymousRoadnl14131874,,18.00,,,,25.00,,,,25.00,16.00,,,,,29.00,,21.00,,,,,,,,,,,23
1967,15280001378320,42.29,4,50,De Borcht,,25.00,,,,24.00,,,,30.00,,,51.00,,,43.00,,28.00,,,,,,,,,,,25
1968,-15280000280720,15.76,4,45,AnonymousRoadnl14131879,,29.00,30.00,29.00,30.00,28.00,27.00,31.00,17.00,,30.00,38.00,32.00,,28.00,31.00,29.00,33.00,31.00,27.00,28.00,42.00,22.00,,31.00,32.00,29.00,27,87
1971,-15280051046264,66.17,4,50,De Borcht,,29.00,,,,22.00,,,,34.00,,33.00,54.00,,,46.00,,34.00,,,,,,,,,,,29
1972,15280051046264,66.17,4,50,De Borcht,,30.00,,,,,,26.00,,,25.00,28.00,,,,,31.00,,,26.00,35.00,27.00,,,,30.00,,,21
1973,-15280001378312,23.28,4,65,AnonymousRoadnl14131874,,18.00,,,,25.00,,,,29.00,16.00,,,,,33.00,,25.00,,,,,,,,,,,22
1976,-15280001378313,10.55,4,65,AnonymousRoadnl14131874,,25.00,,,,,,16.00,,,19.00,,,,,,26.00,,,19.00,39.00,32.00,,,,26.00,,,20
1977,-15280001666855,86.28,4,50,De Borcht,,31.00,,,,,,24.00,,,33.00,28.00,,,,,33.00,,,35.00,36.00,30.00,,,,33.00,,,21
1978,15280001666855,86.28,4,50,De Borcht,,33.00,,,,20.00,,,,37.00,,34.00,52.00,,,47.00,,34.00,,,,,,,,,,,28
1979,15280001666857,43.20,4,50,De Borcht,,28.00,,,,,,26.00,,,28.00,,,,,,29.00,,,30.00,29.00,32.00,,,,29.00,,,21
1980,15280001378319,19.84,4,50,De Borcht,,25.00,,,,,,17.00,,,22.00,,,,,,28.00,,,23.00,33.00,32.00,,,,25.00,,,20
1981,15280001666854,23.58,4,50,De Borcht,,31.00,,,,18.00,,,,37.00,,21.00,51.00,,,49.00,,33.00,,,,,,,,,,,25
2002,15280002275162,51.48,4,50,Europaboulevard,,35.00,31.00,35.00,37.00,,30.00,31.00,51.00,46.00,,27.00,,46.00,39.00,38.00,35.00,39.00,32.00,37.00,31.00,42.00,35.00,36.00,,28.00,,26,89
2003,15280002275170,187.72,4,50,Europaboulevard,,48.00,50.00,52.00,41.00,54.00,47.00,48.00,49.00,57.00,45.00,48.00,55.00,,63.00,59.00,57.00,54.00,60.00,,,63.00,,,49.00,63.00,71.00,55,89
2005,15280002275169,44.98,4,50,Europaboulevard,,37.00,41.00,42.00,34.00,41.00,32.00,36.00,34.00,41.00,34.00,40.00,48.00,,41.00,46.00,39.00,40.00,47.00,,,50.00,20.00,,43.00,58.00,53.00,40,89
2007,15280000280723,28.56,4,45,AnonymousRoadnl14131879,,30.00,31.00,29.00,32.00,,26.00,25.00,28.00,34.00,41.00,28.00,51.00,26.00,28.00,36.00,30.00,32.00,27.00,34.00,29.00,38.00,35.00,40.00,,26.00,,21,97
2011,-15280000280724,14.38,4,45,AnonymousRoadnl14131879,,31.00,26.00,,30.00,,26.00,29.00,,,41.00,29.00,,,24.00,,29.00,31.00,,34.00,32.00,37.00,35.00,,,26.00,,20,40
2014,-15280000293016,19.24,4,50,De Borcht,,21.00,,,,15.00,,,,32.00,,25.00,54.00,,,39.00,,16.00,,,,,,,,,,,30
2015,15280000293016,19.24,4,50,De Borcht,,23.00,,,,,,24.00,,,22.00,26.00,,,27.00,,25.00,,,21.00,24.00,26.00,,,,25.00,,,22
2018,15280000280727,39.14,4,45,AnonymousRoadnl14131879,,31.00,36.00,37.00,32.00,38.00,28.00,32.00,21.00,27.00,31.00,21.00,37.00,,32.00,36.00,33.00,35.00,47.00,,,47.00,23.00,,38.00,45.00,33.00,37,99
2019,-15280000293015,34.01,4,50,De Borcht,,16.00,,,,9.00,,,,17.00,,19.00,42.00,,,21.00,,17.00,,,,,,,,,,,31
2020,15280000293015,34.01,4,50,De Borcht,,22.00,,,,,,21.00,,,14.00,25.00,,,25.00,,17.00,,,22.00,22.00,26.00,,,,25.00,,,22
2024,-15280051046263,21.91,4,50,De Borcht,,24.00,,,,17.00,,,,32.00,,25.00,54.00,,,39.00,,22.00,,,,,,,,,,,29
2025,15280051046263,21.91,4,50,De Borcht,,25.00,,,,,,23.00,,,25.00,26.00,,,27.00,,27.00,,,25.00,31.00,26.00,,,,26.00,,,22
2027,15280000280725,32.01,4,45,AnonymousRoadnl14131879,,28.00,29.00,21.00,26.00,31.00,25.00,26.00,11.00,,29.00,29.00,31.00,,24.00,31.00,28.00,32.00,31.00,32.00,32.00,39.00,28.00,,26.00,30.00,28.00,27,90
2037,-15280049316674,213.11,4,50,Holterbergweg,,56.00,61.00,59.00,68.00,56.00,68.00,69.00,53.00,51.00,74.00,58.00,56.00,60.00,65.00,78.00,66.00,64.00,58.00,63.00,,71.00,70.00,77.00,65.00,54.00,56.00,106,127
2038,15280001670958,148.05,4,50,Holterbergweg,,57.00,63.00,56.00,54.00,59.00,62.00,57.00,63.00,64.00,55.00,57.00,34.00,53.00,60.00,55.00,58.00,64.00,57.00,61.00,40.00,67.00,83.00,65.00,77.00,53.00,,56,123
17102,-15280000286167,7.43,3,50,Bijlmerdreef,,30.00,11.00,15.00,26.00,29.00,22.00,28.00,27.00,40.00,9.00,69.00,34.00,9.00,35.00,32.00,34.00,32.00,24.00,35.00,21.00,31.00,29.00,17.00,,33.00,,,103
2163,-15280001670964,7.39,4,50,Van der Madeweg,,33.00,34.00,32.00,,37.00,82.00,33.00,24.00,47.00,49.00,43.00,42.00,25.00,,34.00,31.00,44.00,,,,63.00,,24.00,30.00,,,31,55
2167,15280001670962,11.37,4,50,Joan Muyskenweg,,32.00,34.00,23.00,28.00,37.00,82.00,35.00,23.00,47.00,41.00,43.00,37.00,23.00,,34.00,31.00,,,,,,,,30.00,,,31,70
2169,-15280000350737,251.11,4,50,Van der Madeweg,,41.00,58.00,34.00,112.00,53.00,78.00,47.00,52.00,47.00,52.00,51.00,51.00,54.00,,34.00,52.00,52.00,,,,72.00,,46.00,34.00,,,50,56
2174,-15280001671011,33.18,4,50,Joan Muyskenweg,,33.00,28.00,,,47.00,,24.00,,36.00,,39.00,38.00,,35.00,47.00,35.00,33.00,,,,,,42.00,,,,,53
2175,15280001670986,37.74,4,50,Joan Muyskenweg,,35.00,35.00,24.00,33.00,39.00,,36.00,31.00,47.00,44.00,25.00,29.00,28.00,32.00,36.00,32.00,20.00,,,,,,,37.00,,,36,55
2176,-15280001671010,26.96,4,50,Joan Muyskenweg,,38.00,28.00,,,48.00,,28.00,,36.00,,39.00,41.00,,43.00,47.00,36.00,42.00,,,,,,42.00,,,,,53
2181,15280001670985,22.97,4,50,Joan Muyskenweg,,39.00,39.00,32.00,41.00,45.00,,44.00,40.00,47.00,44.00,24.00,46.00,33.00,35.00,38.00,35.00,34.00,,,,,,,40.00,,,45,53
2186,-15280001670974,43.81,4,50,Joan Muyskenweg,,43.00,9.00,,,55.00,,33.00,,,,41.00,52.00,,49.00,47.00,50.00,46.00,,,,,,51.00,,,,,54
2187,15280001670974,43.81,4,50,Joan Muyskenweg,,45.00,39.00,45.00,41.00,49.00,,45.00,50.00,47.00,44.00,28.00,47.00,51.00,53.00,49.00,50.00,36.00,,,,,,,40.00,,,49,51
2191,15280000365227,309.75,3,80,Gooilandseweg,,37.00,26.00,24.00,24.00,37.00,34.00,57.00,28.00,36.00,27.00,68.00,18.00,23.00,22.00,19.00,17.00,23.00,23.00,,,,24.00,17.00,,34.00,23.00,,128
2199,-15280000350738,305.71,4,50,Van der Madeweg,,41.00,43.00,35.00,43.00,42.00,52.00,48.00,56.00,41.00,41.00,43.00,38.00,36.00,40.00,37.00,44.00,40.00,38.00,,,52.00,66.00,46.00,,50.00,47.00,52,147
2202,15280001670981,63.50,4,50,Joan Muyskenweg,,50.00,40.00,49.00,46.00,56.00,,51.00,58.00,47.00,55.00,39.00,52.00,57.00,56.00,49.00,57.00,30.00,,,,,,,47.00,,,56,51
2203,-15280001670981,63.50,4,50,Joan Muyskenweg,,47.00,,50.00,,62.00,,41.00,,,,41.00,54.00,,55.00,51.00,54.00,53.00,,,,,,56.00,,,,,54
2207,15280000350744,250.52,4,50,Van der Madeweg,,44.00,48.00,73.00,41.00,,31.00,51.00,,31.00,,41.00,55.00,47.00,,,,,,,,,,,,,,,58
454,15280049405146,16.02,4,50,Van der Madeweg,,35.00,38.00,40.00,37.00,,22.00,48.00,34.00,36.00,44.00,14.00,25.00,53.00,39.00,38.00,39.00,28.00,39.00,56.00,,,,,,,36.00,37,65
2229,15280051053406,524.22,0,100,A1,,91.00,88.00,90.00,88.00,92.00,86.00,87.00,87.00,87.00,85.00,89.00,92.00,97.00,91.00,89.00,91.00,83.00,85.00,85.00,93.00,95.00,99.00,102.00,95.00,97.00,99.00,100,2926
628,15280000351011,17.19,2,70,AnonymousRoadnl12154721,,25.00,35.00,33.00,38.00,38.00,37.00,34.00,35.00,32.00,39.00,30.00,33.00,35.00,35.00,36.00,33.00,37.00,38.00,12.00,18.00,39.00,,41.00,,12.00,42.00,49,101
2328,15280051033158,163.96,3,80,Muiderstraatweg,,44.00,46.00,50.00,45.00,50.00,50.00,46.00,46.00,47.00,43.00,49.00,48.00,44.00,47.00,45.00,45.00,53.00,48.00,56.00,,49.00,49.00,52.00,56.00,52.00,,61,166
2338,15280001485721,42.79,3,80,Weteringweg,,38.00,42.00,45.00,41.00,46.00,41.00,45.00,39.00,42.00,40.00,48.00,44.00,45.00,49.00,44.00,39.00,46.00,38.00,49.00,,43.00,40.00,42.00,44.00,38.00,,54,186
2355,15280051033157,108.71,3,80,Muiderstraatweg,,48.00,47.00,52.00,45.00,49.00,51.00,47.00,48.00,46.00,48.00,51.00,47.00,46.00,50.00,48.00,,54.00,47.00,59.00,,54.00,52.00,53.00,59.00,57.00,,63,166
2358,15280051033160,73.13,3,80,Muiderstraatweg,,51.00,59.00,47.00,61.00,48.00,54.00,38.00,46.00,52.00,60.00,54.00,52.00,53.00,59.00,47.00,51.00,68.00,,53.00,56.00,65.00,60.00,57.00,34.00,55.00,57.00,,175
2361,15280051033159,190.89,3,80,Muiderstraatweg,,49.00,49.00,50.00,59.00,50.00,54.00,47.00,44.00,57.00,57.00,49.00,50.00,57.00,60.00,52.00,48.00,61.00,,54.00,56.00,56.00,54.00,54.00,41.00,54.00,54.00,,175
2418,-15280002101669,195.18,3,80,Provincialeweg,,46.00,25.00,49.00,49.00,43.00,48.00,47.00,46.00,47.00,51.00,46.00,39.00,43.00,55.00,57.00,56.00,57.00,,51.00,48.00,,60.00,53.00,50.00,51.00,51.00,48,145
2427,15280002101662,14.28,3,80,Provincialeweg,,16.00,30.00,32.00,24.00,40.00,25.00,21.00,37.00,34.00,17.00,31.00,32.00,40.00,28.00,20.00,,14.00,13.00,17.00,11.00,20.00,7.00,3.00,13.00,10.00,24.00,13,143
2432,15280002269079,68.90,3,80,Muiderstraatweg,,13.00,20.00,31.00,34.00,43.00,37.00,8.00,10.00,16.00,7.00,16.00,25.00,17.00,41.00,27.00,7.00,15.00,,13.00,43.00,,45.00,,34.00,9.00,44.00,8,107
2436,15280051033161,69.08,3,80,Muiderstraatweg,,28.00,,19.00,,,,,,,16.00,,54.00,,,,,,,,14.00,47.00,,,26.00,,,,33
2440,-15280001485659,8.73,3,50,Muiderstraatweg,,10.00,3.00,,14.00,,22.00,,5.00,27.00,21.00,18.00,18.00,,25.00,20.00,,10.00,,30.00,11.00,,10.00,,13.00,,,,38
