id,segment id,length,frc,speedlimit,streetname,geom,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,base_hits
10577,15280002365163,139.97,0,100,A9,,96.00,87.00,89.00,94.00,91.00,90.00,93.00,89.00,93.00,87.00,90.00,91.00,95.00,,,,,31.00,,,,,,,,39.00,,2257
10581,15280049492237,23.92,3,70,Pampuslaan,,71.00,78.00,,74.00,,74.00,96.00,113.00,79.00,62.00,78.00,140.00,87.00,,,,,,,,,,,,,,,50
10583,-15280049492237,23.92,3,70,Pampuslaan,,73.00,68.00,66.00,84.00,70.00,71.00,84.00,87.00,,60.00,74.00,73.00,84.00,,,,,,,,,,,,,,,54
10584,15280002579474,232.28,0,100,A9,,96.00,96.00,100.00,104.00,100.00,103.00,97.00,102.00,92.00,93.00,97.00,102.00,103.00,103.00,97.00,100.00,98.00,98.00,97.00,101.00,94.00,99.00,109.00,108.00,106.00,94.00,95,419
10585,15280002763883,214.47,0,100,A9,,96.00,97.00,96.00,95.00,100.00,95.00,97.00,99.00,95.00,99.00,98.00,97.00,99.00,78.00,101.00,87.00,66.00,,76.00,,73.00,89.00,,65.00,65.00,71.00,87,1547
10586,15280049558497,40.70,3,70,Pampuslaan,,68.00,65.00,,74.00,,71.00,96.00,98.00,76.00,53.00,78.00,138.00,77.00,98.00,99.00,98.00,99.00,101.00,98.00,100.00,98.00,102.00,106.00,99.00,101.00,100.00,101,50
10587,-15280049558497,40.70,3,70,Pampuslaan,,73.00,68.00,67.00,82.00,70.00,71.00,84.00,86.00,,59.00,74.00,70.00,81.00,97.00,82.00,87.00,74.00,,76.00,,65.00,73.00,,,73.00,71.00,96,54
10588,15280002791232,29.40,0,100,A9,,96.00,89.00,90.00,96.00,92.00,91.00,94.00,89.00,93.00,90.00,90.00,91.00,96.00,79.00,97.00,86.00,65.00,,76.00,,75.00,86.00,,65.00,65.00,71.00,84,2256
10589,15280049873236,102.26,3,70,Pampuslaan,,67.00,68.00,,74.00,,72.00,92.00,98.00,77.00,65.00,73.00,138.00,81.00,95.00,97.00,99.00,98.00,101.00,100.00,101.00,105.00,101.00,97.00,101.00,99.00,99.00,99,50
10590,-15280049873236,102.26,3,70,Pampuslaan,,72.00,68.00,68.00,84.00,76.00,71.00,76.00,81.00,,63.00,75.00,68.00,80.00,98.00,77.00,91.00,73.00,,77.00,,69.00,72.00,,,70.00,73.00,96,53
10591,15280002763882,62.35,0,100,A9,,96.00,98.00,95.00,94.00,97.00,95.00,97.00,97.00,97.00,97.00,98.00,97.00,98.00,,,,,33.00,,,,,,,,33.00,,1549
10594,15280002791233,248.07,0,100,A9,,97.00,92.00,93.00,98.00,93.00,94.00,97.00,95.00,94.00,93.00,92.00,94.00,96.00,94.00,98.00,99.00,99.00,101.00,102.00,101.00,104.00,101.00,97.00,102.00,99.00,100.00,98,2256
10598,15280002602623,71.57,4,50,Holterbergweg,,36.00,51.00,42.00,32.00,41.00,43.00,29.00,38.00,22.00,37.00,37.00,27.00,39.00,35.00,39.00,33.00,43.00,38.00,41.00,42.00,32.00,6.00,30.00,,,,,101
10604,15280002602638,9.83,4,50,Holterbergweg,,19.00,16.00,18.00,35.00,31.00,38.00,17.00,30.00,3.00,17.00,26.00,16.00,32.00,16.00,32.00,21.00,30.00,36.00,35.00,32.00,21.00,,24.00,,,,,160
10611,-15280002602600,9.57,4,50,Holterbergweg,,35.00,41.00,31.00,36.00,31.00,38.00,31.00,21.00,33.00,31.00,17.00,27.00,32.00,35.00,39.00,40.00,37.00,39.00,43.00,34.00,44.00,22.00,34.00,35.00,36.00,33.00,15,397
10619,-15280002662291,10.24,4,50,Holterbergweg,,38.00,40.00,30.00,37.00,37.00,35.00,33.00,21.00,34.00,36.00,14.00,23.00,31.00,37.00,40.00,39.00,39.00,41.00,44.00,35.00,38.00,42.00,37.00,54.00,37.00,50.00,15,463
10621,-15280002662292,19.65,4,50,Holterbergweg,,36.00,40.00,30.00,37.00,31.00,34.00,32.00,13.00,33.00,32.00,20.00,18.00,28.00,34.00,34.00,40.00,37.00,40.00,43.00,34.00,34.00,42.00,36.00,42.00,36.00,37.00,15,462
10622,15280002662285,20.65,4,50,Muntbergweg,,13.00,16.00,11.00,9.00,14.00,37.00,9.00,17.00,18.00,17.00,19.00,16.00,26.00,16.00,18.00,17.00,15.00,32.00,35.00,22.00,47.00,,20.00,,,,,155
10631,15280001383476,124.84,4,50,Muntbergweg,,23.00,23.00,16.00,17.00,31.00,28.00,14.00,18.00,42.00,24.00,21.00,30.00,16.00,18.00,31.00,33.00,16.00,28.00,47.00,32.00,60.00,42.00,24.00,54.00,28.00,46.00,49,467
10636,15280002662284,22.23,4,50,Muntbergweg,,29.00,24.00,19.00,34.00,33.00,24.00,18.00,19.00,26.00,30.00,18.00,28.00,29.00,26.00,29.00,26.00,23.00,32.00,28.00,30.00,32.00,,37.00,46.00,36.00,41.00,52,290
10637,15280002807429,4.30,4,50,Europaboulevard,,37.00,32.00,35.00,36.00,42.00,39.00,43.00,38.00,38.00,38.00,39.00,40.00,36.00,41.00,28.00,41.00,46.00,40.00,36.00,27.00,36.00,43.00,52.00,47.00,51.00,42.00,43,600
10638,15280002807433,30.64,4,50,President Kennedylaan,,26.00,18.00,38.00,12.00,31.00,9.00,,38.00,35.00,36.00,27.00,42.00,18.00,35.00,15.00,34.00,,12.00,32.00,17.00,,27.00,24.00,,22.00,42.00,28,158
10640,15280049624308,14.91,4,50,Europaplein,,36.00,36.00,27.00,43.00,37.00,34.00,40.00,35.00,36.00,40.00,37.00,34.00,33.00,22.00,43.00,73.00,39.00,41.00,53.00,58.00,51.00,,,,,,,397
10642,-15280049402675,8.38,4,50,President Kennedylaan,,16.00,18.00,38.00,12.00,31.00,5.00,,37.00,36.00,36.00,26.00,42.00,13.00,36.00,15.00,14.00,,8.00,,13.00,,27.00,11.00,,6.00,42.00,,154
10648,-15280049402632,49.91,4,50,President Kennedylaan,,11.00,13.00,12.00,10.00,4.00,6.00,11.00,10.00,20.00,18.00,7.00,12.00,6.00,,,,,,,,,,,,,,,193
10652,-15280049402676,19.84,4,50,President Kennedylaan,,10.00,18.00,37.00,12.00,10.00,5.00,,10.00,36.00,36.00,32.00,37.00,6.00,22.00,41.00,102.00,39.00,45.00,63.00,61.00,44.00,,,,,,,154
10656,15280049624310,22.46,4,50,President Kennedylaan,,16.00,11.00,7.00,26.00,32.00,3.00,10.00,,39.00,31.00,27.00,33.00,40.00,,,,,,,,,,,,,,,38
10659,15280049624312,15.48,4,50,Europaplein,,37.00,31.00,30.00,37.00,39.00,39.00,40.00,38.00,36.00,35.00,39.00,36.00,36.00,32.00,28.00,40.00,46.00,43.00,36.00,39.00,36.00,43.00,55.00,45.00,50.00,41.00,46,442
10661,15280049624309,45.59,4,50,Europaplein,,36.00,33.00,15.00,41.00,37.00,35.00,38.00,35.00,34.00,44.00,38.00,32.00,33.00,37.00,37.00,43.00,39.00,43.00,35.00,36.00,41.00,31.00,30.00,33.00,20.00,33.00,41,411
10662,15280049624313,30.61,4,50,President Kennedylaan,,28.00,,,,20.00,,,51.00,,28.00,37.00,,45.00,,,,33.00,,,,,,,,,,43,24
10775,15280002736789,11.71,4,50,Holterbergweg,,55.00,60.00,60.00,56.00,51.00,51.00,52.00,52.00,67.00,53.00,60.00,60.00,57.00,7.00,,,,5.00,,3.00,,8.00,,14.00,,,,203
10692,15280002807436,57.84,4,50,Europaplein,,35.00,24.00,27.00,44.00,40.00,25.00,38.00,23.00,30.00,44.00,35.00,26.00,17.00,21.00,35.00,42.00,31.00,45.00,35.00,33.00,40.00,17.00,33.00,28.00,27.00,21.00,18,413
10693,15280049624311,15.17,4,50,Europaplein,,35.00,23.00,30.00,36.00,37.00,40.00,36.00,38.00,34.00,30.00,36.00,36.00,32.00,13.00,28.00,37.00,38.00,43.00,36.00,39.00,30.00,43.00,44.00,45.00,50.00,31.00,46,461
10694,15280049413434,40.02,4,50,Europaplein,,30.00,8.00,8.00,34.00,31.00,29.00,28.00,36.00,30.00,26.00,21.00,34.00,30.00,10.00,24.00,35.00,38.00,43.00,33.00,37.00,28.00,43.00,47.00,37.00,50.00,31.00,45,462
10719,15280049560123,44.23,4,50,Europaboulevard,,15.00,17.00,27.00,41.00,21.00,16.00,8.00,15.00,8.00,9.00,5.00,10.00,35.00,,,,,,,19.00,,,,,,,,389
10750,-15280049402673,8.87,4,50,President Kennedylaan,,36.00,36.00,37.00,39.00,35.00,40.00,46.00,47.00,36.00,40.00,38.00,10.00,40.00,,,,29.00,29.00,,,,,,21.00,,,,176
10752,15280001669172,212.71,4,50,President Kennedylaan,,28.00,32.00,22.00,32.00,29.00,29.00,33.00,29.00,17.00,31.00,32.00,27.00,17.00,25.00,,22.00,19.00,23.00,,,25.00,,,,,,,177
10755,-15280049860066,47.24,4,50,President Kennedylaan,,42.00,44.00,48.00,40.00,43.00,47.00,49.00,49.00,36.00,53.00,40.00,34.00,45.00,,,,,,,,,,,,,,,178
10762,-15280002736793,263.61,4,50,Holterbergweg,,50.00,49.00,29.00,18.00,26.00,44.00,45.00,30.00,11.00,51.00,6.00,3.00,4.00,,,,,,,,,,,,,,,100
10773,-15280002736794,8.89,4,50,Holterbergweg,,58.00,67.00,60.00,52.00,54.00,58.00,52.00,51.00,52.00,62.00,48.00,14.00,25.00,10.00,,,,3.00,,3.00,,8.00,,2.00,,,,93
10778,15280002807434,29.46,4,50,President Kennedylaan,,27.00,4.00,,47.00,42.00,,,55.00,46.00,9.00,15.00,,11.00,,,,,21.00,,,,,,,,,,38
10782,15280002807430,51.09,4,50,Europaboulevard,,40.00,39.00,39.00,41.00,42.00,40.00,43.00,41.00,38.00,39.00,42.00,41.00,37.00,26.00,,28.00,28.00,26.00,,32.00,35.00,,,,,,,592
10784,-15280049402629,24.03,4,50,President Kennedylaan,,34.00,39.00,43.00,40.00,42.00,,,37.00,,18.00,35.00,,28.00,57.00,40.00,44.00,18.00,25.00,33.00,40.00,,22.00,55.00,68.00,69.00,,79,27
10785,15280002736780,196.59,4,50,Holterbergweg,,45.00,46.00,50.00,31.00,56.00,48.00,26.00,41.00,56.00,34.00,31.00,18.00,52.00,39.00,73.00,,,47.00,26.00,39.00,,52.00,,,,,,191
10787,15280002807432,8.86,4,50,Europaboulevard,,34.00,36.00,27.00,43.00,37.00,31.00,33.00,31.00,18.00,22.00,36.00,33.00,32.00,50.00,,,51.00,39.00,,,,,,27.00,,,,401
10789,-15280049402674,27.44,4,50,President Kennedylaan,,29.00,37.00,35.00,36.00,32.00,39.00,30.00,39.00,35.00,40.00,33.00,10.00,35.00,39.00,28.00,34.00,30.00,65.00,11.00,39.00,67.00,52.00,28.00,35.00,37.00,25.00,28,176
10790,-15280049860067,10.51,4,50,President Kennedylaan,,38.00,43.00,43.00,41.00,35.00,40.00,46.00,49.00,36.00,42.00,38.00,10.00,40.00,,,27.00,,,,36.00,,,,,,,,176
10802,15280051053405,1110.44,0,100,A1,,90.00,67.00,71.00,70.00,84.00,65.00,62.00,62.00,65.00,56.00,57.00,66.00,93.00,,,,,9.00,,,,22.00,,,,,,2917
10809,15280049402626,12.38,4,50,Europaboulevard,,39.00,42.00,33.00,40.00,37.00,36.00,35.00,44.00,36.00,39.00,30.00,25.00,26.00,,,,,,,,,,,,,,,536
10838,-15280002736785,197.28,4,50,Holterbergweg,,51.00,45.00,57.00,50.00,56.00,51.00,47.00,43.00,51.00,40.00,42.00,9.00,38.00,62.00,46.00,46.00,51.00,49.00,53.00,50.00,59.00,49.00,61.00,,,,,93
10843,15280002665299,83.14,4,50,Holterbergweg,,42.00,44.00,41.00,27.00,37.00,24.00,17.00,35.00,38.00,28.00,18.00,6.00,8.00,,,,,,,,,,,,,,,266
10848,15280002602849,11.52,4,50,Holterbergweg,,38.00,48.00,45.00,33.00,39.00,23.00,12.00,39.00,36.00,35.00,28.00,6.00,8.00,51.00,14.00,29.00,15.00,21.00,36.00,40.00,56.00,,48.00,66.00,67.00,28.00,79,280
10853,-15280002602847,10.56,4,50,Holterbergweg,,45.00,47.00,55.00,46.00,49.00,49.00,19.00,41.00,51.00,19.00,43.00,27.00,32.00,49.00,43.00,34.00,40.00,51.00,41.00,49.00,56.00,41.00,61.00,,,,,86
10855,15280049402630,115.74,4,50,Europaboulevard,,11.00,16.00,8.00,13.00,20.00,29.00,8.00,40.00,24.00,6.00,7.00,16.00,23.00,,,,,,,,,,,,,,,148
10864,15280049851348,63.08,4,50,Europaboulevard,,31.00,27.00,41.00,39.00,42.00,32.00,44.00,41.00,31.00,15.00,40.00,31.00,18.00,47.00,25.00,37.00,44.00,32.00,45.00,45.00,32.00,52.00,55.00,54.00,50.00,51.00,45,594
10865,15280049560122,61.74,4,50,Europaboulevard,,20.00,22.00,20.00,24.00,36.00,15.00,16.00,27.00,19.00,24.00,11.00,24.00,23.00,,,27.00,15.00,36.00,36.00,,,,30.00,,,,,389
10867,-15280002665297,72.57,4,50,Holterbergweg,,37.00,47.00,56.00,38.00,37.00,20.00,25.00,29.00,34.00,31.00,30.00,20.00,19.00,49.00,46.00,34.00,37.00,46.00,41.00,48.00,53.00,45.00,61.00,,,,,103
10873,-15280002665298,71.65,4,50,Holterbergweg,,45.00,52.00,51.00,43.00,41.00,39.00,41.00,44.00,46.00,39.00,40.00,27.00,32.00,,,,,,,,,,,,,,,103
10880,15280049851347,55.45,4,50,Europaboulevard,,42.00,44.00,47.00,41.00,40.00,38.00,44.00,39.00,37.00,37.00,43.00,45.00,40.00,,,,,,,,,,,,,,,591
10886,15280002665300,65.15,4,50,Holterbergweg,,37.00,35.00,26.00,14.00,31.00,16.00,15.00,20.00,11.00,24.00,5.00,8.00,7.00,14.00,35.00,48.00,36.00,43.00,46.00,37.00,47.00,,36.00,56.00,46.00,37.00,62,266
10904,-15280002602601,65.43,4,50,Holterbergweg,,15.00,36.00,28.00,24.00,8.00,6.00,22.00,12.00,5.00,24.00,9.00,7.00,6.00,,,34.00,,,,,,,,,,,,259
10905,15280049536298,125.71,4,50,Europaboulevard,,34.00,37.00,36.00,28.00,33.00,34.00,35.00,39.00,29.00,31.00,31.00,37.00,30.00,7.00,13.00,18.00,19.00,11.00,37.00,32.00,41.00,,,42.00,57.00,,,623
10906,15280001383482,19.15,4,50,AnonymousRoadnl14153484,,31.00,24.00,25.00,33.00,33.00,11.00,17.00,15.00,17.00,16.00,21.00,8.00,6.00,36.00,24.00,40.00,31.00,36.00,38.00,39.00,41.00,43.00,43.00,41.00,34.00,31.00,42,166
10908,15280002662293,55.88,4,50,Muntbergweg,,35.00,20.00,28.00,34.00,29.00,24.00,19.00,13.00,16.00,9.00,17.00,16.00,9.00,,13.00,,,,24.00,34.00,,,,,,,,375
10910,15280002733223,45.10,4,50,Europaboulevard,,43.00,44.00,35.00,44.00,42.00,44.00,40.00,42.00,45.00,36.00,35.00,47.00,43.00,59.00,,50.00,64.00,69.00,67.00,63.00,63.00,71.00,58.00,58.00,61.00,59.00,64,546
10912,15280051025748,356.51,4,100,AnonymousRoadnl14153350,,61.00,63.00,58.00,62.00,58.00,54.00,57.00,40.00,53.00,53.00,56.00,49.00,55.00,47.00,45.00,41.00,46.00,49.00,44.00,48.00,50.00,57.00,49.00,46.00,56.00,50.00,50,193
10915,-15280002103730,113.93,3,80,Provincialeweg,,25.00,50.00,12.00,24.00,22.00,31.00,13.00,,18.00,,16.00,32.00,10.00,24.00,23.00,,37.00,23.00,22.00,37.00,32.00,,,,24.00,25.00,,67
10916,15280001383479,15.38,4,50,AnonymousRoadnl14153479,,14.00,,6.00,29.00,13.00,,18.00,11.00,29.00,8.00,1.00,4.00,,,,,,,,,,,,,,5.00,,117
10919,15280002103720,6.50,3,80,Weesperstraat,,29.00,42.00,32.00,23.00,41.00,35.00,,,19.00,51.00,39.00,,,,,,,,,,,,,,,,,58
10923,-15280002103720,6.50,3,80,Weesperstraat,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,15
10927,-15280002238892,39.89,3,80,Provincialeweg,,51.00,,53.00,117.00,56.00,55.00,49.00,67.00,53.00,49.00,62.00,25.00,56.00,60.00,65.00,,,,,,,,,,56.00,50.00,,49
10928,15280049805019,33.40,4,50,AnonymousRoadnl14153479,,24.00,24.00,26.00,33.00,22.00,11.00,11.00,7.00,14.00,13.00,11.00,4.00,3.00,,,,,,,,,,,,,,,282
10931,-15280002238890,13.87,3,80,Provincialeweg,,55.00,66.00,54.00,65.00,40.00,52.00,60.00,67.00,55.00,26.00,57.00,47.00,52.00,51.00,45.00,38.00,60.00,58.00,58.00,61.00,50.00,,,,61.00,,,63
10934,15280002238890,13.87,3,80,Provincialeweg,,55.00,,53.00,117.00,56.00,56.00,59.00,77.00,59.00,55.00,63.00,48.00,56.00,,,,,,,,,,,,,,,49
10936,-15280000365763,74.84,4,50,Amstellandlaan,,42.00,42.00,45.00,34.00,,42.00,41.00,44.00,,,,50.00,,,,,,,,,,,,,,,,35
10938,-15280002103731,39.23,3,80,Provincialeweg,,49.00,66.00,41.00,54.00,40.00,47.00,59.00,44.00,52.00,29.00,39.00,47.00,47.00,50.00,44.00,38.00,48.00,51.00,54.00,50.00,40.00,,,,38.00,,,63
10942,15280049297504,17.77,4,50,Amstellandlaan,,41.00,36.00,45.00,36.00,,42.00,39.00,44.00,,,36.00,50.00,,,,30.00,,,,,,,37.00,,,,57,36
10943,15280049536299,7.15,4,50,Europaboulevard,,29.00,29.00,34.00,16.00,28.00,31.00,29.00,25.00,28.00,27.00,27.00,31.00,35.00,16.00,52.00,19.00,5.00,58.00,46.00,61.00,39.00,50.00,49.00,48.00,8.00,57.00,17,628
10944,15280002662296,50.50,4,50,Muntbergweg,,31.00,26.00,48.00,56.00,25.00,14.00,26.00,55.00,38.00,40.00,39.00,61.00,14.00,24.00,16.00,31.00,36.00,26.00,33.00,28.00,35.00,34.00,27.00,31.00,23.00,23.00,33,263
10947,15280049404125,11.28,4,50,Europaboulevard,,38.00,38.00,39.00,35.00,31.00,38.00,35.00,39.00,38.00,35.00,31.00,45.00,43.00,,,,,,,,,,,,,,,596
10952,15280002784861,13.67,4,50,Europaboulevard,,18.00,17.00,39.00,16.00,34.00,20.00,29.00,24.00,31.00,13.00,34.00,27.00,30.00,,,,,,,,,,,,,,,219
10955,15280049297505,124.35,4,50,Amstellandlaan,,38.00,42.00,31.00,,,24.00,32.00,41.00,,,32.00,47.00,,,,,,,,,,,,,,,,35
10956,-15280001183831,37.84,4,50,AnonymousRoadnl14131484,,30.00,28.00,29.00,31.00,28.00,32.00,30.00,33.00,28.00,30.00,29.00,32.00,36.00,,,,,,,,,,,,,,,409
10959,-15280049547765,57.96,4,50,Amstellandlaan,,30.00,,32.00,34.00,44.00,,40.00,,,26.00,11.00,,,,,,,,,,23.00,,,,,48.00,,21
10961,15280049547765,57.96,4,50,Amstellandlaan,,22.00,33.00,20.00,,,5.00,13.00,31.00,,,12.00,17.00,,30.00,7.00,,,,24.00,,,,,,,,,40
10964,15280000365485,24.61,4,50,Amstellandlaan,,20.00,29.00,20.00,,,6.00,39.00,36.00,,,26.00,9.00,,,,,,,,,,,,,,,,40
10967,-15280000365485,24.61,4,50,Amstellandlaan,,25.00,,30.00,35.00,45.00,,20.00,,,22.00,11.00,,17.00,,,,,,,,,,,,,,,26
10968,-15280049559806,101.06,4,50,Amstellandlaan,,29.00,,22.00,37.00,42.00,,38.00,,,40.00,15.00,,,53.00,,,36.00,,,23.00,,,,51.00,2.00,33.00,,21
10969,15280001824397,175.79,0,100,Ringweg-Zuid,,95.00,94.00,96.00,95.00,93.00,95.00,98.00,101.00,98.00,98.00,99.00,97.00,97.00,13.00,18.00,19.00,15.00,20.00,32.00,39.00,43.00,38.00,48.00,51.00,42.00,40.00,52,2720
10970,15280002662294,63.42,4,50,Muntbergweg,,41.00,26.00,31.00,32.00,28.00,25.00,20.00,13.00,10.00,18.00,18.00,17.00,18.00,98.00,98.00,98.00,98.00,98.00,98.00,100.00,98.00,97.00,101.00,100.00,96.00,100.00,93,371
10972,-15280000365483,28.11,3,50,Plataanlaan,,31.00,31.00,,,36.00,8.00,25.00,11.00,43.00,32.00,29.00,23.00,21.00,,,,,,,,,,,,,,,50
10973,15280049296443,117.52,4,50,Europaboulevard,,36.00,40.00,28.00,38.00,28.00,43.00,40.00,26.00,46.00,22.00,33.00,48.00,43.00,18.00,6.00,,28.00,17.00,8.00,31.00,17.00,19.00,10.00,,54.00,33.00,,595
10975,15280000365483,28.11,3,50,Plataanlaan,,16.00,7.00,4.00,35.00,43.00,9.00,21.00,27.00,5.00,5.00,17.00,8.00,18.00,45.00,38.00,35.00,44.00,44.00,39.00,42.00,45.00,53.00,46.00,49.00,54.00,47.00,45,59
10978,15280049804849,36.00,4,50,Muntbergweg,,46.00,45.00,52.00,58.00,42.00,40.00,50.00,52.00,51.00,50.00,50.00,56.00,46.00,,,,,,,,,,,,,,,286
10987,-15280049804842,29.93,4,50,Muntbergweg,,24.00,27.00,38.00,30.00,14.00,30.00,9.00,6.00,8.00,16.00,10.00,22.00,21.00,24.00,25.00,,36.00,34.00,17.00,26.00,31.00,25.00,,,,31.00,43,331
10988,15280002152849,90.03,3,50,Casparuslaan,,23.00,19.00,28.00,,,14.00,21.00,28.00,17.00,10.00,17.00,3.00,,25.00,6.00,13.00,26.00,15.00,37.00,23.00,36.00,20.00,33.00,28.00,31.00,22.00,36,79
10989,-15280002152849,90.03,3,50,Casparuslaan,,22.00,26.00,,7.00,25.00,22.00,49.00,,35.00,26.00,33.00,25.00,27.00,,6.00,14.00,29.00,20.00,34.00,,40.00,17.00,,31.00,32.00,,33,55
10995,15280000286242,10.81,4,50,AnonymousRoadnl14153350,,37.00,38.00,50.00,11.00,146.00,46.00,27.00,49.00,41.00,38.00,42.00,2.00,39.00,,,19.00,,,,,,,,,,,,93
11002,15280049804845,23.58,4,50,Muntbergweg,,32.00,31.00,41.00,48.00,35.00,41.00,8.00,28.00,14.00,,13.00,14.00,31.00,,,,,,,,,,,,,,,118
11004,-15280049804841,20.63,4,50,Muntbergweg,,14.00,13.00,40.00,14.00,22.00,14.00,12.00,5.00,6.00,5.00,5.00,18.00,16.00,,,,,,,,,,,,,,,213
11006,15280002733224,40.93,4,50,Europaboulevard,,41.00,44.00,35.00,41.00,38.00,41.00,42.00,43.00,39.00,40.00,32.00,40.00,36.00,28.00,42.00,30.00,35.00,32.00,46.00,37.00,47.00,49.00,49.00,49.00,43.00,57.00,19,540
11007,15280002126581,8.73,4,50,Muntbergweg,,34.00,40.00,50.00,52.00,36.00,41.00,33.00,49.00,46.00,38.00,50.00,40.00,35.00,40.00,38.00,41.00,41.00,49.00,41.00,44.00,48.00,57.00,47.00,40.00,49.00,48.00,47,379
11008,15280002375305,47.64,4,130,AnonymousRoadnl14130781,,76.00,79.00,75.00,75.00,71.00,75.00,74.00,75.00,74.00,73.00,76.00,76.00,82.00,43.00,21.00,6.00,6.00,,46.00,37.00,51.00,42.00,15.00,,43.00,35.00,41,582
11009,15280049804843,10.29,4,100,AnonymousRoadnl14153350,,37.00,38.00,50.00,11.00,146.00,46.00,27.00,49.00,51.00,38.00,42.00,17.00,40.00,75.00,82.00,82.00,79.00,80.00,71.00,75.00,84.00,80.00,74.00,83.00,103.00,93.00,75,92
11010,15280001824398,210.44,0,100,Ringweg-Zuid,,95.00,93.00,97.00,95.00,94.00,93.00,97.00,99.00,95.00,97.00,98.00,97.00,96.00,23.00,7.00,19.00,11.00,28.00,23.00,20.00,20.00,26.00,19.00,41.00,28.00,16.00,34,2717
11011,-15280000286228,9.34,4,50,Muntbergweg,,22.00,11.00,40.00,14.00,27.00,14.00,28.00,23.00,24.00,6.00,10.00,18.00,16.00,98.00,97.00,98.00,96.00,98.00,97.00,100.00,96.00,96.00,100.00,97.00,98.00,100.00,97,213
11013,15280002733226,35.84,4,50,Europaboulevard,,33.00,36.00,38.00,43.00,44.00,34.00,44.00,43.00,33.00,31.00,44.00,42.00,24.00,,,,,,,,,,,,,,,596
11014,15280049804848,25.26,4,50,Muntbergweg,,39.00,42.00,58.00,58.00,39.00,38.00,52.00,52.00,51.00,42.00,50.00,57.00,35.00,45.00,52.00,57.00,36.00,32.00,50.00,26.00,33.00,49.00,57.00,49.00,,57.00,32,286
11019,15280001383486,12.42,4,50,Muntbergweg,,38.00,36.00,48.00,56.00,39.00,36.00,29.00,56.00,47.00,43.00,39.00,61.00,35.00,29.00,52.00,30.00,3.00,58.00,50.00,64.00,51.00,49.00,49.00,50.00,43.00,57.00,19,263
11024,15280001383480,11.69,4,50,Muntbergweg,,29.00,12.00,39.00,19.00,27.00,14.00,26.00,22.00,24.00,6.00,10.00,18.00,16.00,23.00,16.00,24.00,12.00,16.00,26.00,20.00,21.00,26.00,19.00,41.00,28.00,29.00,34,213
11029,15280000286241,10.77,4,50,AnonymousRoadnl14153479,,21.00,,24.00,38.00,21.00,,26.00,26.00,29.00,23.00,,2.00,,26.00,6.00,,5.00,14.00,19.00,26.00,26.00,,54.00,13.00,,,,117
11034,15280049804844,19.04,4,100,AnonymousRoadnl14153350,,34.00,35.00,41.00,37.00,38.00,43.00,16.00,43.00,29.00,38.00,26.00,28.00,41.00,40.00,21.00,11.00,41.00,69.00,42.00,39.00,47.00,47.00,32.00,14.00,29.00,38.00,43,212
11036,15280049536320,59.52,0,100,Ringweg-Zuid,,91.00,93.00,95.00,62.00,63.00,48.00,56.00,61.00,84.00,87.00,91.00,91.00,92.00,,,,,,,,,,,,,,32,2937
11043,15280049296428,20.75,0,100,Ringweg-Zuid,,96.00,96.00,97.00,98.00,94.00,97.00,96.00,101.00,99.00,99.00,100.00,100.00,99.00,14.00,19.00,,,,,,,,,,,,,2722
11052,15280049536324,37.63,0,100,Ringweg-Zuid,,96.00,96.00,97.00,98.00,93.00,97.00,97.00,100.00,99.00,99.00,100.00,99.00,99.00,,,28.00,,,,,,,,24.00,,,,2722
11059,-15280000283668,38.01,4,50,AnonymousRoadnl14130781,,12.00,12.00,9.00,14.00,15.00,12.00,13.00,34.00,12.00,16.00,18.00,7.00,11.00,,,,,39.00,,,,,,,,,2,179
11064,15280000281210,19.78,4,50,Europaboulevard,,36.00,32.00,42.00,32.00,31.00,41.00,33.00,51.00,46.00,23.00,43.00,40.00,45.00,,,28.00,,,,,,,,24.00,,,,431
11066,-15280049804881,73.59,4,50,Muntbergweg,,37.00,39.00,41.00,43.00,28.00,45.00,11.00,7.00,9.00,9.00,28.00,16.00,14.00,,,,,,,,,,,,,,,330
11070,15280002795908,52.97,0,100,Ringweg-Zuid,,92.00,93.00,93.00,65.00,66.00,47.00,55.00,61.00,83.00,87.00,92.00,90.00,91.00,,,,,,,,,,,,,,,2940
11076,15280000283660,77.45,4,50,Europaboulevard,,47.00,46.00,50.00,37.00,9.00,7.00,40.00,44.00,47.00,45.00,44.00,43.00,44.00,,,,,43.00,,,,15.00,,,,42.00,0,531
11081,15280049804659,79.75,4,80,AnonymousRoadnl14130777,,45.00,53.00,46.00,40.00,42.00,48.00,44.00,52.00,46.00,52.00,44.00,50.00,43.00,,,,,,,,,,,,,,,465
11094,15280049593564,19.83,0,100,Ringweg-Zuid,,96.00,96.00,95.00,97.00,94.00,97.00,96.00,100.00,98.00,99.00,100.00,99.00,99.00,,,,,,,,,,,,,,,2723
11098,15280049593642,32.91,0,100,Ringweg-Zuid,,96.00,96.00,97.00,97.00,94.00,97.00,96.00,101.00,99.00,99.00,100.00,99.00,99.00,,,,,35.00,,,,26.00,,,,42.00,41,2723
