id,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname,base_hits
9347,93,40,49,27,47,38,41,50,37,46,20,34,29,50,67,54,97,89,95,99,102,97,96,103,101,95,90,100,0,A9,960
16722,62,70,75,50,73,64,61,62,78,79,81,71,60,48,81,,,71,,,,,,88,,,120,60,4,Kanaaldijk,43
60,31,33,34,,24,31,,,30,26,33,,43,18,,25,20,,,,26,27,,,,,39,50,4,Kromwijkdreef,47
62,11,,31,13,27,,6,6,11,35,23,19,24,5,23,,,,8,,4,48,34,,28,,,50,4,Kromwijkdreef,21
65,33,,40,,20,31,16,24,31,37,,38,,,,35,,54,32,,,,,,,20,26,50,4,Kromwijkdreef,21
66,12,,31,10,35,6,2,8,11,46,6,19,24,5,22,,,,8,,4,48,1,,28,,,50,4,Kromwijkdreef,21
67,87,85,97,87,89,90,84,86,85,81,90,90,94,93,89,95,88,91,86,93,89,88,97,102,93,93,96,100,0,Gaasperdammerweg,606
68,35,34,34,,26,31,,,37,36,38,,43,28,,30,36,36,,,32,32,32,,,,43,50,4,Kromwijkdreef,71
71,43,,31,52,38,,47,41,46,45,41,49,48,52,38,57,54,,57,,53,46,51,,49,80,58,50,4,Loosdrechtdreef,45
72,24,39,30,18,24,31,21,31,25,18,38,22,19,12,23,28,28,26,19,15,31,29,37,9,12,,49,50,4,Loosdrechtdreef,141
73,41,43,41,22,33,31,49,35,29,37,44,36,41,41,42,40,50,39,43,44,45,43,55,40,37,,56,50,4,Loosdrechtdreef,140
78,95,101,82,90,63,48,24,28,48,60,55,40,89,97,99,94,94,90,100,103,100,102,103,105,105,90,78,100,0,Gaasperdammerweg,1016
79,34,,34,9,43,28,16,39,33,44,14,41,31,34,26,41,,50,36,,22,49,43,,44,28,30,50,4,Kromwijkdreef,42
80,40,44,37,,31,31,,,44,43,38,,43,40,,37,40,55,,,39,40,38,,,,50,50,4,Kromwijkdreef,71
81,95,101,82,90,63,51,24,28,49,57,55,40,89,97,99,94,94,90,100,103,100,102,103,105,106,90,78,100,0,Gaasperdammerweg,1016
84,96,100,81,89,57,46,21,25,46,60,55,41,89,99,94,94,97,90,99,103,100,102,104,106,105,90,78,100,0,Gaasperdammerweg,998
89,42,,35,42,44,39,34,53,43,45,30,41,45,45,34,44,,50,44,,42,50,51,,45,33,45,50,4,Kromwijkdreef,43
90,87,89,102,85,88,88,83,86,84,84,87,88,90,91,88,92,89,96,85,89,86,87,88,103,90,99,92,100,0,Gaasperdammerweg,556
93,87,84,98,86,87,88,80,85,84,83,85,87,91,92,88,91,89,96,86,89,85,88,89,102,90,99,95,100,0,Gaasperdammerweg,513
94,88,84,98,86,87,89,82,86,84,83,85,87,89,91,88,91,89,96,86,89,85,87,89,101,92,99,95,100,0,Gaasperdammerweg,503
95,40,41,31,,31,31,,,43,38,44,,41,38,,38,41,48,,,43,39,43,,,,48,50,4,Kromwijkdreef,70
106,96,101,81,90,48,41,22,28,46,62,55,44,89,100,96,95,95,91,106,104,102,102,104,113,107,90,79,100,0,Gaasperdammerweg,963
109,88,95,103,88,93,90,81,83,84,82,87,86,93,89,87,95,94,93,87,92,84,87,89,91,92,116,86,100,0,Gaasperdammerweg,419
111,98,101,81,90,33,35,20,19,47,66,43,40,82,102,103,97,100,91,109,105,104,102,106,112,107,91,85,100,0,Gaasperdammerweg,864
119,34,34,20,,25,35,,,41,34,39,,27,25,,26,40,40,,,35,29,41,,,,41,50,4,Kromwijkdreef,68
122,42,,35,46,35,39,39,51,41,43,34,40,49,50,35,40,,52,47,,43,47,54,,41,34,45,50,4,Kromwijkdreef,43
127,100,101,81,77,35,37,19,32,37,78,26,29,82,100,105,99,104,104,108,102,103,114,106,112,109,86,91,100,0,Gaasperdammerweg,457
128,87,107,79,90,34,27,20,13,46,69,45,38,72,117,113,105,84,99,114,116,119,84,117,114,114,117,78,100,4,AnonymousRoadnl14155098,337
130,38,,32,41,28,32,27,49,38,47,43,44,58,49,31,26,,55,51,,42,45,56,,42,27,43,50,4,Kromwijkdreef,43
132,90,88,110,87,93,91,84,81,85,84,88,83,96,89,86,93,95,94,91,92,83,87,88,91,91,99,88,100,0,Gaasperdammerweg,320
135,35,34,24,,24,33,,,41,34,43,,25,23,,26,39,38,,,33,29,41,,,,40,50,4,Kromwijkdreef,68
138,90,85,111,88,93,95,90,81,84,84,88,94,96,88,87,95,85,94,91,112,102,87,120,91,93,99,88,100,0,Gaasperdammerweg,289
139,34,31,24,18,24,31,,20,41,43,46,24,30,29,,27,39,38,29,,33,29,47,,,30,43,50,4,Kromwijkdreef,87
140,18,,24,18,12,22,16,,22,,,,,,,11,,,12,,,,,,46,,,50,4,AnonymousRoadnl14155124,16
141,40,,31,40,26,22,16,48,40,47,45,44,58,49,30,11,,55,50,,42,44,58,,46,15,41,50,4,Kromwijkdreef,43
142,22,20,23,23,19,19,10,28,28,,16,25,31,37,,22,28,38,28,,33,,,,46,24,,50,4,AnonymousRoadnl14155124,35
143,45,,33,39,49,,,48,43,47,49,44,57,49,30,,,55,50,,44,44,58,,,18,41,50,4,Kromwijkdreef,27
144,34,27,30,36,42,40,60,30,43,,41,44,46,38,,35,34,58,33,,33,,,,46,46,,50,4,AnonymousRoadnl14155124,35
145,39,37,30,37,29,41,,35,41,46,50,29,40,30,27,33,43,42,37,,36,29,48,,,42,53,50,4,Kromwijkdreef,87
161,47,,31,38,49,,,48,46,45,49,44,57,51,30,,,55,50,,45,46,58,,,34,41,50,4,Kromwijkdreef,27
162,45,49,37,42,32,44,,41,51,47,49,40,43,44,42,43,48,49,46,,46,47,52,,,51,54,50,4,Kromwijkdreef,86
166,47,,31,42,43,,,51,45,40,51,47,59,46,27,,,55,45,,45,47,52,,,34,44,50,4,Kromwijkdreef,27
177,44,10,20,34,28,43,,31,43,34,43,43,22,21,11,43,44,24,34,,50,29,53,,,39,55,50,4,Kromwijkdreef,85
204,35,,31,17,39,,,24,38,29,7,45,15,47,40,,,,26,,,39,54,,,17,,50,4,Kromwijkdreef,24
205,36,11,20,23,24,26,,,33,22,40,33,11,14,18,34,33,15,18,,36,29,43,,,24,52,50,4,Kromwijkdreef,92
209,44,,31,42,47,,,37,45,33,34,52,42,49,39,,,,40,,,47,58,,,29,37,50,4,Kromwijkdreef,26
219,26,13,8,15,15,23,,,33,29,29,30,18,17,9,31,22,10,18,,25,28,34,,,21,31,50,4,Kraaiennest,93
239,71,70,79,71,72,75,71,73,73,73,72,72,73,71,74,77,67,87,75,76,74,77,89,81,80,73,,70,2,Gooiseweg,309
242,71,77,72,75,68,66,76,67,73,70,70,75,67,74,69,69,81,68,72,77,74,81,77,84,125,67,68,70,2,Gooiseweg,315
247,71,79,73,75,68,66,76,68,70,69,71,75,67,68,72,69,79,72,72,77,74,80,74,83,125,66,68,70,2,Gooiseweg,315
248,72,79,72,72,69,70,77,72,76,69,67,74,68,72,69,72,80,71,71,77,84,81,77,87,119,69,67,70,2,Gooiseweg,315
251,72,79,70,64,69,74,78,68,70,68,66,74,70,72,71,73,76,73,72,83,80,82,76,96,116,69,68,70,2,Gooiseweg,315
252,71,72,76,72,73,77,72,73,74,77,74,73,74,71,76,76,65,86,72,76,77,77,98,79,80,72,,70,2,Gooiseweg,306
283,71,71,76,71,72,77,72,73,74,78,74,74,72,70,76,76,67,87,74,76,77,77,98,81,79,72,,70,2,Gooiseweg,306
304,71,79,70,69,69,74,78,68,73,73,71,74,72,73,72,74,76,73,72,83,80,82,76,96,116,69,69,70,2,Gooiseweg,316
305,39,52,45,42,41,,54,,36,51,45,49,,53,24,31,42,45,47,36,30,,,,38,,36,50,3,Daalwijkdreef,88
306,32,26,48,44,,29,54,48,47,43,46,48,31,46,47,32,23,34,12,35,31,32,30,18,11,12,47,50,3,Daalwijkdreef,124
309,72,72,75,76,74,81,73,73,82,76,72,77,74,75,74,79,67,85,72,75,82,80,94,96,91,73,,70,2,Gooiseweg,271
313,48,53,40,48,65,,43,,46,,54,44,,,43,53,63,65,50,,41,,,48,51,,,70,3,AnonymousRoadnl13155424,35
320,71,79,70,70,69,74,78,68,70,69,71,74,72,73,72,74,76,73,72,83,80,82,76,96,116,69,69,70,2,Gooiseweg,316
321,71,72,75,71,73,81,72,74,74,77,72,77,75,72,75,76,65,85,72,75,76,80,94,78,78,73,,70,2,Gooiseweg,306
332,71,72,75,71,73,81,72,74,74,77,73,73,75,71,75,76,65,85,72,76,77,80,96,78,78,72,,70,2,Gooiseweg,306
333,71,79,70,68,69,74,78,68,70,68,71,74,72,72,72,74,76,73,72,83,80,81,76,96,116,69,68,70,2,Gooiseweg,316
334,37,49,47,18,52,,56,,31,51,54,48,,59,55,24,26,22,26,17,33,,,,39,,27,50,3,Daalwijkdreef,90
339,71,72,76,72,72,81,72,73,74,77,73,73,75,71,75,76,64,85,72,76,77,77,98,78,79,72,,70,2,Gooiseweg,306
340,37,40,44,44,,42,54,49,47,41,43,43,40,47,50,40,37,35,31,29,40,34,40,31,28,28,39,50,3,Daalwijkdreef,124
341,71,79,70,64,69,74,78,68,70,68,70,74,72,72,72,74,76,73,72,83,80,81,76,96,116,69,68,70,2,Gooiseweg,316
342,42,44,42,45,,46,51,65,46,50,48,42,36,49,56,40,74,35,51,43,44,40,49,44,13,53,33,50,3,Daalwijkdreef,123
347,71,72,76,72,72,80,72,73,74,77,74,73,74,71,75,76,64,86,72,76,77,77,98,78,79,72,,70,2,Gooiseweg,306
352,25,45,28,23,22,15,43,26,31,,36,20,19,29,23,40,32,35,18,43,43,23,38,,38,,44,50,3,Daalwijkdreef,85
353,52,59,52,53,49,50,53,53,56,54,52,54,50,56,53,51,54,54,59,50,58,,54,53,54,55,,70,3,AnonymousRoadnl13153819,100
358,39,36,38,41,37,,39,,42,,43,39,,,34,49,48,49,57,,37,,,,43,,,70,3,AnonymousRoadnl13155424,34
361,36,40,41,43,39,37,44,38,44,43,46,40,35,38,47,47,45,41,37,40,35,,41,38,42,41,,50,3,AnonymousRoadnl13153819,100
362,34,22,43,42,43,39,47,45,49,44,45,44,36,47,44,39,31,43,28,44,48,36,40,,36,,46,50,3,Daalwijkdreef,90
363,29,26,37,29,32,,39,,34,,30,30,,,31,48,32,35,50,,21,,,,37,,,50,3,AnonymousRoadnl13155424,34
364,36,32,43,40,42,42,50,61,46,45,43,40,37,49,46,39,71,43,35,46,49,38,45,,38,,46,50,3,Daalwijkdreef,91
365,72,72,77,76,74,81,74,74,85,79,72,79,74,74,75,81,69,85,75,76,84,79,90,96,91,75,,70,2,Gooiseweg,271
366,30,31,34,40,39,34,47,37,41,37,36,38,35,35,41,47,39,40,35,30,35,,41,38,35,36,,50,3,AnonymousRoadnl13153819,99
367,21,26,35,16,32,,39,,30,,2,28,,,31,40,26,20,41,,13,,,,37,,,50,3,AnonymousRoadnl13155424,34
368,25,39,33,45,37,37,,34,38,32,37,34,,,34,34,39,38,21,23,,,10,41,44,,,50,3,AnonymousRoadnl13155439,53
369,34,3,45,19,6,,42,,18,3,31,3,,9,11,30,,,,6,,,,,,,28,50,3,Daalwijkdreef,63
370,21,,35,,32,,36,,32,,,,,,,38,31,10,41,,8,,,,33,,,50,3,AnonymousRoadnl13155441,24
372,34,7,45,30,29,,42,,18,3,44,3,,9,8,30,,,,6,,,,,,,33,50,3,Daalwijkdreef,64
373,35,34,43,39,39,43,52,61,47,48,44,41,37,50,47,39,22,13,42,46,43,35,47,,36,,47,50,3,Daalwijkdreef,90
376,29,22,,40,,29,31,48,40,37,34,41,,34,41,31,36,34,28,27,31,,30,28,18,31,,50,3,AnonymousRoadnl13153819,46
379,33,34,48,39,5,42,52,61,47,48,46,42,32,50,47,39,22,10,50,47,43,35,47,,34,,47,50,3,Daalwijkdreef,89
380,36,38,45,30,29,,42,,28,15,44,5,,29,8,30,,,,19,,,,,,,33,50,3,Daalwijkdreef,64
382,30,22,48,40,5,29,51,48,40,43,39,42,32,46,41,39,22,34,12,35,31,35,30,18,34,31,47,50,3,Daalwijkdreef,134
384,27,22,,40,,27,14,48,40,37,34,36,,34,41,18,26,34,12,27,31,,23,18,5,31,,50,3,AnonymousRoadnl13153819,47
385,71,79,74,69,70,75,78,68,78,73,71,74,72,73,72,74,76,73,72,74,80,82,76,99,116,69,69,70,2,Gooiseweg,316
424,23,,,,,,24,,,,,,,,,12,20,,,,,,,,21,,,50,4,AnonymousRoadnl14155395,15
425,28,32,27,27,,31,27,26,,26,27,26,,31,,16,26,27,,,,29,31,30,27,,23,50,4,Bijlmerdreef,59
426,29,30,30,,29,20,26,34,29,39,37,,26,,25,27,23,32,,36,,34,21,,39,,39,50,4,Bijlmerdreef,51
427,25,29,30,,29,9,25,31,23,39,37,,26,,25,27,19,31,,36,,34,22,,36,,39,50,4,Bijlmerdreef,53
428,36,29,35,,35,,13,33,25,38,37,,26,,21,32,22,42,,37,,36,30,,38,,43,50,4,Bijlmerdreef,44
431,24,22,28,25,26,30,37,20,,21,27,32,33,25,,18,17,14,,,,25,27,27,26,,22,50,4,AnonymousRoadnl14155395,64
432,25,25,28,25,,30,30,20,,24,27,29,33,26,,17,22,20,,,,26,26,27,29,,21,50,4,AnonymousRoadnl14155395,64
433,27,28,34,26,26,32,37,20,,25,27,38,33,18,,,24,12,,,,27,33,28,27,,41,50,4,Bijlmerdreef,49
434,25,23,32,25,26,30,37,20,,20,27,38,33,18,,,18,12,,,,22,30,28,26,,23,50,4,Bijlmerdreef,49
435,36,34,27,,29,11,40,33,26,33,33,,26,23,37,27,25,32,,38,,48,,,38,,45,50,4,Bijlmerdreef,48
436,29,30,22,,29,8,31,23,24,25,30,,26,16,31,27,15,20,,30,,35,,,30,,36,50,4,Bijlmerdreef,47
437,31,30,49,21,,28,32,22,,13,28,36,,22,,45,22,24,,,,26,42,,43,,32,50,4,Bijlmerdreef,65
440,34,51,37,28,,45,34,32,,29,30,27,,34,,72,30,33,,,,31,34,37,23,,27,50,4,Bijlmerdreef,60
445,26,27,27,,29,8,24,29,23,25,36,,26,,26,27,13,31,,25,,33,23,,36,,18,50,4,AnonymousRoadnl14155395,68
446,27,28,28,,29,,16,26,21,22,29,38,26,27,26,27,13,18,,24,,31,,,25,,17,50,4,AnonymousRoadnl14155395,54
448,33,,27,35,36,,37,25,25,36,38,,,,,33,32,,,,,,,,28,32,,45,4,AnonymousRoadnl14155504,40
449,44,44,47,50,45,44,50,50,45,45,48,42,37,40,40,44,48,54,,57,,43,57,,,42,43,70,4,AnonymousRoadnl14155478,92
450,27,32,35,35,24,26,26,25,31,27,24,25,31,38,82,36,29,36,31,34,,,,32,,29,22,45,4,AnonymousRoadnl14155478,102
453,7,7,5,4,4,21,,3,5,4,16,30,8,35,15,6,18,60,10,11,3,,,,3,,2,70,4,AnonymousRoadnl14155491,131
454,35,38,40,37,,22,48,34,36,44,14,25,53,39,38,39,28,39,56,,,,,,,36,37,50,4,Van der Madeweg,65
455,32,,11,20,9,27,16,,13,,30,30,20,30,,34,35,36,,,,16,34,43,,29,,50,4,Van der Madeweg,53
460,28,28,39,41,,,,11,34,26,,,31,,82,36,29,41,31,,,,,,,29,,45,4,AnonymousRoadnl14155478,37
461,39,,27,40,43,,40,37,41,43,38,,,,,35,38,,32,,,,,48,40,35,,50,4,Diemerdreef,46
462,47,50,49,56,18,43,54,47,40,50,46,51,52,56,,47,49,48,58,35,51,59,47,59,47,47,43,100,4,AnonymousRoadnl14155257,81
465,32,28,39,40,39,,39,29,34,34,38,,29,,82,36,33,41,31,,,,,43,31,32,,45,4,AnonymousRoadnl14155478,83
466,30,30,29,35,30,29,27,41,25,26,29,34,22,38,24,32,40,34,,32,,,,34,,16,27,50,4,Diemerdreef,64
467,41,,27,43,43,,41,39,45,47,38,,,,,38,37,,35,,,,,50,40,36,,50,4,Diemerdreef,46
499,15,19,5,66,5,31,,7,5,3,25,6,3,2,21,27,29,60,45,27,9,,,,17,,10,70,4,AnonymousRoadnl14155491,131
500,29,27,35,36,31,,26,21,33,37,33,,,36,,30,31,41,26,30,,31,,35,32,30,29,50,4,AnonymousRoadnl14153831,55
497,42,,27,60,55,,17,38,42,44,38,,,,,38,42,41,36,,,,,46,45,45,,50,4,Diemerdreef,44
498,48,45,37,53,,,,48,50,51,,,49,,123,51,52,60,70,,,,,53,,50,,70,4,AnonymousRoadnl14155478,43
501,42,40,38,43,48,42,50,40,41,48,44,41,,37,46,,41,52,,43,,,,40,,36,34,50,4,Diemerdreef,61
502,28,27,30,,18,,,,32,,,,,36,,,,,,30,,31,,,,,,50,4,AnonymousRoadnl14153831,13
503,42,43,49,53,,34,50,42,43,44,14,25,57,44,44,39,30,46,51,,,,,,,37,42,50,4,Van der Madeweg,65
504,40,,14,39,20,40,34,,41,,47,53,45,39,,41,39,36,,,,39,44,57,,40,,50,4,Van der Madeweg,54
505,37,39,31,40,40,34,42,46,37,34,42,37,33,40,31,39,40,44,,32,,,,37,,34,35,50,4,Diemerdreef,64
506,41,,27,52,51,,41,43,44,48,38,,,,,38,37,,35,,,,,50,39,36,,50,4,Diemerdreef,46
470,31,37,27,30,33,28,31,28,29,36,31,27,17,30,29,29,41,28,,49,,35,48,,32,34,31,45,4,AnonymousRoadnl14155478,133
471,21,28,6,3,4,30,,20,5,4,14,31,8,35,14,5,32,60,8,11,4,,,,3,,27,70,4,AnonymousRoadnl14155491,131
472,42,47,37,66,30,43,,38,30,16,40,46,7,31,44,45,44,60,56,46,43,,,,39,,41,70,4,AnonymousRoadnl14155491,132
473,75,79,74,78,79,79,79,73,81,79,79,75,68,88,84,79,74,87,81,79,78,79,86,98,92,71,75,70,2,Gooiseweg,321
474,25,,,29,,24,,,,,30,25,,33,,26,35,,,,,8,28,26,,29,,50,4,AnonymousRoadnl14155505,24
475,34,48,45,29,8,22,38,37,12,42,30,25,40,41,,21,41,40,45,5,39,50,33,32,38,30,39,100,4,AnonymousRoadnl14155257,81
480,72,70,74,74,73,73,74,75,75,76,73,79,75,69,72,74,79,80,84,76,79,77,93,91,82,84,,70,2,Gooiseweg,324
483,44,,27,60,55,,20,38,45,44,38,,,,,38,42,41,36,,,,,46,46,47,,50,4,Diemerdreef,42
486,46,54,44,46,56,44,50,47,49,53,47,46,39,41,46,48,48,52,,46,,,,48,,47,37,50,4,Diemerdreef,62
489,41,38,38,41,44,42,45,43,66,43,46,42,36,40,37,43,39,46,,38,,,,45,,39,34,50,4,Diemerdreef,62
490,40,,27,49,49,,41,39,41,44,38,,,,,38,40,39,33,,,,,48,39,37,,50,4,Diemerdreef,46
495,73,70,75,75,75,73,74,76,76,77,72,77,75,73,71,74,73,82,88,76,78,78,95,94,82,82,,70,2,Gooiseweg,324
496,56,59,42,73,,,61,,63,58,,,53,,123,51,64,71,89,,,,,70,,57,,70,4,AnonymousRoadnl14155478,43
513,33,38,38,43,,,,24,34,38,,,34,,107,48,24,46,40,,,,,43,,35,,50,4,AnonymousRoadnl14155478,43
514,44,51,57,37,,36,54,46,48,48,22,25,55,53,46,39,36,43,39,,,,,,,25,46,50,4,Van der Madeweg,64
517,37,,27,54,47,,32,32,41,38,23,,,,,36,39,41,29,,,,,36,39,40,31,50,4,Diemerdreef,43
518,47,51,46,39,55,43,52,47,49,55,52,46,37,40,48,47,46,54,,46,,,,47,,47,36,50,4,Diemerdreef,62
519,11,18,,9,,,,,,,,13,,,,,39,,,,,,30,,32,,,50,4,Bergwijkdreef,25
520,32,46,36,33,25,32,43,40,31,20,33,34,31,33,29,44,,56,34,46,44,28,39,15,49,,48,50,3,Daalwijkdreef,77
521,23,18,,19,8,41,21,16,25,18,26,21,,15,,,,,,15,,,,12,,,,50,4,Bergwijkdreef,17
522,32,27,37,28,34,32,34,35,40,52,48,43,,34,42,42,52,34,27,43,,32,,39,22,,64,50,3,Daalwijkdreef,108
525,31,17,38,36,33,48,45,46,41,49,50,42,,23,39,38,53,39,28,36,,18,,41,41,,36,50,3,Daalwijkdreef,115
528,25,46,,26,9,32,43,16,30,18,31,15,11,30,12,43,39,40,31,44,43,28,39,12,49,,48,50,3,Daalwijkdreef,102
529,41,48,41,44,43,45,43,57,38,38,42,44,44,41,43,46,,56,36,47,54,41,44,40,49,,26,50,3,Daalwijkdreef,78
530,26,24,31,34,26,26,20,15,27,45,14,45,42,12,34,19,52,39,,35,24,,,21,14,,52,50,3,Daalwijkdreef,112
531,19,18,17,19,8,41,21,17,13,39,13,21,,24,,,,,20,18,,30,,14,36,,,50,4,Bergwijkdreef,33
532,31,34,31,36,29,36,31,20,29,42,34,45,42,22,34,26,52,36,,36,21,,,26,36,,51,50,3,Daalwijkdreef,112
533,24,18,,33,,,,,61,,,14,40,,,,39,46,,,28,,32,22,34,,,50,4,Bergwijkdreef,48
534,30,16,34,32,29,22,16,19,29,50,40,32,,9,34,16,52,23,,40,,,,20,13,,64,50,3,Daalwijkdreef,89
537,38,47,36,42,39,37,42,57,36,38,35,38,34,40,40,46,,56,36,46,54,40,42,38,49,,48,50,3,Daalwijkdreef,77
538,38,33,35,42,40,37,29,49,39,47,45,56,48,41,44,39,52,46,,42,35,,,42,36,,51,50,3,Daalwijkdreef,112
539,45,54,45,44,49,46,45,57,41,68,46,49,45,44,47,48,,56,40,50,59,40,45,48,48,,26,50,3,Daalwijkdreef,82
540,46,33,51,47,55,43,41,42,50,59,51,62,47,46,45,50,54,56,36,49,44,,,49,52,,53,50,3,Daalwijkdreef,115
541,44,51,43,44,49,51,47,59,37,61,48,52,47,45,48,52,,52,40,53,54,40,43,49,47,,26,50,3,Daalwijkdreef,82
542,37,18,,44,,,,,61,,,41,41,,,,,70,,,41,,37,40,,,,50,4,Bergwijkdreef,45
549,48,,61,,,,,,,49,,,,42,,,,,,,,,,,46,,,50,4,Dalsteindreef,16
550,48,,,46,48,51,34,52,53,49,56,58,,49,,,,,39,,,,,,,50,,50,4,Dalsteindreef,34
553,74,71,75,77,79,75,77,79,76,78,74,77,81,72,73,77,76,83,83,76,82,78,100,95,84,73,,70,2,Gooiseweg,367
570,75,72,76,82,76,78,80,77,79,74,71,76,72,77,79,78,76,77,89,73,77,81,78,91,91,73,77,70,2,Gooiseweg,404
581,74,75,77,76,74,79,75,71,78,71,71,73,69,80,83,74,75,81,81,71,79,75,78,85,94,73,78,70,2,Gooiseweg,403
586,74,74,78,79,76,73,76,79,77,82,74,79,76,73,74,77,75,89,80,76,79,76,93,84,82,77,,70,2,Gooiseweg,369
602,49,,39,,,,,,,49,,,,40,,,,,,,,,,,51,,,50,4,Dalsteindreef,18
603,51,,,46,52,69,23,48,76,38,60,49,,29,,,,,42,,,,,,,51,,50,4,Dalsteindreef,28
604,33,,21,,,,,,,50,,,,,27,,,,,,,,,,47,,,50,4,Dalsteindreef,18
605,38,,,33,30,59,23,47,59,26,60,46,,26,,,,,32,,,,,,,47,,50,4,Dalsteindreef,28
606,71,71,72,73,73,67,77,68,81,70,68,74,68,73,72,70,73,72,75,79,79,70,75,89,81,66,66,70,2,Gooiseweg,403
607,75,73,77,78,78,74,77,81,80,79,74,76,80,74,75,79,78,89,82,77,84,78,96,91,86,77,,70,2,Gooiseweg,368
608,57,,,56,56,52,23,55,80,47,60,68,,56,,,,,54,,,,,,,56,,50,4,Dalsteindreef,30
609,53,,42,,,,,,,61,,,,50,,,,,,,,,,,56,,,50,4,Dalsteindreef,17
612,57,,,55,51,52,23,60,74,49,60,67,,56,,,,,53,,,,,,,57,,50,4,Dalsteindreef,32
613,53,,41,,,,,,,60,,,,50,,,,,,,,,,,56,,,50,4,Dalsteindreef,17
614,74,70,76,79,72,67,78,73,83,73,68,75,71,79,76,74,76,73,85,78,80,81,77,91,89,69,70,70,2,Gooiseweg,404
615,55,,,54,51,52,23,63,66,50,59,66,,52,,,,,53,,,,,,,55,,50,4,Dalsteindreef,33
616,51,,43,,,,,,,58,,,,44,,,,,,,,,,,51,,,50,4,Dalsteindreef,17
617,96,96,95,98,96,98,97,95,100,96,100,99,97,98,102,99,101,101,98,100,100,100,98,100,97,101,99,100,0,Ringweg-Zuid,2241
618,47,48,47,49,45,51,48,44,53,52,56,48,51,48,51,43,57,51,43,45,62,44,54,61,46,57,60,70,2,Gooiseweg,554
619,45,46,45,50,43,51,48,44,53,52,51,48,47,46,51,43,57,46,42,45,62,42,54,61,46,57,60,70,2,Gooiseweg,554
620,49,48,49,53,50,58,54,44,59,53,61,50,54,52,51,54,57,52,52,46,60,44,54,61,57,57,60,70,2,Gooiseweg,553
621,50,48,49,46,49,57,54,49,53,44,53,47,51,50,46,48,54,48,60,57,50,48,47,54,57,60,50,100,2,AnonymousRoadnl12154721,326
622,44,42,45,49,44,51,48,44,53,51,49,48,47,46,49,41,51,45,42,43,63,42,54,61,36,40,60,70,2,Gooiseweg,554
623,27,33,43,28,15,39,38,33,24,28,29,39,40,27,28,34,32,27,42,34,32,32,47,39,19,39,51,70,2,Gooiseweg,485
624,27,33,43,26,15,39,33,32,28,29,29,37,40,36,28,33,32,24,42,34,31,32,47,39,19,37,51,70,2,Gooiseweg,485
625,26,33,43,28,15,39,33,33,24,28,29,38,40,32,28,33,32,26,42,34,32,32,47,39,19,39,51,70,2,Gooiseweg,485
626,29,31,25,28,15,36,37,34,22,31,33,38,33,27,34,30,33,33,43,45,41,20,40,32,18,36,38,70,2,Gooiseweg,223
627,21,41,45,12,17,55,30,10,24,39,32,36,40,10,13,48,17,24,33,44,31,40,,43,19,36,59,70,2,Gooiseweg,262
628,25,35,33,38,38,37,34,35,32,39,30,33,35,35,36,33,37,38,12,18,39,,41,,12,42,49,70,2,AnonymousRoadnl12154721,101
629,41,32,41,49,43,47,48,44,53,51,49,50,47,46,34,36,47,45,42,37,62,36,54,64,33,31,60,70,2,Gooiseweg,554
630,37,32,34,45,39,45,34,39,45,44,38,35,40,34,35,33,37,44,36,32,39,33,54,64,33,26,49,70,2,Gooiseweg,656
633,34,45,51,28,43,55,41,34,24,41,40,36,44,10,38,48,40,28,37,44,31,40,,53,19,45,51,70,2,Gooiseweg,261
634,34,36,32,40,39,41,38,37,34,43,35,40,44,38,37,40,37,38,43,20,29,,41,,31,42,49,130,2,AnonymousRoadnl12154721,101
635,30,18,33,25,17,20,24,41,31,30,8,33,46,13,28,59,14,31,30,41,39,33,55,28,49,26,11,70,2,AnonymousRoadnl12155523,239
636,41,46,52,41,47,55,46,39,25,45,40,36,52,38,39,48,40,58,52,44,40,47,,53,19,45,52,70,2,Gooiseweg,261
637,35,38,24,49,28,52,28,34,51,44,60,30,35,34,31,19,35,45,36,32,39,13,40,63,29,41,62,70,2,Gooiseweg,417
638,40,24,22,26,13,42,42,42,36,31,34,41,41,42,37,39,45,42,46,48,49,28,45,42,45,44,44,130,2,AnonymousRoadnl12154721,325
641,45,35,33,30,28,43,49,41,31,30,44,39,44,45,33,41,49,42,54,57,44,47,46,48,52,54,49,100,2,AnonymousRoadnl12154721,326
642,44,52,39,49,32,53,44,46,56,50,49,45,43,44,43,46,34,60,51,46,47,62,42,98,38,,59,80,2,Gooiseweg,197
643,62,67,58,64,64,65,58,62,59,67,62,63,61,63,64,62,54,70,67,59,63,60,63,73,70,59,69,70,2,Gooiseweg,455
644,16,10,29,13,12,9,19,24,17,18,8,24,46,13,14,59,21,30,32,50,8,8,55,5,54,16,13,80,2,AnonymousRoadnl12155523,239
645,44,39,40,48,31,52,50,19,53,36,39,50,54,37,31,51,39,57,52,51,49,45,61,53,56,38,70,80,2,AnonymousRoadnl12155523,436
646,45,21,18,20,14,44,44,43,28,23,42,40,42,45,34,41,51,47,47,56,50,45,48,45,50,52,45,130,2,AnonymousRoadnl12154721,326
